stock_code,year,name,industry,revenue,net_income,roe,gross_margin,total_assets,fixed_assets,size_log,roa
603790,2019,雅运股份,化学制品,956557941.11,117275852.35,10.84,31.7949641469,,,,
603650,2019,彤程新材,橡胶,2207997729.22,330599788.75,15.07,34.7028829047,,,,
603217,2019,元利科技,化学制品,1167341898.49,136289546.13,8.96,24.6437542508,,,,
603053,2019,成都燃气,燃气Ⅱ,4818531347.54,451161320.7,19.57,21.0417599748,,,,
603027,2019,千禾味业,调味发酵品Ⅱ,1355147203.67,198253970.53,13.92,46.2059810502,,,,
601678,2019,滨化股份,化学原料,6164258480.57,438557145.41,7.07,25.5247908852,,,,
600868,2019,梅雁吉祥,电力,288261745.2,56665666.62,2.45,40.0507902045,,,,
600505,2019,西昌电力,电力,948371961.78,37053410.25,3.29,21.0055615991,,,,
600488,2019,津药药业,化学制药,3326627747.07,161767807.94,5.31,49.4393269706,,,,
600423,2019,柳化股份,化学原料,373959757.87,-1867008703.24,-148.7,-3.3503752012,,,,
600378,2019,昊华科技,化学制品,4924691352.69,544748480.64,10.01,27.8487536623,,,,
600157,2019,永泰能源,电力,21186956132.51,140175491.1,0.59,29.5561613959,,,,
600101,2019,明星电力,电力,1607699267.23,99686162.28,4.37,11.6557948143,,,,
300641,2019,正丹股份,化学制品,1307682193.7,40446970.79,3.07,11.099765274,,,,
300234,2019,开尔新材,装修建材,685325805.4,57856776.39,6.33,27.181724475,,,,
002601,2019,龙佰集团,化学原料,11419887283.48,2593975280.3,19.51,42.3692434704,,,,
002271,2019,东方雨虹,装修建材,18154344171.4,2065944687.98,21.99,35.7452158826,,,,
900921,2019,金煤B股,化学原料,1229602165.26,-432800708.1,-22.68,1.0085290804,,,,
688398,2019,赛特新材,化学制品,400925826.49,74325740.49,25.4,43.1525834154,,,,
605180,2019,华生科技,纺织制造,317663057.56,86578232.99,23.89,41.6403593279,,,,
605086,2019,龙高股份,非金属材料Ⅱ,237406202.11,82433365.62,17.73,65.5852161343,,,,
603977,2019,国泰集团,化学制品,1439038550.97,143593190.49,7.5,37.9202035312,,,,
600979,2019,广安爱众,电力,2218931300.27,245411680.19,6.43,33.2165389249,,,,
600844,2019,金煤科技,化学原料,1229602165.26,-432800708.1,-22.68,1.0085290804,,,,
600098,2019,广州发展,电力,29643072563.7,805540170.59,4.76,9.7119249303,,,,
300891,2019,惠云钛业,化学原料,1002159420.03,98123623.12,14.37,23.163236086,,,,
300107,2019,建新股份,化学制品,925158518.22,325577386.27,19.87,49.783316757,,,,
002971,2019,和远气体,化学制品,665623667.86,84527935.04,14.83,43.9380332464,,,,
002608,2019,江苏国信,电力,21090469468.64,2404136739.14,9.39,12.0525930839,70194478906.82,25724155450.09,24.97453549683426,0.034249655764684604
002205,2019,国统股份,水泥,839538862.26,4209180.32,0.5,23.1185524036,,,,
603580,2019,*ST艾艾,塑料,193502065.89,35552502.05,8.72,44.0694629526,,,,
600348,2019,华阳股份,煤炭开采,32657944785.36,1700671463.4,9.88,18.0741443747,,,,
300200,2019,高盟新材,化学制品,960112603.03,185912186.39,11.76,42.8567355174,,,,
000958,2019,电投产融,电力,11500508445.74,1333750925.45,8.47,11.7937026596,,,,
920675,2019,秉扬科技,非金属材料Ⅱ,326971704.81,49189164.03,25.87,30.7955811676,,,,
603351,2019,威尔药业,化学制药,880756050.5,128107850.57,11.15,34.427972272,,,,
603079,2019,圣达生物,化学制品,519149812.48,47030263.35,5.66,37.0856236007,,,,
300665,2019,飞鹿股份,化学制品,498934677.26,21198223.33,4.63,25.1559460467,,,,
002648,2019,卫星化学,化学原料,10778665238.59,1272746060.23,14.76,26.1076264773,,,,
002395,2019,双象股份,塑料,1416596779.46,30282885.69,3.55,10.9371378699,,,,
002360,2019,同德化工,化学制品,842892054.64,152230992.36,14.2,42.9760262712,,,,
002267,2019,陕天然气,燃气Ⅱ,9748729894.64,455898087.07,7.71,9.2791816263,,,,
688550,2019,瑞联新材,电子化学品Ⅱ,990229161.95,148464476.59,23.39,39.667272139,,,,
603181,2019,皇马科技,化学制品,1894098478.37,256160114.05,17.0,22.2354309139,,,,
600971,2019,恒源煤电,煤炭开采,6001973173.87,1128121725.27,13.69,44.5555243589,,,,
300910,2019,瑞丰新材,化学制品,656707640.04,98362955.36,17.17,30.7063184262,,,,
300125,2019,*ST聆达,电力,110927501.98,16139653.56,2.1,54.2617373921,,,,
002768,2019,国恩股份,塑料,5069353664.74,396026415.9,18.01,17.5450974641,,,,
605008,2019,长鸿高科,塑料,1157333095.26,215174578.75,23.96,27.6380486716,,,,
600963,2019,岳阳林纸,造纸,7105943359.42,313242824.27,3.79,18.9089099566,,,,
600546,2019,山煤国际,煤炭开采,37657160813.65,1172715112.81,16.89,22.0307620227,,,,
600230,2019,沧州大化,化学制品,2105568631.04,45842510.81,1.29,11.7724753801,,,,
300452,2019,山河药辅,化学制药,464067090.69,84370512.97,16.47,36.5340919667,,,,
300054,2019,鼎龙股份,电子化学品Ⅱ,1148795536.32,34090602.14,0.91,35.6578874168,,,,
200539,2019,粤电力B,电力,29360155150.0,1146767033.0,3.11,16.6192966388,,,,
003035,2019,南网能源,电力,1508400089.52,276230848.54,9.84,38.2606382478,,,,
002637,2019,赞宇科技,化学制品,6579791289.47,354196262.59,14.32,16.3352943988,,,,
002550,2019,千红制药,化学制药,1675153096.05,262561171.11,10.7,47.8679506847,,,,
002324,2019,普利特,塑料,3599966583.0,164886342.12,7.05,19.1430048347,,,,
000539,2019,粤电力A,电力,29360155150.0,1146767033.0,3.11,16.6192966388,,,,
900908,2019,氯碱B股,化学原料,6463773437.12,810931250.03,18.98,17.480790427,,,,
605368,2019,蓝天燃气,燃气Ⅱ,3632599836.27,325952642.73,20.27,17.2353394026,,,,
603367,2019,辰欣药业,化学制药,4112785510.85,514580078.0,11.79,57.4331738078,,,,
600873,2019,梅花生物,化学制品,14553547455.2,988641850.29,10.68,22.5755576813,,,,
600618,2019,氯碱化工,化学原料,6463773437.12,810931250.03,18.98,17.480790427,,,,
600452,2019,涪陵电力,电力,2621898127.41,396725409.01,24.13,20.2117076831,,,,
600409,2019,三友化工,化学原料,20515134749.91,682915734.42,6.14,20.0812717357,,,,
600367,2019,红星发展,化学原料,1523390234.14,74780720.69,5.72,22.8008667442,,,,
600235,2019,民丰特纸,造纸,1398780970.86,12797365.91,0.99,16.6198228982,,,,
300876,2019,蒙泰高新,化学纤维,378750701.45,68798402.59,30.73,28.2110102716,,,,
300539,2019,横河精密,塑料,556667685.71,9761176.96,2.09,20.4914683982,,,,
300041,2019,回天新材,化学制品,1879964465.57,158184620.73,9.18,31.9649151585,,,,
003020,2019,立方制药,化学制药,1650031851.68,105141106.21,19.31,31.3463873515,,,,
002909,2019,集泰股份,化学制品,1016051923.6,85415589.25,17.72,35.1960326469,,,,
002791,2019,坚朗五金,装修建材,5255131407.17,439319617.56,15.21,39.8178014319,,,,
002597,2019,金禾实业,化学制品,3971856106.18,808761301.8,19.42,31.2844107179,,,,
002108,2019,沧州明珠,塑料,2996255952.47,166097639.41,5.1,16.0763139251,,,,
605169,2019,洪通燃气,燃气Ⅱ,893288017.43,159933209.75,28.22,34.2506171918,,,,
600889,2019,南京化纤,化学纤维,657709337.23,-131385179.35,-9.06,3.4967184588,,,,
300905,2019,宝丽迪,化学纤维,712049274.06,100658332.97,30.9,23.9873502231,,,,
300723,2019,一品红,化学制药,1637405569.89,143685749.61,10.85,77.5846345848,,,,
300717,2019,华信新材,塑料,315686980.16,51704271.84,9.2,29.2216338581,,,,
300584,2019,海辰药业,化学制药,924537940.13,97258207.81,15.85,79.7568985083,,,,
000949,2019,新乡化纤,化学纤维,4804152548.3,129559353.41,0.03,15.4954396801,,,,
600032,2019,浙江新能,电力,2102378361.67,407508969.97,6.87,61.7152888674,,,,
300908,2019,仲景食品,调味发酵品Ⅱ,628190864.28,91638077.15,20.02,42.0105531784,,,,
688669,2019,聚石化学,塑料,1474325873.94,99020187.83,21.95,20.337930463,,,,
603689,2019,皖天然气,燃气Ⅱ,4171197902.35,223858639.46,10.61,9.9626734125,,,,
600714,2019,金瑞矿业,化学原料,166701986.75,-9422843.51,-1.52,13.8843651304,,,,
600664,2019,哈药股份,化学制药,11824561675.04,55812116.14,0.94,23.9365771436,,,,
600642,2019,申能股份,电力,38841303798.99,2286499089.13,8.22,8.3848520125,,,,
002809,2019,红墙股份,化学制品,1157745275.58,128173000.55,11.75,33.4713794143,,,,
300174,2019,元力股份,化学制品,1281614548.23,53549231.85,5.37,24.7683173438,,,,
600396,2019,华电辽能,电力,7401341097.63,67426979.36,3.37,8.184288122,,,,
300636,2019,同和药业,化学制药,413058080.41,48309308.09,7.05,29.7426023643,,,,
300538,2019,同益股份,塑料,1787353342.15,39416598.55,8.99,10.3488707609,,,,
002302,2019,西部建设,水泥,22896385054.98,660681098.32,9.62,10.5006110281,,,,
002066,2019,瑞泰科技,装修建材,3900341151.51,25638432.72,5.84,18.840534205,,,,
002003,2019,伟星股份,纺织制造,2732484403.5,290642629.46,12.29,38.2619405644,,,,
001896,2019,豫能控股,电力,8095232470.51,97915101.65,2.06,9.9380701229,,,,
000531,2019,穗恒运A,电力,3228593752.37,410894041.03,10.03,22.052785528,,,,
300436,2019,广生堂,化学制药,414866330.97,10741879.19,2.08,77.4871999804,,,,
002479,2019,富春环保,电力,4115696395.79,300410198.61,7.86,17.8075015098,,,,
002004,2019,华邦健康,化学制药,10091370486.71,620205816.59,6.74,46.530591322,,,,
000600,2019,建投能源,电力,13963722824.86,639556309.98,5.74,18.0410820653,,,,
900948,2019,伊泰B股,煤炭开采,40929038913.56,3789312908.34,10.27,30.2298832555,,,,
688356,2019,键凯科技,化学制药,134319622.35,61543677.14,31.51,84.3040086391,,,,
688321,2019,微芯生物,化学制药,173800400.62,19421886.44,2.41,95.8057632813,,,,
688221,2019,前沿生物,化学制药,20860022.63,-192449750.97,-30.34,-49.8701483911,,,,
688196,2019,卓越新能,化学制品,1294528037.65,215564582.52,25.09,20.0019096249,,,,
688019,2019,安集科技,电子化学品Ⅱ,285410172.1,65846041.18,11.4,50.2515942318,,,,
605399,2019,晨光新材,化学制品,690228932.2,118829786.21,29.84,30.5982230167,,,,
605077,2019,华康股份,化学制品,1510856378.96,270113640.24,48.55,33.8512862203,,,,
603889,2019,新澳股份,纺织制造,2709909596.1,143222659.0,6.08,14.2938082048,,,,
603733,2019,仙鹤股份,造纸,4567036826.79,439925290.21,12.88,18.6975476677,,,,
603722,2019,阿科力,化学制品,504989521.39,39207013.28,7.42,18.4154394479,,,,
603688,2019,石英股份,非金属材料Ⅱ,622338045.69,163135123.68,11.31,43.5800133012,,,,
603317,2019,天味食品,调味发酵品Ⅱ,1727329107.54,296971724.13,18.98,37.2875464484,,,,
603288,2019,海天味业,调味发酵品Ⅱ,19796889800.07,5353185029.35,33.69,45.442335701,,,,
603227,2019,雪峰科技,化学制品,2134695052.22,95199524.27,7.75,19.1809827893,,,,
603165,2019,荣晟环保,造纸,1675501459.91,249170485.85,18.74,16.5587069936,,,,
600966,2019,博汇纸业,造纸,9739798778.15,133772535.64,2.56,14.5821333149,,,,
600774,2019,汉商集团,化学制药,1157303262.34,29870980.56,4.9,31.9338545718,,,,
600744,2019,华银电力,电力,8993163089.16,25477630.72,0.83,10.0084623517,,,,
600727,2019,鲁北化工,化学原料,2767433488.05,224999660.24,10.92,22.3934297809,,,,
600635,2019,大众公用,燃气Ⅱ,5598318673.91,526473188.34,6.78,14.162863942,,,,
600575,2019,淮河能源,电力,11491515947.84,880204435.99,9.67,8.7378276205,,,,
600513,2019,联环药业,化学制药,1290332662.74,79730500.46,8.34,60.1889525265,,,,
600493,2019,凤竹纺织,纺织制造,1023581621.88,25953606.96,3.5717,16.1255306711,,,,
600299,2019,安迪苏,化学制品,11135489839.0,992382202.0,7.24,33.930750929,,,,
600186,2019,莲花控股,调味发酵品Ⅱ,1702510415.08,69230596.66,,10.1570205467,,,,
600156,2019,华升股份,纺织制造,1038244480.48,-56688934.28,-8.48,4.6295202405,,,,
600149,2019,廊坊发展,电力,187255191.96,2524445.51,1.22,31.3150310313,,,,
600027,2019,华电国际,电力,93654431000.0,3406920000.0,6.65,14.064415169,,,,
300715,2019,凯伦股份,装修建材,1164996147.79,135444751.96,27.08,39.0848673306,,,,
300320,2019,海达股份,橡胶,2241199353.12,224407244.96,14.13,27.0334683832,,,,
300194,2019,福安药业,化学制药,2780740647.12,292829529.8,7.62,63.7364688449,,,,
300006,2019,莱美药业,化学制药,1859010759.5,-155198173.55,-9.63,71.7625193557,,,,
200726,2019,鲁泰B,纺织制造,6801381448.94,952386011.49,12.96,29.5642342468,,,,
002616,2019,长青集团,电力,2498156448.97,295218365.69,13.05,31.3920680802,,,,
002480,2019,新筑股份,电力,1996770591.86,-183245315.61,-8.14,17.3540010697,,,,
002430,2019,杭氧股份,化学制品,8187012394.63,635303002.62,11.46,21.8607841376,,,,
002365,2019,永安药业,化学制药,1370443052.37,89932157.43,5.77,23.2566753065,,,,
002259,2019,升达林业,燃气Ⅱ,1106281900.16,-1247458015.92,-509.7,9.9414764568,,,,
002206,2019,海利得,化学纤维,4013629156.87,327092961.74,11.67,19.3677947986,,,,
002166,2019,莱茵生物,化学制品,741402631.26,105653080.25,6.77,30.1717984423,,,,
002088,2019,鲁阳节能,装修建材,2147040501.61,340262932.35,16.48,40.1360784179,,,,
002060,2019,广东建工,电力,11143485046.29,234009087.42,7.48,10.9780231115,,,,
002053,2019,云南能投,电力,1933137923.65,262558043.16,6.84,51.4980397436,,,,
002019,2019,亿帆医药,化学制药,5186843636.05,903467850.51,12.84,46.1307806819,,,,
002001,2019,新和成,化学制品,7660412519.26,2165282489.11,13.2,47.1208042757,28723817186.44,7797467823.27,24.080992482685996,0.07538282516754742
000993,2019,闽东电力,电力,596851052.35,105480248.28,5.44,49.3911445727,,,,
000756,2019,新华制药,化学制药,5606020863.3,299966265.71,10.57,33.4396815876,6436024609.48,2806949444.22,22.585176889792045,0.04660738327012641
000726,2019,鲁泰A,纺织制造,6801381448.94,952386011.49,12.96,29.5642342468,,,,
000722,2019,湖南发展,电力,243872614.89,138355379.38,4.76,45.5126278242,,,,
000552,2019,甘肃能化,煤炭开采,4064724142.07,519401025.19,6.92,27.9097228682,,,,
920735,2019,德源药业,化学制药,310151909.06,46867199.42,18.33,83.5467444148,,,,
688659,2019,元琛科技,化学制品,363187853.5,59112853.91,18.47,35.954502055,568621764.71,119597623.75,20.158726034165802,0.10395812749121175
688513,2019,苑东生物,化学制药,947235160.44,108611577.48,17.54,90.253175726,,,,
688089,2019,嘉必优,化学制品,311547812.06,118173427.66,21.27,52.9707047175,,,,
688065,2019,凯赛生物,化学制品,1916199460.67,478880430.75,13.13,44.627842026,,,,
605016,2019,百龙创园,化学制品,421053343.04,82783167.8,15.06,37.8645810288,,,,
603078,2019,江化微,电子化学品Ⅱ,490429534.74,34518613.99,4.43,30.0821889465,,,,
603067,2019,振华股份,化学原料,1420558321.03,136323459.23,10.54,28.359957722,,,,
600995,2019,南网储能,电力,2319224253.72,332118229.89,16.06,25.4196147058,,,,
600801,2019,华新建材,水泥,31439214600.0,6342304317.0,33.63,40.7577242054,,,,
600305,2019,恒顺醋业,调味发酵品Ⅱ,1832193611.14,324555122.07,14.88,45.3202862242,,,,
600273,2019,嘉化能源,化学制品,5369034304.23,1226973543.86,18.28,34.7517040897,,,,
600196,2019,复星医药,化学制药,28585152033.18,3321617566.05,11.55,59.6174226793,,,,
600143,2019,金发科技,塑料,29285923753.07,1244503121.33,12.12,16.0390112644,,,,
600021,2019,上海电力,电力,23690034551.14,962376582.5,5.9,24.6473096186,,,,
300218,2019,安利股份,塑料,1694838904.59,71112717.84,6.96,19.9401377786,,,,
002596,2019,海南瑞泽,水泥,2576779523.54,-411920421.25,-12.19,19.764013856,,,,
002585,2019,双星新材,塑料,4472306660.48,173486372.58,2.27,12.939680899,,,,
002399,2019,海普瑞,化学制药,4624653616.42,1059356008.11,15.77,37.310423301,,,,
002398,2019,垒知集团,水泥,3393523149.14,402443627.66,15.26,29.8264515757,,,,
002294,2019,信立泰,化学制药,4470465980.59,715201076.72,11.07,78.4280680878,,,,
002020,2019,京新药业,化学制药,3646683905.76,520396181.46,14.41,65.0798128001,,,,
002012,2019,凯恩股份,造纸,1152307199.73,46392584.94,3.69,25.4290115282,,,,
000920,2019,沃顿科技,塑料,1136567495.51,92319988.54,9.08,32.5858675092,,,,
000919,2019,金陵药业,化学制药,2534920539.72,145319439.1,5.08,23.5979750567,,,,
603393,2019,新天然气,燃气Ⅱ,2296274568.0,422425749.43,17.73,47.539918998,,,,
603055,2019,台华新材,纺织制造,2690568442.19,195894435.04,7.55,23.4152861518,,,,
601991,2019,大唐发电,电力,95453055000.0,1065806000.0,1.08,17.0666072448,,,,
601088,2019,中国神华,煤炭开采,241871000000.0,43250000000.0,12.73,40.7146784856,,,,
600985,2019,淮北矿业,煤炭开采,60175589045.86,3631212531.02,18.97,16.5315827662,,,,
600784,2019,鲁银投资,化学原料,2262460800.94,13064009.74,0.87,19.9379700259,,,,
600678,2019,四川金顶,水泥,295122306.03,39302096.56,44.51,32.5286686836,,,,
600644,2019,乐山电力,电力,2223199937.34,89234940.8,6.18,24.5692666276,,,,
600188,2019,兖矿能源,煤炭开采,214688079000.0,9918114000.0,15.91,15.4221306345,236224771000.0,62050345000.0,26.18804960819988,0.04198591857244302
300019,2019,硅宝科技,化学制品,1018035009.07,131564617.09,15.96,32.3955538338,,,,
002521,2019,齐峰新材,造纸,3267614210.95,136996008.6,3.99,14.3617358217,,,,
002370,2019,亚太药业,化学制药,709291124.12,-1920673762.31,-125.03,35.800382343,,,,
000915,2019,华特达因,化学制药,1799947846.95,204102270.09,12.26,59.1493708751,,,,
000789,2019,万年青,水泥,11390430730.54,1369000092.89,29.99,31.545041776,,,,
688505,2019,复旦张江,化学制药,1029294769.0,227357983.0,24.16,92.874684181,,,,
603916,2019,苏博特,水泥,3306617441.62,354312359.11,15.91,45.4433478199,,,,
601992,2019,金隅集团,水泥,91829311097.05,3693582654.45,6.22,26.6005164045,,,,
600780,2019,通宝能源,电力,6614814601.66,279994964.23,5.34,13.7538638737,,,,
600585,2019,海螺水泥,水泥,157030328135.0,33592755201.0,27.0,33.286715165,,,,
600420,2019,国药现代,化学制药,12199106725.48,656367198.52,9.05,49.6780383149,,,,
600298,2019,安琪酵母,调味发酵品Ⅱ,7652754551.71,901500017.94,19.37,35.0040621776,,,,
600116,2019,三峡水利,电力,1306910762.83,191674333.59,6.39,18.3381561815,,,,
600063,2019,皖维高新,化学纤维,6356379638.42,384981920.17,7.85,22.3720555177,,,,
300727,2019,润禾材料,化学制品,630990638.31,51159119.8,9.43,27.6048412583,,,,
300558,2019,贝达药业,化学制药,1553924255.01,230821620.91,9.84,93.2282709662,,,,
300481,2019,濮阳惠成,电子化学品Ⅱ,680253789.84,145263462.44,17.98,37.71222371,,,,
200488,2019,ST晨鸣B,造纸,30395434073.35,1656566584.88,5.57,25.1523446104,,,,
200037,2019,深南电B,电力,1222577954.53,24900956.73,1.25,13.1411858103,,,,
002838,2019,道恩股份,塑料,2735440802.16,166190478.66,16.39,16.9088703387,,,,
002825,2019,纳尔股份,塑料,1017191015.08,42420474.89,6.55,18.0026358595,,,,
002683,2019,广东宏大,化学制品,5902412006.06,306784260.77,8.22,20.4855201614,,,,
002643,2019,万润股份,电子化学品Ⅱ,2870127668.71,506707317.38,10.99,43.5973265521,,,,
002632,2019,道明光学,塑料,1391641907.26,198243938.36,10.01,37.8505008675,,,,
002039,2019,黔源电力,电力,2174381798.13,290218152.09,10.67,51.2878742528,,,,
000973,2019,佛塑科技,塑料,2848305155.43,43380386.85,1.86,26.8405422387,,,,
000543,2019,皖能电力,电力,16092240913.34,773879838.51,6.76,8.6775743413,,,,
000488,2019,ST晨鸣,造纸,30395434073.35,1656566584.88,5.57,25.1523446104,,,,
000037,2019,深南电A,电力,1222577954.53,24900956.73,1.25,13.1411858103,,,,
688386,2019,泛亚微透,塑料,245277977.8,43737343.74,16.4,46.7984871327,,,,
601918,2019,新集能源,煤炭开采,9223580390.04,576074386.1,9.13,40.156202108,,,,
601898,2019,中煤能源,煤炭开采,129334706000.0,5628607000.0,5.93,27.9326208079,,,,
600508,2019,上海能源,煤炭开采,7622552186.5,574506247.63,5.95,24.8180862839,,,,
300877,2019,金春股份,纺织制造,838323486.16,88414536.92,19.5,21.8576520681,652271728.5,332177018.35,20.295971794573042,0.13554862652613037
002653,2019,海思科,化学制药,3937340462.03,493891812.79,23.04,65.7575558662,,,,
002522,2019,浙江众成,塑料,1245810742.75,64161660.67,3.56,24.3932481734,,,,
002109,2019,兴化股份,化学原料,1974453085.88,146148587.43,4.0,14.2795461855,,,,
603663,2019,三祥新材,化学原料,761083724.61,82710422.36,16.01,31.3654538852,,,,
600011,2019,华能国际,电力,173583125512.0,1565963763.0,1.2,14.5932646577,,,,
002393,2019,力生制药,化学制药,1615276373.24,188137401.05,4.06,72.2797881503,,,,
000952,2019,广济药业,化学制药,731340517.94,86943194.92,9.48,46.4621696179,,,,
688166,2019,博瑞医药,化学制药,503156657.17,111083322.81,12.96,64.0448196656,,,,
603038,2019,华立股份,装修建材,910276734.13,93761715.99,9.01,22.9117273111,,,,
603010,2019,万盛股份,化学制品,1929602282.47,165769087.54,13.91,24.4011237169,,,,
600803,2019,新奥股份,燃气Ⅱ,88652180000.0,2905580000.0,18.36,17.4059227872,,,,
600267,2019,海正药业,化学制药,11071784242.87,93072677.67,1.49,42.9675973065,,,,
600160,2019,巨化股份,化学制品,16067504118.42,899057724.98,7.05,14.2390170699,,,,
300655,2019,晶瑞电材,电子化学品Ⅱ,755724044.86,31315869.85,5.76,27.2621143288,,,,
200055,2019,方大B,装修建材,3005749558.66,347771182.73,6.93,27.8324340423,,,,
002911,2019,佛燃能源,燃气Ⅱ,6426883211.93,411515667.21,13.55,15.5108174262,,,,
002226,2019,江南化工,化学制品,3633186954.2,404645676.51,7.01,41.2685636839,,,,
002225,2019,濮耐股份,装修建材,4140123441.85,252268968.36,9.86,29.4957081561,,,,
002136,2019,安纳达,化学原料,1037732146.09,32384106.77,4.65,13.743329012,,,,
000862,2019,银星能源,电力,1356564109.45,28928405.17,1.11,30.8277639101,,,,
000830,2019,鲁西化工,化学原料,18206818457.8,1726343770.4,15.89,19.0407032308,,,,
000619,2019,海螺新材,装修建材,3614279528.0,11600322.55,0.47,11.6673565891,,,,
000513,2019,丽珠集团,化学制药,9384695835.01,1302875440.93,12.02,63.8589431153,,,,
000055,2019,方大集团,装修建材,3005749558.66,347771182.73,6.93,27.8324340423,,,,
688106,2019,金宏气体,电子化学品Ⅱ,1160577532.73,177081333.91,22.26,48.5871570005,,,,
600956,2019,新天绿能,电力,11985837618.15,1420669278.97,12.83,27.883100115,,,,
600719,2019,大连热电,电力,766922471.87,11271241.0,1.54,19.322823698,,,,
600425,2019,青松建化,水泥,3139491074.33,220542872.0,4.87,34.207440189,,,,
300741,2019,华宝股份,化学制品,2185338829.0,1235214129.0,15.5,76.7453296369,,,,
002886,2019,沃特股份,塑料,900158326.09,47330703.34,7.22,16.872806585,,,,
002319,2019,乐通股份,化学制品,383055009.25,-291491352.09,-101.72,25.1401721853,,,,
000791,2019,甘肃能源,电力,2267603850.39,422503763.72,6.87,46.0361999333,,,,
000786,2019,北新建材,装修建材,13323011974.0,441144299.54,3.16,31.8570659277,,,,
000565,2019,渝三峡A,化学制品,473030122.64,64906842.59,5.87,30.6629998573,,,,
603938,2019,三孚股份,化学原料,1156606116.76,107666283.23,9.79,27.8604556971,,,,
603505,2019,金石资源,化学制品,808843355.91,222461301.08,24.26,58.4488806399,,,,
600449,2019,宁夏建材,水泥,4790467584.86,768900135.04,14.67,37.0899481221,,,,
600062,2019,华润双鹤,化学制药,9380989927.55,1055123708.98,12.87,63.4298387996,,,,
300016,2019,北陆药业,化学制药,819119389.78,342438319.29,25.96,68.8976563406,,,,
920832,2019,齐鲁华信,非金属材料Ⅱ,571701090.71,53644255.88,15.11,27.5148464444,590890213.27,266669135.27,20.197140793765477,0.09078548717727353
300801,2019,泰和科技,化学制品,1245221017.78,171614747.95,19.62,29.97806057,,,,
300398,2019,飞凯材料,电子化学品Ⅱ,1513307757.53,255136472.4,11.12,42.4715171704,,,,
002211,2019,ST宏达,化学制品,1104658864.23,-87996928.58,-9.93,10.4768602306,,,,
600433,2019,冠豪高新,造纸,2594768713.06,170325142.7,6.4,25.4307946361,,,,
300483,2019,首华燃气,燃气Ⅱ,1530646879.85,73750172.52,5.0,48.5545422595,,,,
002810,2019,山东赫达,化学制品,1112844778.13,157621906.31,19.03,33.4942687601,,,,
000597,2019,东北制药,化学制药,8220102898.48,173978087.39,4.64,43.5774181388,,,,
000401,2019,金隅冀东,水泥,34507031964.78,2700587822.51,16.5,37.0691705857,,,,
600309,2019,万华化学,化学制品,68050668650.78,10129985097.55,25.44,27.9983408344,,,,
300848,2019,美瑞新材,化学制品,648518070.18,83363822.07,35.48,24.3089035709,,,,
002233,2019,塔牌集团,水泥,6890702383.14,1733479230.94,18.42,37.6731628996,,,,
688571,2019,杭华股份,化学制品,1007624367.27,90121712.5,10.74,24.9999345036,,,,
000877,2019,天山股份,水泥,9688216842.42,1635758861.78,16.32,36.5980831099,,,,
000739,2019,普洛药业,化学制药,7210711386.14,553400761.42,15.66,32.3703552514,,,,
600989,2019,宝丰能源,化学原料,13568199157.86,3801873303.62,19.3,43.9526735303,,,,
601016,2019,节能风电,电力,2487370654.42,584107064.84,8.19,52.4039267282,,,,
300821,2019,东岳硅材,化学制品,2733150962.44,553425297.56,28.81,27.6917931834,,,,
300596,2019,利安隆,化学制品,1978311486.09,262314192.05,18.24,29.2428794013,,,,
600681,2019,百川能源,燃气Ⅱ,4881558893.48,728290026.53,16.49,27.2386450547,,,,
300765,2019,新诺威,化学制药,1256502359.88,273197126.61,13.77,51.3059543025,,,,
000990,2019,诚志股份,化学原料,6912211738.65,442549769.98,2.71,26.2948469966,,,,
000707,2019,双环科技,化学原料,2304589569.8,11261281.78,5.98,18.9930245418,,,,
600903,2019,贵州燃气,燃气Ⅱ,4083024996.24,190652995.55,7.5,20.5760881272,,,,
002381,2019,双箭股份,橡胶,1525277062.57,248630128.49,14.32,31.6415533232,,,,
000803,2019,山高环能,电力,23529152.29,-171934370.81,,31.2393262171,,,,
603856,2019,东宏股份,装修建材,1838571924.1,201391193.02,12.44,25.9902376582,,,,
300285,2019,国瓷材料,电子化学品Ⅱ,2153079393.87,500563277.38,14.64,47.7562171148,,,,
000690,2019,宝新能源,电力,5626823268.01,883186076.57,9.62,30.6859446462,,,,
300343,2020,ST联创,化学制品,1738388036.48,-152110365.57,-10.8,6.9610321948,,,,
600267,2020,海正药业,化学制药,11354395743.16,417194131.23,6.46,43.2728097807,,,,
600423,2020,柳化股份,化学原料,107120775.91,12716412.44,3.3,23.4901052165,,,,
600156,2020,华升股份,纺织制造,913538722.3,33232333.94,4.72,5.2715252265,,,,
603616,2020,韩建河山,水泥,976941574.39,55845253.25,3.89,21.1923660142,,,,
600326,2020,西藏天路,水泥,7071951777.43,434928689.57,10.72,27.3257467831,,,,
920056,2020,能之光,塑料,445039281.24,65907395.88,36.7,21.7150270333,,,,
920015,2020,锦华新材,化学制品,584492664.01,61751194.26,31.85,25.1978573212,,,,
300335,2020,迪森股份,电力,1562624073.93,32525519.18,2.15,24.4171728457,,,,
002092,2020,中泰化学,化学原料,83317687630.01,144531237.95,0.77,5.8105224754,,,,
300398,2020,飞凯材料,电子化学品Ⅱ,1864010456.29,229832851.68,9.03,39.4789805238,,,,
600624,2020,ST复华,化学制药,940327546.92,-59751035.6,-5.504,45.7995680251,,,,
