报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期,stock_code
20230930,346293319.13,346293319.13,,,,,,354973253.15,242517005.18,,,,,,,,,2318032.8,30161673.99,23682753.45,46231639.38,10062148.35,10059518.62,,977773.56,,,,,117749.19,,,,3660269.65,413387.27,-198025.0,,-651174.83,-4359954.18,3227152.04,,1742362.95,,-2875165.09,-2959272.39,,84107.3,84107.3,,84107.3,,,,,,,,,,,,,,,,,,,,,,84107.3,84107.3,,0.0,0.0,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T09:27:03,688659
20230630,232218367.09,232218367.09,,,,,,236004207.81,161866678.55,,,,,,,,,1208818.04,23282195.37,13993950.39,28350409.33,7302156.13,6512790.58,,791848.37,,,,,117749.19,,,,4141612.91,-385705.61,2143106.71,,,3022770.85,2888055.34,,1505630.59,,4405195.6,-1877637.74,,6282833.34,,,6282833.34,,,,,,,,,,,,,,,,,,,,,,6282833.34,6282833.34,,0.04,0.04,定期报告,未审计,20240829,CNY,合并期末,2023-08-24T11:17:06,688659
20230331,93312252.37,93312252.37,,,,,,96701066.98,66534015.34,,,,,,,,,397110.94,8598033.82,6711093.66,11396042.37,3064770.85,5091391.67,,228847.73,,,,,19159.72,,,,1326207.94,780820.44,2821185.52,,,1787406.74,1091887.45,,1292136.62,,1587157.57,-1579734.75,,3166892.32,3166892.32,,3166892.32,,,,,,,,,,,,,,,,,,,,,,3166892.32,3166892.32,,0.02,0.02,定期报告,未审计,20240427,CNY,合并期末,2023-04-28T11:47:21,688659
20221231,579032421.5,579032421.5,,,,,,584159627.6,436569887.28,,,,,,,,,2497446.26,45754286.41,25234562.89,67203787.63,6899657.13,7148413.23,,2942918.38,,-508584.65,,,72945.21,,,,13384238.84,-9642702.1,-9426218.49,,28349.31,-7767674.95,12222881.28,,3202412.15,,1252794.18,-4934066.63,,6186860.81,6186860.81,,6186860.81,,,-917376.71,-917376.71,-917376.71,,,-917376.71,,,,,,,,,,,,,,5269484.1,5269484.1,,0.04,0.04,定期报告,是,20240427,CNY,合并期末,2023-04-14T13:47:04,688659
20220930,392925961.68,392925961.68,,,,,,390278082.39,293123403.19,,,,,,,,,1291281.66,32729300.36,16295149.7,44825484.32,2013463.16,2529738.07,,1685459.51,,,,,942132.54,,,,7292253.26,566996.02,-4871958.57,,28349.31,8291111.36,8291291.32,,1532706.87,,15049695.81,-836640.62,,15886336.43,15886336.43,,15886336.43,,,,,,,,,,,,,,,,,,,,,,13543698.88,13543698.88,,0.1,0.1,定期报告,未审计,20231031,CNY,合并期末,2022-10-27T13:22:07,688659
20220630,270726311.37,270726311.37,,,,,,263886193.1,202780221.12,,,,,,,,,907498.21,20263247.55,10776010.1,28260663.8,898552.32,1158143.68,,1272626.76,,,,,663677.57,,,,5394888.29,494873.39,-3133796.1,,28349.31,11560737.49,8144581.31,,1221317.26,,18484001.54,304414.83,,18179586.71,15836949.16,,18179586.71,,,,,,,,,,,,,,,,,,,,,,18179586.71,18179586.71,,0.11,0.11,定期报告,未审计,20230825,CNY,合并期末,2022-08-25T12:27:05,688659
20220331,113359326.35,113359326.35,,,,,,115440245.07,84925748.39,,,,,,,,,451890.72,10087415.92,5798383.03,13681129.74,495677.27,632865.89,,469058.99,,,,,208953.82,,,,3362259.02,-209335.16,-1053329.32,,,696688.63,4160248.0,,154654.82,,4702281.81,-132750.33,,4835032.14,4835032.14,,4835032.14,,,,,,,,,,,,,,,,,,,,,,4835032.14,4835032.14,,0.03,0.03,定期报告,未审计,20230429,CNY,合并期末,2022-04-29T11:32:04,688659
20211231,501997044.0,501997044.0,,,,,,435684257.6,344461545.11,,,,,,,,,2651090.31,32384173.91,17806459.45,34796495.95,3584492.87,3436497.61,,2732507.73,,-420817.97,,,179650.0,,,,7614933.94,-3392691.0,-6616517.53,,,66830669.54,9845584.78,,510348.13,,76165906.19,5718714.53,,70447191.66,70447191.66,,70447191.66,,,,,,,,,,,,,,,,,,,,,,70447191.66,70447191.66,,0.47,0.47,定期报告,是,20230415,CNY,合并期末,2022-03-29T12:52:05,688659
20210930,345254358.3,345254358.3,,,,,,304667328.52,233769035.44,,,,,,,,,2112928.19,23608007.63,14844655.82,27390668.35,2942033.09,1797313.6,,2321213.11,,,,,,,,,3603150.15,-408626.52,-2586499.53,,,43516266.99,4404815.92,,512001.56,,47409081.35,5405422.44,,42003658.91,42003658.91,,42003658.91,,,,,,,,,,,,,,,,,,,,,,42003658.91,42003658.91,,0.29,0.29,定期报告,未审计,20240127,CNY,合并期末,2022-10-27T13:22:07,688659
20210630,227464014.97,227464014.97,,,,,,197347293.95,152732853.61,,,,,,,,,1344779.21,14528259.01,8835277.08,18562039.99,1344085.05,1277123.17,,648391.09,,648391.09,,,,,,,1673484.74,-589276.71,-1699107.57,,,30150212.57,2281403.48,,421266.72,,32010349.33,3150109.99,,28860239.34,28860239.34,,28860239.34,,,,,,,,,,,,,,,,,,,,,,28860239.34,28860239.34,,0.21,0.21,定期报告,未审计,20240127,CNY,合并期末,2021-08-12T10:52:03,688659
20210331,78576662.59,78576662.59,,,,,,70331516.96,52030988.45,,,,,,,,,271571.51,5191512.44,4310220.1,7878898.59,648325.87,581222.53,,-250809.02,,,,,,,,,698296.46,,-783028.64,,,7909604.43,1515375.46,,4983.99,,9419995.9,982217.06,,8437778.84,8437778.84,,8437778.84,,,,,,,,,,,,,,,,,,,,,,8437778.84,8437778.84,,0.07,0.07,定期报告,未审计,20220430,CNY,合并期末,2021-04-28T13:32:03,688659
20201231,458392572.19,458392572.19,,,,,,357022958.4,276282863.47,,,,,,,,,3100142.3,25429094.52,18590921.02,28758512.85,4861424.24,4691049.08,,-48762.29,,-101544.47,,,,,,,7232392.77,-43967901.15,-531692.73,,11210.85,64064861.24,10128119.84,,3077656.86,,71115324.22,9065042.16,,62050282.06,62050282.06,,62050282.06,,,,,,,,,,,,,,,,,,,,,,62050282.06,62050282.06,,0.52,0.52,定期报告,是,20220330,CNY,合并期末,2021-03-11T14:47:03,688659
20200930,274875285.54,274875285.54,,,,,,209285289.14,153338203.66,,,,,,,,,1738072.66,15445736.73,14877779.83,20990426.95,2895069.31,1889424.2,,-10360.02,,-57384.66,,,,,,,3536741.23,-45732622.25,-445254.87,,11210.85,22949711.34,5155567.86,,3168348.11,,24936931.09,2690333.22,,22246597.87,22246597.87,,22246597.87,,,,,,,,,,,,,,,,,,,,,,22246597.87,22246597.87,,0.19,0.19,定期报告,未审计,20211023,CNY,合并期末,2021-01-06T19:07:04,688659
20200630,179237620.91,179237620.91,,,,,,128875487.95,93632200.67,,,,,,,,,999940.02,10899378.34,8523080.11,13164687.95,1656200.86,1677344.27,,-42635.43,,-56226.12,,,,,,,2104696.29,-46018798.37,587001.89,,11210.85,7003608.19,3305595.21,,2412911.38,,7896292.02,567303.92,,7328988.1,7328988.1,,7328988.1,,,,,,,,,,,,,,,,,,,,,,7328988.1,7328988.1,,0.06,0.06,定期报告,是,20210813,CNY,合并期末,2020-10-28T19:12:03,688659
20200331,31660214.7,31660214.7,,,,,,36161231.53,20278589.08,,,,,,,,,139816.98,6087076.28,3016142.82,6132505.34,507101.03,474341.61,,-80857.45,,,,,,,,,491500.62,,1136265.79,,,-2954107.87,64701.52,,235496.5,,-3124902.85,-200474.66,,-2924428.19,-2924428.19,,-2924428.19,,,,,,,,,,,,,,,,,,,,,,-2924428.19,-2924428.19,,-0.02,-0.02,定期报告,未审计,20210429,CNY,合并期末,2021-04-28T13:32:03,688659
20191231,363187853.5,363187853.5,,,,,,303572983.16,232605469.25,,,,,,,,,2955208.32,19058202.13,23963882.63,19677950.55,5312270.28,4436235.27,,-604573.66,,-656899.65,,,,,,,3585534.11,-104721.56,2469113.41,,-92055.46,64868167.18,2859880.43,,1009450.89,,66718596.72,7605742.81,,59112853.91,59112853.91,,59112853.91,,,,,,,,,,,,,,,,,,,,,,59112853.91,59112853.91,,0.49,0.49,招股说明书/意向书,是,20210330,CNY,合并期末,2020-04-09T16:17:02,688659
20190930,230107897.02,230107897.02,,,,,,191579489.86,143445011.37,,,,,,,,,2289345.14,13282665.62,16434244.56,12029645.96,4098577.21,3068808.79,,-411461.27,,-431593.3,,,,,,,1648260.35,-70383.48,2831106.81,,,42525929.57,228047.96,,752728.41,,42001249.12,4712819.3,,37288429.82,37288429.82,,37288429.82,,,,,,,,,,,,,,,,,,,,,,37288429.82,37288429.82,,0.31,,招股说明书/意向书,未审计,20210312,CNY,合并期末,2021-01-06T20:02:03,688659
20181231,324190604.15,324190604.15,,,,,,280359234.5,224246287.14,,,,,,,,,2391266.59,16397981.8,17933282.85,14392064.96,4998351.16,4622696.22,,17747.28,,,,,,,,,3481604.74,-5610164.84,,,-11455.87,41709100.96,1304574.72,,979511.35,,42034164.33,4173587.89,,37860576.44,37860576.44,,37860576.44,,,,,,,,,,,,,,,,,,,,,,37860576.44,37860576.44,,0.32,0.32,招股说明书/意向书,是,20210312,CNY,合并期末,2020-04-09T16:47:02,688659
20171231,266914777.25,266914777.25,,,,,,226931866.78,179197777.33,,,,,,,,,1431774.87,13481353.6,16550633.3,13764319.51,2506008.17,1776157.2,,32239.73,,,,,,,,,984757.7,-2080042.97,,,-486096.2,38433768.73,2966510.5,,286523.01,,41113756.22,5209130.17,,35904626.05,35904626.05,,35904626.05,,,,,,,,,,,,,,,,,,,,,,35904626.05,35904626.05,,0.3,0.3,招股说明书/意向书,是,20210312,CNY,合并期末,2020-04-09T16:47:02,688659
20250930,104957463000.0,104957463000.0,,,,,,94100005000.0,73740603000.0,,,,,,,,,5237200000.0,1888335000.0,3310379000.0,6713563000.0,3209925000.0,3269592000.0,,1769213000.0,1699774000.0,,,-117883000.0,102455000.0,,,,265327000.0,-72670000.0,126213000.0,,708983000.0,13639096000.0,454247000.0,,311644000.0,,13781699000.0,2639608000.0,,11142091000.0,11142091000.0,,7119974000.0,,3553388000.0,1587284000.0,944265000.0,305000.0,,,305000.0,,943960000.0,-211397000.0,,,,,,75770000.0,,1079587000.0,,643019000.0,12729375000.0,8064239000.0,4196407000.0,0.71,0.71,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T10:28:06,600188
20250630,59349051000.0,59349051000.0,,,,,,52683362000.0,41718870000.0,,,,,,,,,2756256000.0,747335000.0,1908439000.0,3652286000.0,1900176000.0,1941536000.0,,1207590000.0,1193702000.0,,,,119781000.0,,,,135895000.0,-72653000.0,-23472000.0,,353453000.0,8386283000.0,242549000.0,,209914000.0,,8418918000.0,1611137000.0,,6807781000.0,6807781000.0,,4652048000.0,,1842561000.0,1464735000.0,845561000.0,192000.0,,,192000.0,,845369000.0,-175142000.0,,,,,,,,1020511000.0,,619174000.0,8272516000.0,5497609000.0,2461735000.0,0.4634,0.4618,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T14:52:04,600188
20250331,30311901000.0,30311901000.0,,,,,,26252453000.0,20778011000.0,,,,,,,,,1364579000.0,205624000.0,1125382000.0,1982231000.0,796626000.0,946062000.0,,408015000.0,438269000.0,,,,-13867000.0,,,,79423000.0,-35617000.0,82670000.0,,196000.0,4580268000.0,145422000.0,,133380000.0,,4592310000.0,840460000.0,,3751850000.0,3751850000.0,,2710074000.0,,882226000.0,197449000.0,127357000.0,,,,,,127357000.0,-656000.0,,,,,,,,128013000.0,,70092000.0,3949299000.0,2837431000.0,952318000.0,0.2699,0.269,定期报告,未审计,20250426,CNY,合并期末,2025-04-25T12:44:07,600188
20241231,139124434000.0,139124434000.0,,,,,,114069839000.0,89311820000.0,,,,,,,,,5944125000.0,2734537000.0,4712641000.0,8574548000.0,2792168000.0,4137324000.0,,2625582000.0,2289670000.0,,,-586825000.0,-57092000.0,,,,315026000.0,-10708000.0,-589849000.0,,106409000.0,26857138000.0,953086000.0,,518446000.0,,27291778000.0,6359486000.0,,20932292000.0,20932292000.0,,14425051000.0,,5875376000.0,-2603426000.0,-1599835000.0,9673000.0,9688000.0,,-15000.0,,-1609508000.0,248811000.0,,,,,,255750000.0,,-2114069000.0,,-1003591000.0,18328866000.0,12825216000.0,4871785000.0,1.4574,1.4472,定期报告,是,20250329,CNY,合并期末,2025-03-28T16:42:20,600188
20240930,118787801000.0,118787801000.0,,,,,,98524416000.0,76841927000.0,,,,,,,,,5578538000.0,2071034000.0,3349643000.0,7657045000.0,3026229000.0,3500904000.0,,1723885000.0,1813318000.0,-1488000.0,,-304082000.0,-83506000.0,,,,222214000.0,-90325000.0,28724000.0,,53514000.0,21813809000.0,833327000.0,,377897000.0,,22269239000.0,4833820000.0,,17435419000.0,17435419000.0,,11701355000.0,,5292787000.0,159228000.0,105303000.0,-321000.0,-16000.0,,-305000.0,,105624000.0,98164000.0,,,,,,138896000.0,,-131436000.0,,53925000.0,17594647000.0,11806658000.0,5346712000.0,1.4,1.39,定期报告,未审计,20251031,CNY,合并期末,2024-10-25T12:32:04,600188
20240630,72311580000.0,72311580000.0,,,,,,60310036000.0,48491452000.0,,,,,,,,,3035879000.0,903635000.0,1936755000.0,4037750000.0,1904565000.0,2354638000.0,,1318425000.0,1284000000.0,,,,-67581000.0,,,,87492000.0,19453000.0,71250000.0,,39029000.0,13469612000.0,580770000.0,,161513000.0,,13888869000.0,2993508000.0,,10895361000.0,10895361000.0,,7568318000.0,,3006420000.0,-734615000.0,-436590000.0,,,,,,-436590000.0,49996000.0,,,,,,,,-486586000.0,,-298025000.0,10160746000.0,7131728000.0,2708395000.0,0.7866,0.7838,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T14:07:38,600188
20240331,39638127000.0,39638127000.0,,,,,,33438152000.0,27997759000.0,,,,,,,,,1525312000.0,165631000.0,966688000.0,1975820000.0,806942000.0,1206111000.0,,620895000.0,623619000.0,,,,-14233000.0,,,,7809000.0,28854000.0,119306000.0,,43033000.0,7005639000.0,172956000.0,,106876000.0,,7071719000.0,1672530000.0,,5399189000.0,5399189000.0,,3758385000.0,,1479571000.0,-1675649000.0,-1002676000.0,,,,,,-1002676000.0,26235000.0,,,,,,,,-1028911000.0,,-672973000.0,3723540000.0,2755709000.0,806598000.0,0.3929,0.3904,定期报告,未审计,20250426,CNY,合并期末,2024-04-26T13:07:05,600188
20231231,150067937000.0,150067937000.0,,,,,,115820715000.0,89078619000.0,,,,,,,,,6431991000.0,2912240000.0,5001995000.0,8492697000.0,3903173000.0,4502850000.0,,2258873000.0,2261043000.0,,,28412000.0,89903000.0,,,,260875000.0,-39981000.0,121163000.0,,1154000.0,36967621000.0,368460000.0,,322996000.0,,37013085000.0,9856750000.0,,27156335000.0,27156335000.0,,20143947000.0,,6567645000.0,1142606000.0,820879000.0,487000.0,-5208000.0,5884000.0,-189000.0,,820392000.0,49734000.0,,,1032000.0,,,-30588000.0,,800214000.0,1032000.0,321727000.0,28298941000.0,20964826000.0,6889372000.0,2.1098,2.0983,定期报告,是,20250329,CNY,合并期末,2024-03-28T11:32:03,600188
20230930,135829708000.0,135829708000.0,,,,,,109162182000.0,90783417000.0,,,,,,,,,4989316000.0,1313554000.0,3720277000.0,5826032000.0,2529586000.0,3116928000.0,,1708759000.0,1700066000.0,,,31173000.0,-78791000.0,,,,86159000.0,-11111000.0,42918000.0,,22831000.0,28469464000.0,237849000.0,,165876000.0,,28541437000.0,7491019000.0,,21050418000.0,21050418000.0,,15619939000.0,,5116250000.0,-634347000.0,-304714000.0,5960000.0,,5983000.0,-23000.0,,-310674000.0,55432000.0,,,,,,88086000.0,,-454192000.0,,-329633000.0,20416071000.0,15315225000.0,4786617000.0,1.61,1.61,定期报告,未审计,20241026,CNY,合并期末,2023-10-27T13:32:03,600188
20230630,95230574000.0,95230574000.0,,,,,,76320885000.0,63722976000.0,,,,,,,,,3535704000.0,673474000.0,2700809000.0,4022145000.0,1665777000.0,2059945000.0,,1202935000.0,1188697000.0,,,57658000.0,-68054000.0,,,,54864000.0,-4832000.0,12281000.0,,15924000.0,20180465000.0,173966000.0,,81482000.0,,20272949000.0,5465180000.0,,14807769000.0,14807769000.0,,11072062000.0,,3528952000.0,901535000.0,705018000.0,5940000.0,,5983000.0,-43000.0,,699078000.0,128773000.0,,,,,,-34114000.0,,604419000.0,,196517000.0,15709304000.0,11777080000.0,3725469000.0,1.51,1.51,定期报告,未审计,20240831,CNY,合并期末,2024-08-30T14:07:38,600188
20230331,50017358000.0,50017358000.0,,,,,,39070701000.0,33027605000.0,,,,,,,,,1837691000.0,188991000.0,1318076000.0,1871339000.0,826999000.0,876280000.0,,636374000.0,648254000.0,,,30449000.0,-14172000.0,,,,18838000.0,-25943000.0,-49048000.0,,6030000.0,11549185000.0,63858000.0,,32807000.0,,11580236000.0,2957271000.0,,8622965000.0,8622965000.0,,6460863000.0,,2040007000.0,-815196000.0,-506036000.0,-1187000.0,,,-1187000.0,,-504849000.0,78056000.0,,,,,,10852000.0,,-593757000.0,,-309160000.0,7807769000.0,5954827000.0,1730847000.0,0.8613,0.8551,定期报告,未审计,20240427,CNY,合并期末,2023-04-28T11:47:21,600188
20221231,224973103000.0,224973103000.0,,,,,,162089303000.0,129486648000.0,,,,,,,,,8113384000.0,2926256000.0,6835086000.0,8615307000.0,6112622000.0,7464414000.0,,3270264000.0,3222772000.0,,,-1108442000.0,-117129000.0,,,,204731000.0,-2491046000.0,-201301000.0,,47852000.0,62488729000.0,398972000.0,,745723000.0,,62141978000.0,16112082000.0,,46029896000.0,46029896000.0,,33356920000.0,,12211032000.0,573627000.0,406785000.0,4941000.0,4955000.0,,-14000.0,,401844000.0,-44852000.0,,,6115000.0,,,-235446000.0,,676027000.0,,166842000.0,46603523000.0,33763705000.0,12377874000.0,4.5534,4.5214,定期报告,是,20240329,CNY,合并期末,2023-03-24T10:27:04,600188
20220930,169119395000.0,169119395000.0,,,,,,118202547000.0,97461701000.0,,,,,,,,,5879051000.0,1036527000.0,4576860000.0,5898988000.0,3349420000.0,4899637000.0,,2907755000.0,2809269000.0,,,-962013000.0,-30386000.0,,,,97053000.0,-70592000.0,-116325000.0,,39619000.0,52781959000.0,271738000.0,,505818000.0,,52547879000.0,13383661000.0,,39164218000.0,39164218000.0,,29181711000.0,,9645372000.0,-512385000.0,-389585000.0,235000.0,6000.0,,229000.0,,-389820000.0,-11387000.0,,,,,,-201291000.0,,-177142000.0,,-122800000.0,38651833000.0,28792126000.0,9522572000.0,3.9844,3.9642,定期报告,未审计,20231028,CNY,合并期末,2022-10-28T13:37:04,600188
20220630,100285198000.0,100285198000.0,,,,,,71472932000.0,60869536000.0,,,,,,,,,3075815000.0,283194000.0,2470336000.0,2891462000.0,1882590000.0,2341181000.0,,1523753000.0,1481576000.0,,,-812574000.0,-40736000.0,,,,52405000.0,295000.0,1487000.0,,18263000.0,29555159000.0,193899000.0,,61786000.0,,29687272000.0,7471088000.0,,22216184000.0,22216184000.0,,18037071000.0,,4002186000.0,19996000.0,33322000.0,24000.0,,,24000.0,,33298000.0,-20998000.0,,,,,,50933000.0,,3363000.0,,-13326000.0,22236180000.0,18070393000.0,3988860000.0,3.6957,3.6709,定期报告,未审计,20230826,CNY,合并期末,2022-08-26T13:42:20,600188
20220331,41201223000.0,41201223000.0,,,,,,30836016000.0,25847171000.0,,,,,,,,,1199069000.0,110753000.0,1318476000.0,1335895000.0,1024652000.0,1189825000.0,,460001000.0,434858000.0,,,-134909000.0,-14118000.0,,,,13440000.0,300000.0,-85101000.0,,2154000.0,10606974000.0,79239000.0,,14408000.0,,10671805000.0,2519692000.0,,8152113000.0,8152113000.0,,6677314000.0,,1394341000.0,1155978000.0,565753000.0,,,,,,565753000.0,-10679000.0,,,,,,342663000.0,,233769000.0,,590225000.0,9308091000.0,7243067000.0,1984566000.0,1.3716,1.3677,定期报告,未审计,20230429,CNY,合并期末,2022-04-29T12:12:04,600188
20211231,151990797000.0,151990797000.0,,,,,,127447329000.0,107335955000.0,,,,,,,,,4225173000.0,1139629000.0,2996784000.0,6837062000.0,4912726000.0,5319334000.0,,2144094000.0,2068126000.0,,,-814581000.0,-129402000.0,,,,117728000.0,-1106114000.0,-563148000.0,,72547000.0,24264592000.0,439425000.0,,663311000.0,,24040706000.0,5473931000.0,,18566775000.0,18566775000.0,,16258908000.0,,2129203000.0,-2900625000.0,-1941248000.0,-688000.0,,,-688000.0,,-1940560000.0,61136000.0,,,,,,-26746000.0,,-1974950000.0,,-959377000.0,15666150000.0,14317660000.0,1169826000.0,3.3398,3.3362,定期报告,是,20230325,CNY,合并期末,2022-03-30T16:07:05,600188
20210930,105035724000.0,105035724000.0,,,,,,89473459000.0,76246269000.0,,,,,,,,,2811949000.0,392621000.0,2087942000.0,4392731000.0,3541947000.0,4022636000.0,,1428211000.0,1377602000.0,,,-485804000.0,-127571000.0,,,,61548000.0,74055000.0,-48671000.0,,31125000.0,16495158000.0,233863000.0,,616934000.0,,16112087000.0,3123666000.0,,12988421000.0,12988421000.0,,11531730000.0,,1348651000.0,-2849544000.0,-1914442000.0,-30000.0,,,-30000.0,,-1914412000.0,35784000.0,,,,,,-222492000.0,,-1727704000.0,,-935102000.0,10138877000.0,9617288000.0,413549000.0,2.3759,2.3759,定期报告,未审计,20221029,CNY,合并期末,2022-10-28T13:37:04,600188
20210630,65379960000.0,65379960000.0,,,,,,58308029000.0,50451680000.0,,,,,,,,,1720496000.0,227314000.0,986769000.0,2794607000.0,2127163000.0,2384168000.0,,994532000.0,957772000.0,,,-180509000.0,-49817000.0,,,,37625000.0,42928000.0,-122123000.0,,30291000.0,7824858000.0,152552000.0,,281327000.0,,7696083000.0,1313922000.0,,6382161000.0,6382161000.0,,6041738000.0,,290856000.0,-1360593000.0,-940965000.0,-42000.0,,,-42000.0,,-940923000.0,20696000.0,,,,,,-154620000.0,,-806999000.0,,-419628000.0,5021568000.0,5100773000.0,-128772000.0,1.2438,1.2438,定期报告,未审计,20220827,CNY,合并期末,2021-08-27T13:17:04,600188
20210331,31055994000.0,31055994000.0,,,,,,28338755000.0,23973723000.0,,,,,,,,,814722000.0,97387000.0,1343380000.0,1151947000.0,957596000.0,1136480000.0,,246064000.0,252888000.0,,,-82464000.0,-8540000.0,,,,14479000.0,41982000.0,-90911000.0,,10090000.0,2847939000.0,63441000.0,,49033000.0,,2862347000.0,601240000.0,,2261107000.0,2261107000.0,,2251001000.0,,-34727000.0,323494000.0,-13471000.0,-14000.0,,,-14000.0,,-13457000.0,35339000.0,,,,,,595008000.0,,-643804000.0,,336965000.0,2584601000.0,2237530000.0,302238000.0,0.4628,0.4628,定期报告,未审计,20220430,CNY,合并期末,2021-04-29T10:57:03,600188
20201231,214991818000.0,214991818000.0,,,,,,203993065000.0,186571000000.0,,,,,,,,,3421289000.0,509506000.0,5425044000.0,5375790000.0,2690436000.0,3257121000.0,,3685692000.0,694781000.0,,,-886499000.0,223496000.0,,,,107044000.0,-49704000.0,161242000.0,,-45742000.0,14194282000.0,2106483000.0,,7046984000.0,,9253781000.0,2416100000.0,,6837681000.0,6837681000.0,,7121636000.0,2195031000.0,-774997000.0,2183674000.0,1282209000.0,1067000.0,,,1067000.0,,1281142000.0,-139951000.0,,,,,,781459000.0,,439686000.0,199948000.0,901465000.0,9021355000.0,8403845000.0,126468000.0,1.4589,1.4589,定期报告,是,20220331,CNY,合并期末,2021-03-26T11:52:03,600188
20200930,164692384000.0,164692384000.0,,,,,,158129048000.0,145640902000.0,,,,,,,,,2379067000.0,207244000.0,3965097000.0,3904866000.0,2031872000.0,2474129000.0,,3882350000.0,519503000.0,,,-741030000.0,45551000.0,,,,33454000.0,-67655000.0,-8950000.0,,4388000.0,9711444000.0,763816000.0,,120108000.0,,10355152000.0,1634784000.0,,8720368000.0,8720368000.0,,6979073000.0,,1326920000.0,368324000.0,214111000.0,-35000.0,,,-35000.0,,214146000.0,-50224000.0,,,,,,272670000.0,,-18753000.0,10453000.0,154213000.0,9088692000.0,7193184000.0,1481133000.0,1.4275,1.4275,定期报告,未审计,20211030,CNY,合并期末,2020-10-23T11:42:03,600188
20200630,115526327000.0,115526327000.0,,,,,,110886721000.0,102729688000.0,,,,,,,,,1571129000.0,162277000.0,2739694000.0,2381958000.0,1301975000.0,1654448000.0,,3792871000.0,343882000.0,,,-343392000.0,45501000.0,,,,28879000.0,-87587000.0,-3199000.0,,-700000.0,8071979000.0,648288000.0,,59073000.0,,8661194000.0,1568396000.0,,7092798000.0,7092798000.0,,5311395000.0,,1485653000.0,-140764000.0,-71365000.0,-330000.0,,,-330000.0,,-71035000.0,24069000.0,,,,,,55750000.0,,-161307000.0,10453000.0,-69399000.0,6952034000.0,5240030000.0,1416254000.0,1.0832,1.0832,定期报告,未审计,20210828,CNY,合并期末,2020-08-28T16:37:04,600188
20200331,48005960000.0,48005960000.0,,,,,,45096386000.0,41605021000.0,,,,,,,,,643892000.0,49849000.0,1257903000.0,1133953000.0,405768000.0,884452000.0,,190287000.0,187888000.0,,,-284894000.0,-15000.0,,,,19285000.0,20378000.0,-7760000.0,,83000.0,2846938000.0,103642000.0,,19115000.0,,2931465000.0,728036000.0,,2203429000.0,2203429000.0,,1729030000.0,,326524000.0,-4439222000.0,-2788929000.0,-30000.0,,,-30000.0,,-2788899000.0,25509000.0,,,,,,-488654000.0,,-2560277000.0,260032000.0,-1650293000.0,-2235793000.0,-1059899000.0,-1323769000.0,0.352,0.352,定期报告,未审计,20210430,CNY,合并期末,2020-04-28T14:17:04,600188
20191231,214688079000.0,214688079000.0,,,,,,198800207000.0,181578603000.0,,,,,,,,,2871452000.0,561124000.0,5735156000.0,4888956000.0,3164916000.0,3484646000.0,,1155980000.0,997240000.0,,,-917592000.0,195497000.0,,,,102587000.0,-185013000.0,-380053000.0,,-49454000.0,15809824000.0,719064000.0,,185647000.0,,16343241000.0,3409647000.0,,12933594000.0,12933594000.0,,9918114000.0,2398902000.0,2435299000.0,1258783000.0,931779000.0,20894000.0,,,20894000.0,,910885000.0,153253000.0,,,,,,276986000.0,,480646000.0,,327004000.0,14192377000.0,10849893000.0,2762303000.0,2.0192,2.0192,定期报告,是,20210327,CNY,合并期末,2020-04-22T11:22:03,600188
