报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期,stock_code
20250930,,611086590.92,,,210653315.07,,,466356498.65,148761035.11,317595463.54,44193818.36,24313693.12,,,,,,,,,,,10071487.26,218946576.4,,,,,4487998.86,1590109978.64,,,,,,,,3893769.98,5326993.59,,82824572.81,,,,,,,176448086.97,,,,,842762395.41,,,,,15205313.31,94750968.64,,243848737.16,1108115.01,,24836258.68,5067226.58,1496072438.14,3086182416.78,,32000000.0,,,,,,242426879.3,,242426879.3,,64067664.18,,,13155178.75,27415650.19,,195409.36,,,,48761401.95,,,,,,,,,,,,,,42507108.42,63443992.28,533777875.07,,116740000.0,,,,2803635.2,,,,,,5447500.0,18008980.39,,143000115.59,676777990.66,,534071628.0,,,,968991239.37,,30517357.29,,77060188.77,,,722365736.11,,,2333006149.54,76398276.58,2409404426.12,3086182416.78,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T09:58:04,900904
20250630,,681531797.1,,,40000000.0,,,454426994.21,144943972.89,309483021.32,72929868.78,29144306.56,,,,,,,,,,7762004.51,7762004.51,208901109.15,,,,,4089290.31,1498785370.62,,,,,,,,3893769.98,5417506.08,,78565278.05,,,1685700607.1,798516006.2,887184600.9,31078763.48,173086716.26,173086716.26,,856105837.42,,856105837.42,,,,,18032250.52,95606435.79,,243848737.16,1312536.32,,24420736.77,4937573.28,1505227377.63,3004012748.25,,32000000.0,,,,,,215189636.73,,215189636.73,,46175590.05,,,12010954.71,19357753.39,,195409.37,,,61169384.43,61364793.8,,,,,,,,,,,,,,43276644.62,46241432.25,475616805.55,,116740000.0,,,,3841247.82,,,,,,1515000.0,16766263.22,,138862511.04,614479316.59,,534071628.0,,,,968991229.37,,27322886.22,,77060188.77,,,704872278.62,,,2312318210.98,77215220.68,2389533431.66,3004012748.25,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T10:50:02,900904
20250331,,775210916.69,,,21097426.62,,,462635891.58,125175913.64,337459977.94,88919658.67,31217799.35,,,,,,,,,,,6912672.96,223754830.04,,,,,3971369.95,1613720565.86,,,,,,,,3893769.98,5508018.57,,77295323.27,,,,,,,155549699.45,,,,,873134200.34,,,,,19565317.02,96240805.58,,243848737.16,1409456.3,,25939840.47,6460565.08,1508845733.22,3122566299.08,,32009655.56,,,,,,213537515.12,,213537515.12,,56606465.19,,,12700493.53,21880966.38,,195409.36,,,,104942018.31,,,,,,,,,,,,,,49963260.69,26445364.79,518085739.57,,129580000.0,,,,6583441.68,,,,,,1582500.0,16579840.2,,154325781.88,672411521.45,,534071628.0,,,,968991229.37,,26370420.14,,77060188.77,,,767169372.79,,,2373662839.07,76491938.56,2450154777.63,3122566299.08,定期报告,未审计,20250426,CNY,合并期末,2025-04-25T11:52:09,900904
20241231,,779392576.39,,,20873771.2,,,458297218.8,135415641.56,322881577.24,71327172.24,22366955.03,,,,,,,,,,4799249.54,4799249.54,228336102.78,,,,,10517981.02,1595911027.0,,,,,,,,3893769.98,5598531.06,,83122200.95,,,1684543829.14,765023244.61,919520584.53,31078763.48,141245139.83,141245139.83,,888441821.05,,888441821.05,,,,,24693347.84,96646199.49,,243848737.16,1637630.44,,23165365.37,7608858.61,1519901601.78,3115812628.78,,27032355.56,,,,,,223847441.42,,223847441.42,,35396805.52,,,19149526.76,15233125.33,,195409.36,,,108080908.95,108276318.31,,,,,,,,,,,,,,50071854.0,51875942.71,530883369.61,,129580000.0,,,,10445064.51,,,,,,1650000.0,16446832.07,,158121896.58,689005266.19,,534071628.0,,,,968991229.37,,30740578.4,,77060188.77,,,752174875.96,,,2363038500.5,63768862.09,2426807362.59,3115812628.78,定期报告,是,20251031,CNY,合并期末,2025-04-25T11:52:09,900904
20240930,,853544403.34,,,20591415.64,,,390495503.69,12045792.29,378449711.4,154844271.81,47634838.49,,,,,,,,,,,7576117.08,228690439.6,,,,,4147113.0,1707524102.65,,,,,,,,3715169.81,7336448.27,,88243273.25,,,,,,,100917810.41,,,,,903743021.65,,,,,26507286.01,97799744.14,,243848737.16,1345197.95,,24615473.98,5695103.25,1503767265.88,3211291368.53,,32000000.0,,,,,,220821581.97,,220821581.97,,19240782.32,,,11187025.15,13717350.21,,195409.37,,,,207352634.48,,,,,,,,,,,,,,41771475.98,54001301.7,600092151.81,,157800000.0,,,,10386048.66,,,,,,1125000.0,19192164.42,,188503213.08,788595364.89,,534071628.0,,,,968991229.37,,34423124.69,,72334633.06,,,744866174.29,,,2354686789.41,68009214.23,2422696003.64,3211291368.53,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T09:25:05,900904
20240630,,763655254.72,,,20942761.5,,,389292435.82,12003628.27,377288807.55,215898597.37,49950778.83,,,,,,,,,,8002785.75,8002785.75,217699968.62,,,,,6723415.98,1672165998.59,,,,,,,,3715169.81,7446495.38,,68673182.27,,,1685640960.11,740604003.73,945036956.38,31078763.48,81568352.19,81568352.19,,913958192.9,,913958192.9,,,,,29975827.89,98463483.94,,243848737.16,1442466.51,,24775093.41,4179811.6,1478046813.06,3150212811.65,,35000000.0,,,,,,254964484.55,20000000.0,234964484.55,,20112128.76,,,11169029.76,7665558.9,,195409.37,,,208126737.0,208322146.37,,,,,,,,,,,,,,42308972.96,2593126.73,582135448.03,,157800000.0,,,,11598501.18,,,,,,1200000.0,14353823.17,,184952324.35,767087772.38,,534071628.0,,,,968991229.37,,19745306.45,,72334633.06,,,723349409.17,,,2318492206.05,64632833.22,2383125039.27,3150212811.65,定期报告,未审计,20240831,CNY,合并期末,2024-08-30T11:15:05,900904
20240331,,756928121.9,,,20889801.65,,,450537313.77,52209274.76,398328039.01,274470206.89,57478133.18,,,,,,,,,,,15993684.97,223443090.05,,,,,2278817.31,1802019169.72,,,,,,,,3715169.81,7556542.49,,70723834.01,,,,,,,68724581.28,,,,,941126629.03,,,,,25660808.11,95129873.4,,243848737.16,1481056.46,,23450582.52,8906091.3,1490323905.57,3292343075.29,,26010756.02,,,,,,275520157.26,20000000.0,255520157.26,,43911169.29,,,12243279.65,13194271.19,4298.89,195409.37,,,,214514859.14,,,,,,,,,,,,,,47922920.03,40690778.82,674008191.4,,170100000.0,,,,16261454.93,,,,,,1260000.0,15010086.98,,202631541.91,876639733.31,,534071628.0,,,,968991229.37,,21293858.26,,72334633.06,,,762654723.15,,,2359346071.84,56357270.14,2415703341.98,3292343075.29,定期报告,未审计,20240501,CNY,合并期末,2024-04-29T11:15:04,900904
20231231,,715276992.64,,,20897679.62,,,440731379.97,47551574.55,393179805.42,309517658.44,26453494.37,,,,,,,,,,9739871.74,9739871.74,242859435.85,,,,,6775892.09,1772252404.72,,,,,,,,3715169.81,7666589.6,,70425567.77,,,1683586807.07,696839110.65,986747696.42,31078763.48,63954605.97,63954605.97,,955668932.94,,955668932.94,,,,,32548871.28,95198354.49,,243848737.16,1630211.45,,23435363.38,8990870.25,1507083274.1,3279335678.82,,17998951.68,,,,,,249852498.43,,249852498.43,,29672129.5,,,19772595.83,14542170.57,,195409.37,,,149419412.59,149614821.96,,,,,,,,,,,,,,47936715.98,156647823.53,686037707.48,,170100000.0,,,,17030423.69,,,,,,1260000.0,14341504.28,,202731927.97,888769635.45,,534071628.0,,,,968991229.37,,21070158.58,,72334633.06,,,738919547.12,,,2335387196.13,55178847.24,2390566043.37,3279335678.82,定期报告,是,20250426,CNY,合并期末,2024-04-29T11:15:04,900904
20230930,,708138858.16,,,20571753.13,,,482584126.92,50037794.14,432546332.78,107713159.97,40366083.17,,,,,,,,,,,32120091.94,251745258.04,,,,,4676201.95,1647915533.28,,,,,,,,3368137.4,7776636.71,,68853411.29,,,,,,,59181279.78,,,,,966087573.72,,,,,24582253.12,95542321.36,,299058864.97,1440095.57,,31595164.99,6509314.45,1563995053.36,3211910586.64,,27200000.0,,,,,,235084255.47,,235084255.47,,42865768.79,,,10840023.28,19018471.34,,195409.37,,,,220977263.9,,,,,,,,,,,,,,38678192.68,5572549.93,600236525.39,,194400000.0,,,,11222177.67,,,,,,1830000.0,13075815.95,,220527993.62,820764519.01,,534071628.0,,,,968991229.37,,19925880.22,,72334633.06,,,748204831.92,,,2343528202.57,47617865.06,2391146067.63,3211910586.64,定期报告,未审计,20231031,CNY,合并期末,2023-10-30T10:20:38,900904
20230630,,717237916.28,,,20025785.95,,,485758528.31,78921398.38,406837129.93,159039983.6,44012067.94,,,,,,,,,,21356139.33,21356139.33,226015006.9,,,,,4351187.59,1677796615.9,,,,,,,,3368137.4,7886683.82,,72878992.85,,,1674646674.35,658239747.52,1016406926.83,30840553.05,56198243.32,56198243.32,,985566373.78,,985566373.78,,,,,26441974.44,96315921.71,,299058864.97,1618416.45,,31685518.72,4914142.45,1585933269.91,3263729885.81,,24200000.0,,,,,,236412814.36,19999998.0,216412816.36,,30669610.08,,,12008619.48,29085060.54,,26536930.97,,,240798651.11,267335582.08,,,,,,,,,,,,,,38893683.43,38979537.78,677584907.75,,194400000.0,,,,12776076.69,,,,,,1530000.0,14082211.34,,222788288.03,900373195.78,,534071628.0,,,,968991229.37,,22945066.39,,72334633.06,,,717124649.56,,,2315467206.38,47889483.65,2363356690.03,3263729885.81,定期报告,未审计,20230831,CNY,合并期末,2023-08-30T10:55:03,900904
20230331,,646278357.71,,,20062885.73,,,469507742.35,56872238.82,412635503.53,179818037.31,42477746.78,,,,,,,,,,,15643275.72,202204352.43,,,,,5208124.8,1581200522.83,,,,,,,,3368137.4,7996730.93,,66610258.67,,,,,,,55675419.41,,,,,1001243925.81,,,,,25194873.19,97608451.31,,299058864.97,1622615.68,,30974379.17,5123013.13,1594476669.67,3175677192.5,,19931695.96,,,,,,201625422.5,19980000.0,181645422.5,,39442227.66,,,11771406.67,33641632.74,,,,,,187040230.37,,,,,,,,,,,,,,44315530.76,5127489.6,542895636.26,,207700000.0,,,,12521743.56,,,,,,1530000.0,12515027.8,,234266771.36,777162407.62,,534071628.0,,,,968991229.37,,18243515.75,,72334633.06,,,759586940.46,,,2353227946.64,45286838.24,2398514784.88,3175677192.5,定期报告,未审计,20230429,CNY,合并期末,2023-04-28T12:45:05,900904
20221231,,656490488.19,,,,,,441660144.44,80611034.49,361049109.95,372163347.2,63226237.68,,,,,,,,,,10638300.24,10638300.24,218822277.02,,,,,6891498.71,1769892293.48,,,,,,,,3368137.4,8106778.04,,63960685.85,,,1675195436.08,623499917.54,1051695518.54,30840553.05,53833020.65,53833020.65,,1020854965.49,,1020854965.49,,,,,25535893.99,98909299.51,,299058864.97,1850674.27,,36024682.45,4740515.93,1616243518.55,3386135812.03,,21084646.91,,,,,,186801914.08,20000000.0,166801914.08,,82830804.27,,,20115369.16,37657429.04,,195409.37,,,168037936.23,168233345.6,,,,,,,,,,,,,,44342277.06,213276125.67,774341911.79,,207700000.0,,,,12484459.4,,,,,,1530000.0,18236608.09,,239951067.49,1014292979.28,,534071628.0,,,,968991229.37,,16256336.14,,72334633.06,,,735458700.55,,,2327112527.12,44730305.63,2371842832.75,3386135812.03,定期报告,是,20240430,CNY,合并期末,2023-04-28T12:45:05,900904
20220930,,630833391.19,,,,,,545072993.52,48614448.43,496458545.09,105686194.12,34631567.66,0.0,0.0,,,,,,,,,21265119.4,241645327.22,,,,,9205077.15,1588339670.26,,,,,,,,3303059.17,8216825.15,,62291280.17,,,,,,,57190541.42,,,,,1031236679.6,,,,,25764748.12,99970108.56,,299058864.97,1845681.44,,28816572.82,9993581.64,1627687943.06,3216027613.32,,7719000.0,,,,,,199746618.24,,199746618.24,,29383093.73,,,6153212.97,48899131.21,,195409.37,,,,244392301.84,,,,,,,,,,,,,,44128696.31,3819802.19,584241856.49,,225100000.0,,,,11382568.33,,,,,,3020000.0,11435283.17,,250937851.5,835179707.99,,534071628.0,,,,968991229.37,,15004281.88,,66252546.29,,,748846702.85,,,2333166388.39,47681516.94,2380847905.33,3216027613.32,定期报告,未审计,20221029,CNY,合并期末,2022-10-28T11:50:12,900904
20220630,,539909211.47,,,,,,554247555.16,48105390.48,506142164.68,120629940.99,25110947.79,,,,,,,,,,52196569.66,52196569.66,244169776.45,,,,,11661058.91,1547925060.43,,,,,,,,3303059.17,8326872.26,,68270848.85,,,1621387210.93,580241220.0,1041145990.93,28118027.36,55067647.7,55067647.7,,1013027963.57,,1013027963.57,,,,,65014684.17,101456594.5,,299058864.97,1868961.01,,28816572.82,13320370.64,1657532439.66,3205457500.09,,7719000.0,,,,,,182300816.97,,182300816.97,,29176535.17,,,7081259.64,42201778.18,,143142.7,,,217114772.63,217257915.33,,,,,,,,,,,,,,44885445.77,3792949.57,534415700.63,,225100000.0,,,,13901075.56,,,,,,3020000.0,12930175.34,,254951250.9,789366951.53,,534071628.0,,,,968991229.37,,19488958.39,,66252546.29,,,778824175.92,,,2367628537.97,48462010.59,2416090548.56,3205457500.09,定期报告,未审计,20220831,CNY,合并期末,2022-08-30T14:30:04,900904
20220331,,533288317.51,,,,,,592623898.04,101340309.57,491283588.47,114478526.79,21988460.3,,,,,,,,,,,25701946.99,232369862.6,,,,,17978795.95,1538429808.18,,,,,,,,3303059.17,8436919.37,,69524313.59,,,,,,,55187328.37,,,,,1027030899.61,,,,,64276655.47,103071358.82,,299058864.97,2061096.75,,28831390.66,11152646.91,1671934533.69,3210364341.87,,2719000.0,,,,,,189169418.84,,189169418.84,,25124493.81,,,7205492.15,38131827.2,708895.22,143142.7,,,,215295656.87,,,,,,,,,,,,,,47662969.15,3266184.2,528575042.22,,242900000.0,,,,14732873.1,,,,,,3020000.0,13243541.53,,273896414.63,802471456.85,,534071628.0,,,,968991229.37,,20429056.94,,66252546.29,,,770316294.19,,,2360060754.79,47832130.23,2407892885.02,3210364341.87,定期报告,未审计,20220430,CNY,合并期末,2022-04-29T12:15:04,900904
20211231,,493799824.37,,,,,,528045882.0,72873495.1,455172386.9,147701457.06,31597471.86,,,,,,,,,,19407790.57,19407790.57,205134587.49,,,,,20168242.82,1445855256.17,,,,,,,,3303059.17,8546966.48,,79775257.07,,,1614177122.54,541943662.82,1072233459.72,28118027.36,58264952.11,58264952.11,,1044115432.36,,1044115432.36,,,,,64533321.61,104807874.87,,299058864.97,2296482.75,,28831390.66,9581263.21,1703114865.26,3148970121.43,,2719000.0,,,,,,188309335.14,,188309335.14,,45063818.1,,,7059045.62,29051125.71,,143142.7,,,148461801.55,148604944.25,,,,,,,,,,,,,,51740175.1,7258296.36,479805740.28,,242900000.0,,,,14921544.94,,,,,,3020000.0,15806277.4,,276647822.34,756453562.62,,534071628.0,,,,968991229.37,,28117264.55,,66252546.29,,,746851226.6,,,2344283894.81,48232664.0,2392516558.81,3148970121.43,定期报告,是,20230429,CNY,合并期末,2022-04-29T12:15:04,900904
20210930,,482056003.72,,,,,,553442720.3,42414207.18,511028513.12,105196367.89,31908023.16,,,,,,,,,,,19586020.98,217905034.14,,,,,27979709.43,1438073879.62,,,,,,,,2679371.56,8657013.59,,85044077.39,,,,,,,619289583.61,,,,,457507279.43,,,,,,105208049.72,,299058864.97,3036607.75,,50658575.4,99522033.45,1730661456.87,3168735336.49,,2719000.0,,,,,,195315074.87,,195315074.87,,19929794.61,,,7533805.05,44684023.44,,,,,,181549004.18,,,,,,,,,,,,,,35166934.74,3413473.29,490311110.18,,271200000.0,,,,,,,,,,3170000.0,17123482.48,,291493482.48,781804592.66,,534071628.0,,,,969338551.84,,32766329.79,,66252546.29,,,730253060.32,,,2332682116.24,54248627.59,2386930743.83,3168735336.49,定期报告,未审计,20211030,CNY,合并期末,2021-10-29T11:00:04,900904
20210630,,474353016.71,,,,,,582403987.35,57390246.6,525013740.75,60936102.78,37414607.8,,,,,,,,,,1023939.89,1023939.89,210135275.01,,,,,28549237.2,1394816166.74,,,,,,,,2679371.56,8767060.7,,73679844.17,,,995598286.28,527830089.97,467768196.31,1554698.63,584736023.7,584736023.7,,466213497.68,,466213497.68,,,,,,107035097.4,,299058864.97,3214441.33,,50676347.08,123126312.57,1719186861.16,3114003027.9,,2719000.0,,,,,,193035439.77,,193035439.77,,21070971.01,,,7133769.32,47429114.86,,143142.7,,,139632396.39,139775539.09,,,,,,,,,,,,,,39690369.87,3561826.23,454416030.15,,271200000.0,,,,,,962740.43,962740.43,,,3714521.21,14282424.17,,290159685.81,744575715.96,,534071628.0,,,,969338551.84,,24243154.88,,66252546.29,,,721600212.28,,,2315506093.29,53921218.65,2369427311.94,3114003027.9,定期报告,未审计,20210831,CNY,合并期末,2021-08-30T10:55:03,900904
20210331,,513497591.48,,,,,,573693913.8,53940386.49,519753527.31,93945580.78,28240954.19,,,,,,,,,,,40527327.25,201613161.67,,,,,30410495.8,1481929024.97,,,,,,,,2679371.56,8877107.81,,74097900.83,,,,,,,538388404.71,,,,,484855412.38,,,,,,108831617.03,,299058864.97,3700550.63,,50594073.37,111295194.2,1682378497.49,3164307522.46,,2719000.0,,,,,,187839238.74,,187839238.74,,29256274.01,,,9360991.0,46348549.63,,,,,,186426076.24,,,,,,,,,,,,,,46118987.94,4649643.52,512718761.08,,285500000.0,,,,,,,2187611.79,,,5348084.54,14386938.34,,307422634.67,820141395.75,,534071628.0,,,,969338551.84,,24556697.37,,66252546.29,,,699027319.12,,,2293246742.62,50919384.09,2344166126.71,3164307522.46,定期报告,未审计,20210430,CNY,合并期末,2021-04-29T14:20:04,900904
20201231,,481486302.33,,,,,,511663604.02,24341094.5,487322509.52,141047221.33,27401589.21,,,,,,,,,,29671206.59,29671206.59,203702401.58,6652280.25,,,,29660472.6,1431285077.91,,,,,,,,2679371.56,8987154.92,,81990552.71,,,986885536.85,496038034.48,490847502.37,1554698.63,470379728.97,470379728.97,,489292803.74,,489760893.71,,,,,,110656189.47,,299058864.97,3949836.96,,50594614.35,148629066.41,1666686274.03,3097971351.94,,2719000.0,,,,,,150753258.82,,150753258.82,,29005317.3,,,8459826.36,41386597.58,,143142.7,,,152653836.42,152796979.12,,,,,,,,,,,,12294717.82,,55382649.99,4593291.25,457391638.24,,285500000.0,,,,,,4045483.85,4045483.85,,,6981647.87,16360101.31,,312887233.03,770278871.27,,534071628.0,,,,969338551.84,,30476186.28,,66252546.29,,,677228688.69,,,2277367601.1,50324879.57,2327692480.67,3097971351.94,定期报告,是,20220430,CNY,合并期末,2021-04-29T12:40:05,900904
20200930,,495500034.2,,,,,,732338369.05,29922774.78,702415594.27,68086650.14,34446677.94,,,,,,,,,,,136532608.45,207672415.66,,,,,27529820.08,1702106575.52,,,,,,,,2633088.65,,,82409314.61,,,,,,,529813798.67,,,,,405893110.67,,,,,,112551354.75,,300037897.43,4966302.01,,28925039.37,160129745.1,1627359651.26,3329466226.78,,32719000.0,,,,,,164942091.18,18848067.01,146094024.17,58703656.08,,,,5002508.61,25667874.95,,,,,,141541190.44,,,,,,,,,,,,,,39175708.77,822600.0,468574630.03,,311000000.0,,,,,,,6393973.32,,,8220690.09,16464791.78,,342079455.19,810654085.22,,534071628.0,,,,969338551.84,,30790257.71,,66252546.29,,,871467653.92,,,2471920637.76,46891503.8,2518812141.56,3329466226.78,定期报告,未审计,20201031,CNY,合并期末,2020-10-30T10:35:03,900904
20200630,,512790239.83,,,,,,724788607.44,23030023.37,701758584.07,63992714.15,39334870.82,,,,,,,,,,158859533.36,158859533.36,208437247.09,,,,,27549287.52,1735752500.21,,,,,,,,2633088.65,,,78822241.67,,,886452925.52,483249963.55,403202961.97,1428989.93,490630263.86,490630263.86,,401773972.04,,401773972.04,,,,,,114331378.28,,461134000.06,3499554.53,,28952219.79,176273244.48,1758049963.36,3493802463.57,,32719000.0,,,,,,137740620.15,,137740620.15,66298292.36,,,,4796072.62,31538421.19,1265120.78,143142.7,,,135209168.58,136617432.06,,,,,,,,,,,,,,35974968.49,822600.0,446507406.87,,311000000.0,,,,,,18788213.54,18788213.54,,,9854253.42,15568023.55,,355210490.51,801717897.38,,534071628.0,,,,969338551.84,,28099953.0,,66252546.29,,,1046961549.5,,,2644724228.63,47360337.56,2692084566.19,3493802463.57,定期报告,未审计,20200829,CNY,合并期末,2020-08-28T10:40:03,900904
20200331,,552355855.66,,,,,,782409289.13,33885419.26,748523869.87,53570429.9,68036145.86,,,,,,,,,,,179425713.67,206916226.66,,,,,30387884.65,1873101545.53,,,,,,,,5597555.61,,,68793098.24,,,,,,,437119164.26,,,,,422542907.27,,,,,,120602023.2,,461134000.06,5750205.74,,25699248.65,184159177.43,1731397380.46,3604498925.99,,62000000.0,,,,,,179268667.82,,179268667.82,70034713.01,,,,4202494.29,21659934.17,,135618.8,,,,267027559.61,,,,,,,,,,,,,,44356742.4,822600.0,649372711.3,,233500000.0,,,,,,,31107475.89,,,12032337.86,13348055.69,,289987869.44,939360580.74,,534071628.0,,,,969338551.84,,21440049.43,,66252546.29,,,1026404047.96,,,2617506823.52,47631521.73,2665138345.25,3604498925.99,定期报告,未审计,20200430,CNY,合并期末,2020-04-29T21:30:03,900904
20191231,,596052428.52,,,,,,807899108.63,31643945.68,776255162.95,114201335.46,30559839.04,,,,,,,,,,139538366.67,139538366.67,160940977.21,,,,,29813415.9,1879005471.43,,,,,,,,2633088.65,,,79811224.3,,,882224589.38,461253350.37,420971239.01,1428989.93,405527459.57,405527459.57,,419542249.08,,419542249.08,,,,,,118001877.55,,461134000.06,6202168.55,,28842033.62,155429439.13,1677123540.51,3556129011.94,,130000000.0,,,,,,163436220.25,,163436220.25,71761014.89,,,,6182630.41,50582353.73,,143142.7,,,126661711.33,126804854.03,,,,,,,,,,,,,,33863319.72,822600.0,583452993.03,,239000000.0,,,,,,42663843.84,42663843.84,,,13665901.19,15815269.21,,311145014.24,894598007.27,,534071628.0,,,,969338551.84,,28841689.97,,66252546.29,,,1018431282.01,,,2616935698.11,44595306.56,2661531004.67,3556129011.94,定期报告,是,20210430,CNY,合并期末,2020-04-29T21:25:02,900904
20190930,,437310781.67,,,,,,865521316.15,83411825.31,782109490.84,,189903993.77,,,,,,,,,,,299345271.48,207891975.71,61249596.82,,,,13936876.9,2075159812.5,,,,,,,,202948.39,,,104652078.42,,,,,,,359796596.28,,,,,436839191.57,3263914.96,,,,,123776910.27,,461134000.06,6777831.11,,13967881.48,,1510411352.54,3585571165.04,,131080000.0,,,,,,241857024.73,31086300.23,210770724.5,101764215.42,,,,3008340.69,17032633.89,3179521.46,143142.7,,,,212136578.85,,,,,,,,,,,,48611764.62,,11725145.35,,767215703.55,,40000000.0,,,,,,,75597875.82,,,14837943.41,14634184.0,,145070003.23,912285706.78,,534071628.0,,,,969338551.84,,43117171.84,,66252546.29,,,1006570643.76,,,2619350541.73,53934916.53,2673285458.26,3585571165.04,定期报告,未审计,20191031,CNY,合并期末,2020-03-13T08:29:48,900904
20190630,,360220096.71,,,,,,853128637.64,100416203.88,752712433.76,,166596849.01,,,,,,,,,,328416414.95,328416414.95,177804679.26,55914193.79,,,,13918154.83,1955999026.19,,,,,,,,551714.15,,,104904231.44,,,892644225.41,443251036.6,449393188.81,1429334.81,312477377.68,312477377.68,,447963854.0,,447963854.0,3262024.91,,,,,124971894.05,,461134000.06,6975377.91,,13803092.96,,1476043567.16,3432042593.35,,101080000.0,,,,,,216112530.13,29540401.12,186572129.01,105022734.06,,,,3529773.13,15261830.98,1513848.2,143142.7,,,210318986.86,211975977.76,,,,,,,,,,,,42939466.09,,35477317.66,,731399629.81,,15000000.0,,,,,,2268346.98,2268346.98,,,16483506.74,15438338.99,,49190192.71,780589822.52,,534071628.0,,,,969338551.84,,45529636.83,,66252546.29,,,981240856.98,,,2596433219.94,55019550.89,2651452770.83,3432042593.35,定期报告,未审计,20190831,CNY,合并期末,2020-03-13T08:29:48,900904
20190331,,273717582.37,,,,,,951198361.79,47895066.7,903303295.09,,181916223.74,,,,,,,,,,,267726647.99,174754874.9,,,,,15453745.29,1864767436.08,,,,,,,,3494179.09,,,110924338.8,,,,,,,237942861.68,,,,,461641145.59,3260134.87,,,,,126689792.7,,461134000.06,7578977.09,,11424442.58,,1424089872.46,3288857308.54,,30000000.0,,,,,,184950693.92,,,110523271.33,,,,4173313.31,36847401.56,566174.08,135618.8,,,,219077228.54,,,,,,,,,,,,,,27121425.0,,612693333.66,,,,,,,,,18572257.17,,,18564470.03,16202219.09,1200000.0,54538946.29,667232279.95,,534071628.0,,,,969338551.84,,47821397.13,,66252546.29,,,947824338.54,,,2565308461.8,56316566.79,2621625028.59,3288857308.54,定期报告,未审计,20190509,CNY,合并期末,2020-03-13T08:29:48,900904
20181231,,205813670.77,,,,,,1050020069.2,180146025.79,869874043.41,,97648724.36,,,,,,,,,,196529797.95,196529797.95,175091356.67,,,,,13554269.26,1738657888.21,,,,,,,92996591.62,2734179.09,,,,,,882366614.01,422133813.94,460232800.07,1429334.81,225462418.35,225462418.35,,458803465.26,,458803465.26,3258244.82,,,,,124717141.34,,461134000.06,7302937.79,,11424442.58,,1387833420.91,3126491309.12,,,,,,,,181397896.24,354000.0,181043896.24,93776924.59,,,,2961078.03,47967396.24,2940277.78,135618.8,,,130042270.63,133118167.21,,,,,,,,,,,,,,27121425.0,822600.0,487165487.31,,,,,,,,8628575.0,8628575.0,,,19776470.03,12174111.04,,40579156.07,527744643.38,,534071628.0,,,,969338551.84,,35736952.96,,66252546.29,,,934456517.57,,,2539856196.66,58890469.08,2598746665.74,3126491309.12,定期报告,是,20200430,CNY,合并期末,2020-03-13T08:29:48,900904
