序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期,report_date,year
2761,400125,明科5,-0.1238,698647.97,-96.0563779521,,-54151310.87,-4.25,,1.79,-6.67,-0.060130464097,-1.6762705258,,2024-04-29,20221231,2022
2762,400124,中房5,-0.0784,16709866.54,520.5258089533,85.381,-45433954.9,-54.62,-71.8795,0.2979,-23.89,-0.058692532501,19.7878312318,,2024-04-29,20221231,2022
2763,400116,拉夏3,-1.97,197841000.0,-54.0041569021,21.464,-1071973000.0,-30.5246688097,8.1035,-4.61,,-0.029172570444,68.7825071648,,2024-04-29,20221231,2022
2764,400110,天翔5,0.0134,98214952.82,-72.2398143051,14.3077,20866445.41,105.28,2240.006,0.19,7.69,-0.014715995023,16.9822963216,,2024-04-29,20221231,2022
2765,400100,工新5,-1.2,267435017.03,-26.4070918305,-66.8666,-1240174596.94,-9.72,-565.1169,-8.07,,0.018500922552,50.7597037993,,2024-04-29,20221231,2022
2766,400098,航通3,-0.3,2414925806.31,-27.2715650183,78.8218,-156043654.38,61.7233510798,82.6555,-1.45,,-0.526481646546,20.7555438093,,2024-04-29,20221231,2022
2767,400096,凯迪5,-0.8,576873704.25,-64.8967733682,,-3136136372.69,53.9,,-3.03,,0.042626042081,14.7640157859,,2024-04-29,20221231,2022
2768,400094,银鸽5,1.4241,460730694.67,31.0434137941,431.2358,2472617749.61,1027.3075389779,60.1321,0.1,,-0.150952764269,-21.7088265981,,2024-04-29,20221231,2022
2769,400080,华业3,-0.98,78330718.77,-87.7989624004,833.4346,-1395824364.92,2.7316986586,-181.4156,-8.2562623491,,0.015672969245,10.0276697487,,2024-04-29,20221231,2022
2770,400053,佳纸3,0.0,0.0,,,-161637.65,-1483.94,,-0.004635099563,,-0.003465996473,,,2024-04-29,20221231,2022
2771,400039,R华圣1,-0.06,329221491.12,-23.4124065336,15.9856,-29515355.62,-334.23,-153.4612,0.17,-31.67,-0.123675965122,3.0825109125,,2024-04-29,20221231,2022
2772,400027,生态5,-0.0252,6020222.9,-34.8381901885,-71.9727,-11219292.09,-29.95,-123.1038,0.19,-12.55,-0.01510773241,-41.8810906487,,2024-04-29,20221231,2022
2773,400010,鹫峰3,-0.02,0.0,,,-2569492.46,-4.87,59.564,0.07,-25.03,0.004068562741,,,2024-04-29,20221231,2022
2774,400002,长白5,-0.01,44208.49,,,-646999.89,-104.4,-481.4377,4.8688,-0.22,0.003796634997,75.5703033512,,2024-04-29,20221231,2022
2775,301566,达利凯普,0.52,476983724.04,34.5724377906,-43.9054,176738307.3,54.8005383138,-79.8805,2.017373952588,29.58,0.598883559676,60.2649993223,元件,2024-04-29,20221231,2022
2776,301500,飞南资源,0.5901,8766531599.23,10.9795753591,11.4204,212432880.88,-70.4679905819,-75.9784,9.192343611167,6.38,1.546301866167,6.6029410716,环境治理,2024-04-29,20221231,2022
2777,301332,德尔玛,0.52,3306645703.17,8.8492048488,27.8554,190521886.5,12.0277984315,147.2061,3.912022543453,14.16,0.724488017414,29.4964526274,小家电,2024-04-29,20221231,2022
2778,301313,凡拓数创,0.22,609404151.81,-14.658986168,0.7462,18270318.69,-74.23,-143.4914,10.219648249838,2.95,0.058719767446,38.1467233723,数字媒体,2024-04-29,20221231,2022
2779,301310,鑫宏业,1.988,1808273545.85,48.3873286711,4.5104,144775668.0,35.2262979158,24.7133,8.690732852401,25.98,2.968047513248,14.365919863,汽车零部件,2024-04-29,20221231,2022
2780,301269,华大九天,0.39,798060770.75,37.7624635024,45.7541,185508367.58,33.17,0.3478,8.568302018846,7.33,0.820734501752,90.2549046338,软件开发,2024-04-29,20221231,2022
2781,301257,普蕊斯,1.35,586231829.02,16.5547898096,18.4451,72411406.83,25.35,81.9925,15.612427931119,11.39,0.663150543009,27.2901906158,医疗服务,2024-04-29,20221231,2022
2782,301255,通力科技,1.19,467515118.55,0.0434062661,0.5008,96766301.69,6.86,-14.7601,15.135364871176,22.92,1.571132174853,30.4274637986,通用设备,2024-04-29,20221231,2022
2783,301228,实朴检测,-0.15,351469621.35,-17.2752309042,58.1514,-17959174.02,-135.83,628.7621,7.577512326583,-2.16,0.065171605417,33.432376963,专业服务,2024-04-29,20221231,2022
2784,301189,奥尼电子,0.56,668060782.2,-30.2388404803,-5.8816,63875665.73,-48.92,-33.9342,20.074928513858,2.79,0.693008059647,25.9069021759,消费电子,2024-04-29,20221231,2022
2785,301188,力诺药包,0.5,822021882.39,-7.5215981077,30.4934,116654713.97,-6.51,20.7274,6.158248929005,8.38,0.199583599802,22.0933161757,医疗器械,2024-04-29,20221231,2022
2786,301182,凯旺科技,0.34,504553023.12,-18.0271671092,3.8434,32255857.5,-40.92,-97.1136,10.180168658874,3.32,0.057439991568,16.0045972732,计算机设备,2024-04-29,20221231,2022
2787,301178,天亿马,0.6,439217532.36,-5.9751445998,113.149,39562653.2,-28.92,799.3308,12.728730771353,4.72,-0.972502179154,22.5319717927,IT服务Ⅱ,2024-04-29,20221231,2022
2788,301169,零点有数,-0.15,324571273.08,-16.9752467459,222.8962,-10576350.06,-123.71,368.507,9.036710371491,-1.59,0.30136422589,33.3523606519,专业服务,2024-04-29,20221231,2022
2789,301159,三维天地,-0.59,287927169.81,-9.9679758058,218.9911,-45730062.78,-182.44,245.3344,10.890732639431,-5.24,-0.61934900181,43.5002381792,软件开发,2024-04-29,20221231,2022
2790,301131,聚赛龙,0.7701,1303511398.87,0.0329921079,31.2601,34494504.43,-46.24,237.1227,16.272927615739,4.98,-1.137211313102,10.233188093,塑料,2024-04-29,20221231,2022
2791,301087,可孚医疗,1.45,2976957963.94,30.8189057695,88.8478,301683370.44,-29.65,260.2957,24.079795812267,6.07,0.474423338857,39.5126615749,医疗器械,2024-04-29,20221231,2022
2792,301067,显盈科技,0.75,686852507.73,20.6502280998,-21.2839,72897049.77,36.25,-79.4351,15.732012203628,8.76,1.637717957793,24.9433825591,消费电子,2024-04-29,20221231,2022
2793,301055,张小泉,0.27,826550163.32,8.7507904273,-21.7833,41507466.11,-47.3,-93.13,4.398583797692,6.0,0.717549258974,36.3026394883,家居用品,2024-04-29,20221231,2022
2794,301043,绿岛风,0.61,473378600.79,-14.1582367261,-25.8937,41698969.13,-21.03,-58.2588,11.413344469265,5.5,-0.048421330441,33.2708028177,通用设备,2024-04-29,20221231,2022
2795,301024,霍普股份,-2.8,133939758.51,-60.7481300527,-11.6496,-177999573.85,-479.61,-193.2547,9.931271113156,-24.35,-0.352192903043,-35.0785934906,工程咨询服务Ⅱ,2024-04-29,20221231,2022
2796,301018,申菱环境,0.69,2221168598.58,23.5264568046,39.7993,166262290.23,18.49,-12.1775,6.609577615891,10.99,0.259450362193,27.7654591954,通用设备,2024-04-29,20221231,2022
2797,301008,宏昌科技,0.84,826419251.15,7.6314052761,26.0989,67264043.78,-1.14,40.2413,12.826247727625,6.78,0.209791578875,17.9356714045,家电零部件Ⅱ,2024-04-29,20221231,2022
2798,301006,迈拓股份,0.7836,358475382.69,-12.2737880195,-24.0945,109140856.59,-22.11,-66.6935,8.343112807654,9.72,0.276514190982,54.4427950214,通用设备,2024-04-29,20221231,2022
2799,300998,宁波方正,0.1659,780413922.53,11.2166297157,44.7309,17582397.77,-31.95,725.1345,5.256533801598,3.17,-0.644311402444,16.2677905679,汽车零部件,2024-04-29,20221231,2022
2800,300992,泰福泵业,0.67,553655457.75,-1.3665365964,21.0346,61195033.55,0.12,-58.7355,8.108027116079,8.53,0.576179671696,20.5683176181,通用设备,2024-04-29,20221231,2022
2801,300973,立高食品,0.849,2910588966.94,3.3229168743,18.092,143770987.2,-49.22,43.9206,12.520058626314,7.04,2.023912366068,31.7652781372,休闲食品,2024-04-29,20221231,2022
2802,300961,深水海纳,-0.01,497566464.89,-9.3604096899,-13.2177,-1217802.64,-103.12,-348.2432,5.864188736519,-0.12,-0.144061020363,31.9731913495,环境治理,2024-04-29,20221231,2022
2803,300925,法本信息,0.35,3585832769.99,16.1129730715,2.87,129251080.21,-4.21,-32.3733,3.610319704865,9.74,-0.00995406971,24.6044440353,软件开发,2024-04-29,20221231,2022
2804,300913,兆龙互连,0.51,1611228162.94,9.9852049604,-19.4789,130453277.03,47.8,-21.0236,5.302585169796,14.29,0.945704974803,16.1744494712,通信设备,2024-04-29,20221231,2022
2805,300878,维康药业,0.34,532441947.54,-15.8797342892,-67.4964,48810249.75,-53.94,-222.1287,9.654280694258,3.51,1.002669023072,58.8536096936,中药Ⅱ,2024-04-29,20221231,2022
2806,300854,中兰环保,0.28,722842023.92,3.4285662751,66.4919,28120031.79,-72.36,292.2114,9.709686337922,2.92,0.018461649545,29.2612505113,环境治理,2024-04-29,20221231,2022
2807,300839,博汇股份,0.62,2965214884.79,72.9614823793,-16.659,151769151.37,405.37,62.2365,5.600530786812,16.35,0.698296129893,11.5407787984,炼化及贸易,2024-04-29,20221231,2022
2808,300782,卓胜微,2.0035,3677493060.96,-20.6337149566,-15.4301,1069356655.79,-49.92,-63.8121,16.266003816329,13.13,1.765296614259,52.9052057834,半导体,2024-04-29,20221231,2022
2809,300781,因赛集团,0.295,485497084.51,-22.2142263526,-16.0176,32947070.49,-44.72,-97.3676,6.096459337829,4.83,0.837256651237,43.15964362,广告营销,2024-04-29,20221231,2022
2810,300763,锦浪科技,2.86,5889601424.82,77.8038671864,-0.1326,1059733016.03,123.7,16.8515,11.256293431126,35.09,2.54950020786,33.5184928116,光伏设备,2024-04-29,20221231,2022
2811,300720,海川智能,0.21,200226951.72,-20.7563819027,-5.5016,40932339.43,-46.78,-60.9086,2.998958549888,7.02,0.204607503094,52.3924772159,通用设备,2024-04-29,20221231,2022
2812,300707,威唐工业,0.3683,823043644.0,14.0903700803,1.5986,57690741.26,18.48,-42.7471,4.950956536114,7.32,0.535913363405,23.4579415281,汽车零部件,2024-04-29,20221231,2022
2813,300706,阿石创,0.09,694831276.76,13.8381587191,22.1056,14083603.32,-20.25,-151.3809,4.850200212886,1.91,-0.049291756951,14.240361043,半导体,2024-04-29,20221231,2022
2814,300655,晶瑞电材,0.16,1745800096.85,-4.7097914895,3.3424,163360321.18,-18.72,106.2304,3.165784429254,8.63,0.649339820163,22.4214689457,电子化学品Ⅱ,2024-04-29,20221231,2022
2815,300626,华瑞股份,0.14,668860359.95,-31.9580884376,26.6199,24848933.43,-40.6,108.0789,3.403524945278,4.12,0.464086936556,16.3698589864,电机Ⅱ,2024-04-29,20221231,2022
2816,300591,万里马,-0.5497,475603170.71,40.1770186905,-58.3714,-212542376.04,-62.32,-6317.5042,1.369710444212,-37.45,-0.371771711288,13.6087673371,服装家纺,2024-04-29,20221231,2022
2817,300586,美联新材,0.4651,2398506518.56,27.5281177979,18.0155,317097167.66,401.08,16.2208,3.000838657352,22.03,1.197959904479,33.6630716653,塑料,2024-04-29,20221231,2022
2818,300583,赛托生物,0.24,1312111843.45,9.1041969717,27.788,41967413.89,15.95,-92.4874,16.087763276593,2.47,1.359267440369,20.7916533756,化学制药,2024-04-29,20221231,2022
2819,300578,会畅科技,0.085,669746293.25,-1.260308618,-3.1076,16885753.55,107.17,-369.2945,8.241656300627,1.03,0.298829371428,39.5852502152,通信服务,2024-04-29,20221231,2022
2820,300577,开润股份,0.2,2740992092.8,19.748088314,-30.855,46907681.55,-73.98,-213.9022,6.872351564873,2.76,0.4448410996,21.6251552231,服装家纺,2024-04-29,20221231,2022
2821,300569,天能重工,0.2847,4182765865.8,0.9255438646,12.9789,229476253.66,-49.69,70.2734,4.784993868945,5.84,-0.137090719986,18.8285372602,风电设备,2024-04-29,20221231,2022
2822,300538,同益股份,0.08,2715067578.63,-6.9661814547,71.7341,15273897.14,157.8985700311,-34.2239,5.688918295495,1.46,0.678409382257,7.6927821677,塑料,2024-04-29,20221231,2022
2823,300536,农尚环境,0.08,387923666.05,26.1112997482,-64.0192,23468203.36,5336.55,1187.7855,2.152116824038,3.79,-0.443193249657,24.9521904852,基础建设,2024-04-29,20221231,2022
2824,300528,幸福蓝海,-0.8995,629813283.26,-33.2845445306,-58.4752,-335162043.75,-111.19,-79.4003,2.004914400428,-36.64,0.043323948172,-15.5929777682,影视院线,2024-04-29,20221231,2022
2825,300521,爱司凯,-0.0371,129633260.5,-14.1844823101,-23.4945,-5341602.46,-210.93,-1335.7067,3.481667839653,-1.06,0.183753749097,40.3422111411,专用设备,2024-04-29,20221231,2022
2826,300503,昊志机电,0.08,964921516.22,-16.2864118259,0.4724,22969159.46,-83.62,-1000.6896,4.203267283184,1.79,0.396283722512,36.1824629849,通用设备,2024-04-29,20221231,2022
2827,300498,温氏股份,0.8206,83725111925.72,28.8780650033,14.474,5289005087.07,139.46,9.3704,5.93656797305,14.55,1.689699310468,15.5436760954,养殖业,2024-04-29,20221231,2022
2828,300497,富祥药业,-0.26,1647263426.9,15.2300820248,3.4884,-141471326.16,-389.72,-31974.1134,4.874937482768,-5.11,-0.219726596258,18.0361369777,化学制药,2024-04-29,20221231,2022
2829,300494,盛天网络,0.4545,1658234102.8,35.8284414747,5.5849,222271029.17,77.66,-56.5543,5.669848141464,15.71,1.033590732972,27.2938646742,游戏Ⅱ,2024-04-29,20221231,2022
2830,300493,润欣科技,0.11,2101534485.44,13.1313171199,-2.5287,54111778.1,-7.1,-50.8179,2.020825074559,5.9,-0.293984861455,10.4764519786,其他电子Ⅱ,2024-04-29,20221231,2022
2831,300427,红相股份,0.2077,1618849592.91,17.4783180503,-49.6622,75783895.77,110.7,-102.7628,3.691017326323,5.52,-0.937963017422,30.6258591874,电网设备,2024-04-29,20221231,2022
2832,300426,华智数媒,0.07,410271384.45,-13.8803559714,1921.1987,30858954.68,63.74,640.9119,0.296722080436,27.97,-0.216132441885,33.1223306768,影视院线,2024-04-29,20221231,2022
2833,300423,昇辉科技,-1.97,2146531861.93,-20.7871577174,-16.9851,-981391255.01,-569.85,-4552.8755,6.402433674942,-26.65,0.3455951275,19.4361185328,电网设备,2024-04-29,20221231,2022
2834,300359,全通教育,0.02,604863069.18,-15.7101555294,13.7164,12586783.97,36.87,-188.9182,1.110781074712,1.81,0.07794310702,25.6307488818,教育,2024-04-29,20221231,2022
2835,300334,津膜科技,-0.61,244813144.24,-48.2792215473,-5.7025,-184656511.85,-752.6,-868.0799,1.945096661333,-27.19,0.014481807142,10.0328405716,环境治理,2024-04-29,20221231,2022
2836,300305,裕兴股份,0.4896,1865968092.53,36.6883038295,-4.1531,138725817.31,-42.5,-71.5948,6.58245589382,7.47,-0.453930528045,15.4792025864,塑料,2024-04-29,20221231,2022
2837,300302,同有科技,-0.0411,435285507.54,11.3522260762,105.166,-19999992.75,-67.34,-3933.5591,3.117846387201,-1.34,-0.037428906046,45.6259497571,计算机设备,2024-04-29,20221231,2022
2838,300261,雅本化学,0.2126,2000975899.68,-3.4156873377,-20.388,202948039.69,11.6,-57.774,2.478504626194,8.9,0.084154916214,31.0374154006,农化制品,2024-04-29,20221231,2022
2839,300255,常山药业,0.02,2336229838.79,-21.287405004,-16.1951,17513464.49,-92.5,-2068.7346,3.270753237485,0.57,0.003342902999,44.4211224906,化学制药,2024-04-29,20221231,2022
2840,300252,金信诺,-0.66,2131385977.36,-22.0356247558,-50.8569,-377769295.22,-911.22,-4452.8383,3.280261714089,-17.71,-0.229834102913,8.0965401787,军工电子Ⅱ,2024-04-29,20221231,2022
2841,300205,*ST天喻,0.201,1791779939.08,25.2728697532,-14.2981,86426373.46,157.68,-101.5391,3.458867725436,5.99,0.237683712121,30.2038209395,通信设备,2024-04-29,20221231,2022
2842,300182,捷成股份,0.2009,3907148756.71,4.8272891047,182.4725,520575718.25,20.66,-61.6339,2.793932325671,7.48,1.041960637861,31.7947111222,影视院线,2024-04-29,20221231,2022
2843,300128,锦富技术,-0.2062,1401971503.83,44.5566477982,8.7456,-225628606.99,34.73,-1807.1494,0.582317933622,-29.34,0.099922942955,23.3819389235,电池,2024-04-29,20221231,2022
2844,300086,康芝药业,-0.4169,535745365.83,-35.9589691248,55.4341,-187584710.74,-1807.25,-257.0394,2.924851346267,-13.3,0.065162011911,50.7957318116,化学制药,2024-04-29,20221231,2022
2845,300063,天龙集团,0.1381,9633363940.64,-9.4736637788,12.0752,102853163.86,-17.39,-26.5441,2.046130311127,7.01,-0.053189945321,5.8157750959,广告营销,2024-04-29,20221231,2022
2846,300049,福瑞医科,0.3721,1008765862.03,12.2743118423,7.3118,97889810.41,2.52,31.5231,5.874910450628,6.21,0.720241572823,73.4652797071,医疗器械,2024-04-29,20221231,2022
2847,300043,星辉娱乐,-0.25,1605936337.27,14.1478749148,-41.441,-310447459.99,53.15,-633.3005,1.492807585002,-15.74,0.16124242267,21.3790086152,游戏Ⅱ,2024-04-29,20221231,2022
2848,300013,新宁物流,-0.0036,666305640.1,-24.5776185352,-30.2851,-1597859.91,99.16,2.7468,0.043901641868,-7.65,0.143854080479,18.8329181742,物流,2024-04-29,20221231,2022
2849,300008,天海防务,0.0801,2729514252.76,96.261240521,11.1192,138415640.95,432.97,37.2401,1.02645824591,7.93,0.1984947672,9.6231452243,航海装备Ⅱ,2024-04-29,20221231,2022
2850,200761,本钢板B,-0.3,62616621627.6,-19.6317574847,15.232,-1232976557.37,-149.31,-18.958,4.342834897567,-5.63,0.310685743126,0.5705941387,普钢,2024-04-29,20221231,2022
2851,003026,中晶科技,0.19,338139709.0,-22.6159499649,21.5484,19405219.01,-85.22,-151.9132,7.342117583442,2.55,1.105434230752,38.0081036918,半导体,2024-04-29,20221231,2022
2852,003019,宸展光电,1.61,1811921938.1,13.7913238939,-25.5714,260770257.11,72.82,-54.4907,10.30884265108,15.79,2.624795672249,28.58787683,光学光电子,2024-04-29,20221231,2022
2853,003010,若羽臣,0.28,1216981835.3,-5.5470786416,42.265,33736009.23,15.62,114.6135,8.86298997246,3.15,1.861520963298,33.6160470439,互联网电商,2024-04-29,20221231,2022
2854,003005,竞业达,0.4063,440219130.51,-33.0358931274,163.1621,50243624.67,-59.58,432.2508,9.96992918942,3.41,0.246703514151,47.3495396664,IT服务Ⅱ,2024-04-29,20221231,2022
2855,003003,天元股份,-0.02,1454235297.14,12.8332210843,-7.9248,-3362506.87,-112.97,-391.5769,6.778446290367,-0.28,0.198735941994,11.1375304965,包装印刷,2024-04-29,20221231,2022
2856,002992,宝明科技,-1.25,939823483.63,-15.7387073201,10.7214,-223327446.93,36.96,-134.4746,4.965176697075,-21.91,0.358353186112,3.3015750724,光学光电子,2024-04-29,20221231,2022
2857,002975,博杰股份,1.46,1216799161.0,0.227592602,2.2612,202121011.06,-16.96,-50.0693,11.495194140972,12.29,0.532308546679,48.7121027946,自动化设备,2024-04-29,20221231,2022
2858,002952,亚世光电,0.74,884681102.68,44.9310423556,10.8989,121295388.54,164.35,-4.1064,5.511699802118,13.98,-0.027041770354,20.5154398088,光学光电子,2024-04-29,20221231,2022
2859,002919,名臣健康,0.11,945404947.07,27.0451891022,75.0553,25388851.63,-81.03,196.0093,4.32493929784,3.4,0.428396471717,52.4998161527,游戏Ⅱ,2024-04-29,20221231,2022
2860,002862,实丰文化,-0.34,328543018.4,-10.0845683979,-57.9071,-40472719.59,-4061.36,-1622.6862,3.939066033,-8.21,0.101640531917,12.2553271946,文娱用品,2024-04-29,20221231,2022
2861,002856,美芝股份,-1.03,1667193794.58,183.5782744543,34.4024,-142599246.55,11.18,-1708.8803,3.952399069421,-24.1,-0.206899510503,6.3499690752,装修装饰Ⅱ,2024-04-29,20221231,2022
2862,002836,新宏泽,0.37,149685985.3,3.6457088928,13.4048,84096533.15,652.41,-109.7423,2.241171501615,21.22,0.100086978333,28.1857539605,包装印刷,2024-04-29,20221231,2022
2863,002824,和胜股份,0.75,2999274330.24,24.4394143292,13.1119,204597163.36,-0.81,11.2407,7.864834846006,15.76,0.196245638138,19.1405065989,工业金属,2024-04-29,20221231,2022
2864,002816,*ST和科,-0.8107,86256162.59,-56.9131305115,291.8949,-81070520.63,-710.61,-255.3248,3.3808851497,-21.41,0.8831978383,10.4378739555,专用设备,2024-04-29,20221231,2022
2865,002786,银宝山新,-0.52,2597003537.29,-2.8812066567,7.7241,-257743733.47,56.04,-183.1868,0.486758704228,-69.41,0.105306348837,9.7551368734,专用设备,2024-04-29,20221231,2022
2866,002755,奥赛康,-0.24,1872572189.84,-39.7240692545,-26.0834,-225825439.44,-159.44,-95.1732,3.192303615499,-7.29,-0.056902811624,86.9908891897,化学制药,2024-04-29,20221231,2022
2867,002753,永东股份,0.1049,4504020765.79,19.8191167084,2.6643,39383698.89,-87.58,-569.8466,5.588819591197,1.78,-0.67631212632,4.4171535045,橡胶,2024-04-29,20221231,2022
2868,002731,ST萃华,0.19,4205835697.86,14.2865336989,-23.1971,47085322.26,40.25,770.2529,5.214483425686,3.64,-0.216190451873,5.5672609783,饰品,2024-04-29,20221231,2022
2869,002729,好利科技,0.17,253009434.57,13.6670184287,20.0916,30402165.8,25.93,67.2932,2.56933512186,6.67,-0.024964431913,37.3282213964,其他电子Ⅱ,2024-04-29,20221231,2022
2870,002688,金河生物,0.0969,2122705317.42,2.1519167362,-3.4664,75616362.41,-19.63,-270.7123,2.846744501277,3.1,0.159492083209,28.9155874771,动物保健Ⅱ,2024-04-29,20221231,2022
2871,002656,*ST摩登,-0.0551,229891548.03,-40.3228547253,26.8764,-41401197.35,-4.86,-299.3406,0.709957785021,-7.5,0.005311850697,67.620300808,服装家纺,2024-04-29,20221231,2022
2872,002650,ST加加,-0.07,1686107669.16,-3.9081865589,25.5088,-79590350.35,0.66,-312.2486,2.000640803715,-3.16,0.019926952378,20.5827034932,调味发酵品Ⅱ,2024-04-29,20221231,2022
2873,002636,金安国纪,0.12,3760398832.95,-36.1689271131,18.7701,87104844.9,-87.38,359.4634,4.835021383558,2.44,0.625996232047,11.7593718415,元件,2024-04-29,20221231,2022
2874,002625,光启技术,0.17,1167643546.15,35.8751978991,-9.625,376677120.13,38.84,-32.8076,3.822856255049,4.53,0.065396118778,41.0163917875,航空装备Ⅱ,2024-04-29,20221231,2022
2875,002622,皓宸医疗,-0.3057,500650216.76,197.8164277023,-54.9329,-256788671.99,-237.96,-1526.1363,0.68154851056,-35.87,0.038387025131,41.4873412408,医疗服务,2024-04-29,20221231,2022
2876,002585,双星新材,0.608,6061696813.17,2.2000838594,-5.5607,698510649.06,-49.58,-228.3269,8.406352271331,7.34,0.095001701144,18.8459421378,塑料,2024-04-29,20221231,2022
2877,002535,林州重机,0.02,1119780953.69,146.4594880035,43.0397,18899481.75,104.4079473736,0.7122,0.51544857457,4.68,0.281218164249,23.736160194,专用设备,2024-04-29,20221231,2022
2878,002529,*ST海源,-0.5755,363941898.54,43.3192083624,250.1331,-149626403.26,-31.76,-32.8589,2.287424299692,-22.35,0.403913004462,3.5563961918,专用设备,2024-04-29,20221231,2022
2879,002501,利源股份,-0.11,508066172.64,38.4535501696,37.4758,-406182796.96,9.61,-247.4662,0.353579879735,-27.85,-0.067761648611,-16.8049886093,工业金属,2024-04-29,20221231,2022
2880,002488,金固股份,0.11,3019100758.57,10.6697617928,-1.1904,110788085.54,62.77,-13765.0305,3.95802245757,2.75,0.043832069822,7.556015403,汽车零部件,2024-04-29,20221231,2022
2881,002476,宝莫股份,0.0485,592284770.21,-9.8720628974,39.1956,29702780.65,65.09,-111.1037,1.42092997018,3.47,-0.127731108186,21.8818262209,炼化及贸易,2024-04-29,20221231,2022
2882,002462,嘉事堂,1.02,26219790244.85,2.318661963,-21.5904,296935789.27,-16.09,-39.0879,13.979854175414,7.49,-0.560316444316,8.0380237255,医药商业,2024-04-29,20221231,2022
2883,002454,松芝股份,0.15,4225012997.38,2.4569903528,15.4417,94892870.22,-16.68,62.4062,5.969659612356,2.51,0.241435046078,18.0962798293,汽车零部件,2024-04-29,20221231,2022
2884,002432,九安医疗,35.1382,26315360917.43,997.8008975915,30.475,16030169077.77,1664.19,-102.4951,40.357099476449,143.63,37.606937967752,79.6043272377,医疗器械,2024-04-29,20221231,2022
2885,002403,爱仕达,-0.23,2939964154.56,-16.1980020484,-0.9706,-78728562.33,11.05,-1843.9524,6.035009894461,-3.73,-0.112911323881,27.5951014084,小家电,2024-04-29,20221231,2022
2886,002386,天原股份,0.5424,20339443922.83,8.0456587309,38.9688,550548972.52,-14.58,-40.8596,5.986212412982,9.47,0.940832738302,7.29727617,化学原料,2024-04-29,20221231,2022
2887,002363,隆基机械,0.11,2274381362.34,16.059447602,-5.546,45577282.54,44.23,-7.5282,5.089563216198,2.19,0.709779728878,6.9949380902,汽车零部件,2024-04-29,20221231,2022
2888,002289,*ST宇顺,-0.0909,135086087.83,-26.5276118817,-24.7188,-25481701.45,2.05,-131.5194,0.881203450446,-9.82,0.000181147988,9.3964335513,光学光电子,2024-04-29,20221231,2022
2889,002254,泰和新材,0.64,3750126957.02,-14.8474944382,11.3717,435886883.96,-54.86,876.5153,5.770858368893,10.96,0.671442865179,23.1448440887,化学纤维,2024-04-29,20221231,2022
2890,002252,上海莱士,0.28,6567198581.04,53.1627121888,-2.5552,1880090066.9,45.24,-49.0956,4.275273582287,6.87,0.255993229205,44.1558223991,生物制品,2024-04-29,20221231,2022
2891,002176,江特电机,1.36,6571901829.98,120.3652221155,2.0237,2325911430.64,503.05,-40.0903,2.499582847706,74.8,1.071020431581,52.8573848385,电机Ⅱ,2024-04-29,20221231,2022
2892,002174,游族网络,-0.72,1980551943.26,-38.1924051258,18.565,-634828788.86,-478.16,-23031.946,4.827865183289,-13.12,0.171985720872,40.0720521868,游戏Ⅱ,2024-04-29,20221231,2022
2893,002169,智光电气,0.0549,2351960733.79,24.4974998466,30.1958,42278762.61,-87.41,-96.8295,4.206103593355,1.28,0.28589688605,8.3148221856,电网设备,2024-04-29,20221231,2022
2894,002146,荣盛发展,-3.75,31892297350.73,-32.4944359061,-16.4902,-16307008247.67,-229.16,-1700.172,5.356461322039,-69.37,0.517850664892,2.3881172494,房地产开发,2024-04-29,20221231,2022
2895,002131,利欧股份,-0.07,20268337621.01,-0.0619767743,-3.9712,-441101401.43,56.53,64.2589,1.721197168916,-3.75,-0.0075043879,8.6654197885,通用设备,2024-04-29,20221231,2022
2896,002100,天康生物,0.21,16989111174.58,8.1361874407,-21.2194,280779316.85,142.91,-93.5894,5.841637719613,3.81,0.242173830702,10.1431544557,饲料,2024-04-29,20221231,2022
2897,002099,海翔药业,0.05,2704144046.05,8.8261871805,4.9339,88013729.03,-7.58,-435.9291,3.773349654864,1.44,0.071718629052,26.6359404209,化学制药,2024-04-29,20221231,2022
2898,002037,保利联合,-1.62,6363929666.94,5.5697950145,51.9122,-785770116.44,-1227.14,-445.4877,5.335079640729,-26.3,-0.642604020427,16.2997967444,化学制品,2024-04-29,20221231,2022
2899,001389,广合科技,0.74,2412386842.49,16.2291756921,-25.422,279651263.89,176.6323247068,-46.5426,3.708090074079,22.1,1.133858481711,26.0599892201,元件,2024-04-29,20221231,2022
2900,001366,播恩集团,0.64,1709388797.19,-3.4746247384,4.8581,77190947.29,-14.19,-15.2194,4.333281550652,16.0,0.363385160392,12.9140702807,饲料,2024-04-29,20221231,2022
2901,001331,胜通能源,1.1827,5157097222.63,5.6527731335,22.5982,172086740.35,-1.09,713.4366,13.21858227375,17.63,0.478873569,3.9445128441,燃气Ⅱ,2024-04-29,20221231,2022
2902,001324,长青科技,0.64,517613969.43,7.7856626649,-19.3723,66664637.96,0.8538641924,21.756,4.532849091787,15.26,0.286358407729,30.2165983797,轨交设备Ⅱ,2024-04-29,20221231,2022
2903,001314,亿道信息,1.97,2753939548.83,-18.7989803566,-12.8358,197179218.64,-13.12,-66.6477,8.615444617575,24.44,-0.235381412832,19.349404873,消费电子,2024-04-29,20221231,2022
