序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期,report_date,year
5480,834084,聚能鼎力,-0.63,26870951.38,297.4879094398,,-58812958.12,-59.41,,0.56,-70.45,0.00319017982,19.4938394474,,2024-04-25,20221231,2022
5481,834069,金通科技,0.25,405559273.01,8.8169782274,,19535767.74,-1.25,,4.55,5.7,1.314815045548,23.4208044326,,2024-04-25,20221231,2022
5482,834065,合凯电气,0.98,325867712.0,21.6651245584,,35291622.03,-5.47,,2.47,36.7,1.838755498611,55.3754114553,,2024-04-25,20221231,2022
5483,834054,游戏多,-0.15,4685686.66,-42.9380758966,,-3097897.95,66.12,,-0.03,,-0.039378528721,12.1175970823,,2024-04-25,20221231,2022
5484,834040,华信电气,-0.08,87247996.71,-34.4298440925,,-2867842.91,-148.35,,1.47,-5.09,0.235151009669,25.0769184566,,2024-04-25,20221231,2022
5485,834012,浦敏科技,-0.09,30713199.63,-34.0239128485,,-2828032.3,-456.27,,0.83,-10.09,0.092018965571,17.8482357294,,2024-04-25,20221231,2022
5486,833918,融安特,0.12,81533861.7,-8.9883124421,,2617211.5,-26.72,,2.04,5.82,-0.361714801981,55.2899596438,,2024-04-25,20221231,2022
5487,833908,ST比科斯,-0.16,184709466.97,-31.7576996813,,-14049943.28,-179.97,,0.08,-99.93,-0.12711567307,10.5804400016,,2024-04-25,20221231,2022
5488,833903,杭真能源,1.56,478802651.48,77.735348378,,73202906.8,568.67,,3.84,49.69,1.026520036667,21.024373169,,2024-04-25,20221231,2022
5489,833844,智德股份,-0.13,24176957.04,-77.0397898133,,-7766305.13,-121.47,,1.54,-8.19,0.038837977411,36.6134227536,,2024-04-25,20221231,2022
5490,833830,蓝宝股份,-0.32,7624513.15,-17.6397094146,,-3165361.05,-183.05,,0.17,-95.36,0.097802099,49.2421312173,,2024-04-25,20221231,2022
5491,833824,九久科技,0.15,111027640.13,0.1998780611,,7087157.86,-30.77,,2.81,5.44,0.277109455718,24.2160707266,,2024-04-25,20221231,2022
5492,833816,志成股份,0.11,82779551.13,0.4169544904,,4622209.05,13.49,,1.27,9.41,0.302817813298,30.3525619999,,2024-04-25,20221231,2022
5493,833815,嘉友互联,0.03,47206651.55,1.6401717227,,348692.8,-51.8,,1.32,2.23,0.575133806667,41.8579480459,,2024-04-25,20221231,2022
5494,833765,爱扑网络,0.1112,24573321.83,39.9267000054,,1182651.3,129.28,,0.68,17.88,0.228569531517,81.9466811175,,2024-04-25,20221231,2022
5495,833727,兆晟科技,0.71,198940357.76,70.6997462491,59.7835,42019430.81,91.42,48.2083,4.72,21.68,0.648339503908,46.6272358482,,2024-04-25,20221231,2022
5496,833700,阿斯克,0.52,119870870.42,46.2472431033,,18954791.61,57002.19,,3.33,16.9,-0.129645889286,46.2441283656,,2024-04-25,20221231,2022
5497,833682,福特科,0.79,485815726.21,-2.1702415808,,60899494.74,-2.32,,8.38,9.92,1.132109589727,32.5439349902,,2024-04-25,20221231,2022
5498,833653,凯东源,0.26,672287249.03,4.2340864288,,19702429.03,63.79,,1.73,16.06,0.759400734467,12.1468077236,,2024-04-25,20221231,2022
5499,833628,金山地质,-0.16,15448598.52,32.22182282,,-3723522.49,67.77,,1.36,-11.41,-0.580940279788,12.3969252455,,2024-04-25,20221231,2022
5500,833576,金尚互联,0.11,14021966.77,-2.0399057996,,3324715.76,166.77,,1.06,10.61,0.082368449888,82.1360054471,,2024-04-25,20221231,2022
5501,833535,新青年,-0.02,29894374.75,-15.8456287377,,-262966.39,-154.91,,2.14,-1.11,0.974666263636,28.031181853,,2024-04-25,20221231,2022
5502,833532,福慧达,0.23,901782882.65,-46.1701369847,,25225545.27,-70.88,,10.87,2.15,0.09201854775,5.7358956746,,2024-04-25,20221231,2022
5503,833496,华安新材,-0.13,32101752.77,2.8030188793,,-8795529.65,61.73,,0.98,-12.3,0.048589059979,14.1625036881,,2024-04-25,20221231,2022
5504,833492,奇石缘,0.13,79294198.91,-18.2023357907,,8956029.22,-65.32,,1.69,7.77,0.106220971424,53.9120013918,,2024-04-25,20221231,2022
5505,833442,江苏铁科,0.58,332911797.24,36.2194153543,,104027516.98,34.13,,3.52,16.81,0.445523775973,36.2021189544,,2024-04-25,20221231,2022
5506,833428,江大源,0.01,29369058.42,-20.9022385676,,396261.88,-94.21,,2.43,0.42,0.244433982813,70.3036886124,,2024-04-25,20221231,2022
5507,833422,康海时代,0.04,6793603.34,-12.7887425686,,287250.12,220.78,,0.8,5.4,0.198943934757,64.6383284426,,2024-04-25,20221231,2022
5508,833390,国德股份,-0.0502,24748911.58,-42.9024076071,,-2831820.1,4.35,,1.51,-3.2595,0.022814340411,23.6686825239,,2024-04-25,20221231,2022
5509,833347,三元环境,-0.25,66116743.32,-21.2973541399,,-9790796.09,-1193.91,,1.23,-18.32,0.030676364137,28.669890739,,2024-04-25,20221231,2022
5510,833324,迪赛新材,0.06,59538758.65,0.046512701,27.2738,3670862.54,-66.9371891612,-94.1362,1.47,4.27,0.193746442785,40.1752679303,,2024-04-25,20221231,2022
5511,833300,利树股份,-0.28,51307792.99,-77.5938075598,,-106028649.02,-19.32,,0.78,-30.25,0.043471316334,-25.6107836144,,2024-04-25,20221231,2022
5512,833219,软汇科技,0.07,1875257.6,-42.3420188095,,715311.66,194.43,,0.64,11.93,0.163750049,72.1029926768,,2024-04-25,20221231,2022
5513,833217,拓阔技术,-0.04,276106.2,-33.0937070774,,-807177.91,-120.46,,0.002,-680.19,0.000388881125,1.9519264689,,2024-04-25,20221231,2022
5514,833201,仁盈科技,0.04,3413415.82,-36.9915518548,,513402.34,202.18,,0.01,-68.48,0.0472227152,73.2511745375,,2024-04-25,20221231,2022
5515,833200,宏业高科,1.08,155338236.59,4.7275563227,,32522921.71,564.69,,2.76,47.31,1.951594772333,38.1697902922,,2024-04-25,20221231,2022
5516,833183,超凡股份,0.82,509947129.94,-2.7297017201,,50134571.47,30.99,,3.83,22.55,1.781967806247,41.944672738,,2024-04-25,20221231,2022
5517,833176,桂林五洲,0.17,210080131.3,-2.3074588704,,17030726.26,-31.83,,1.63,9.52,0.11199801898,14.9922070046,,2024-04-25,20221231,2022
5518,833118,棒杰小贷,0.13,23106489.76,-5.8220560523,2.2658,32816176.37,-32.5,-69.1732,1.23,11.53,0.115326401649,,,2024-04-25,20221231,2022
5519,833091,恒达股份,-0.04,86983304.27,-4.0850008807,,-1896906.55,-119.22,,2.09,-2.0,-0.195848420536,33.4429987158,,2024-04-25,20221231,2022
5520,833084,赛奇股份,-0.14,14748931.75,-29.4520518525,,-2062177.5,-438.75,,1.77,-7.51,-0.000839356667,23.2384911538,,2024-04-25,20221231,2022
5521,833063,高华股份,0.26,287950687.48,2.6662777522,,28999945.65,1.72,,2.51,10.8,0.35787467159,21.4363396352,,2024-04-25,20221231,2022
5522,833050,欣威视通,0.26,146473236.05,-2.8669461753,15.8813,7090415.29,-46.48,-127.9483,2.01,12.65,-0.123820777407,25.4527660516,,2024-04-25,20221231,2022
5523,833022,欧迈机械,0.35,127078371.99,47.7251795192,10.8998,17118218.41,44.0626735057,23.2424,1.93,30.98,0.944578560909,35.5706236098,,2024-04-25,20221231,2022
5524,833016,希尔传媒,-0.19,258075692.52,-1.6807428601,,-13900566.27,-859.53,,1.62,-10.89,0.866806254318,23.0104127553,,2024-04-25,20221231,2022
5525,832996,民生科技,-0.85,502499603.99,4.2536726774,,-35424483.92,-256.2,,9.64,-8.48,1.353361297349,4.7423803006,,2024-04-25,20221231,2022
5526,832929,雷石集团,0.3,3061525.44,-42.8868843373,,16213165.62,-22.53,,3.31,9.4,-0.298448262692,60.9652533216,,2024-04-25,20221231,2022
5527,832849,华宽通,-0.121,15085515.42,-59.4653703444,,-6877236.36,-139.81,,1.64,-6.37,0.1157359537,56.7595303946,,2024-04-25,20221231,2022
5528,832825,海明科技,-0.4,17371597.86,-30.4225899805,,-4022416.04,-382.78,,1.03,-32.63,-0.223924084,29.9470852476,,2024-04-25,20221231,2022
5529,832816,索克服务,0.38,495612040.34,22.2261065269,,43521507.75,4.24,,1.73,31.9,-0.002984175347,21.3068627141,,2024-04-25,20221231,2022
5530,832814,昌耀新材,0.22,243617670.57,-7.7692230222,,17859494.93,9.79,,5.01,4.37,0.186851798065,28.9899529064,,2024-04-25,20221231,2022
5531,832770,赛格导航,-0.04,206147420.37,-23.915065545,,-2426817.08,-125.15,,1.67,-2.15,0.067127287829,31.0818652618,,2024-04-25,20221231,2022
5532,832754,商安信,0.09,47359713.56,-13.0366138153,,6098643.56,383.97,,1.51,6.12,0.12370793934,40.526431026,,2024-04-25,20221231,2022
5533,832734,洁利来,0.05,27779331.92,54.2333692733,,604751.94,195.71,,1.59,2.98,0.156454176154,34.5175157114,,2024-04-25,20221231,2022
5534,832713,华莱士,-1.53,898547.87,-73.3690744487,,-3050708.53,-534.58,,-0.79,,0.502676005,-68.3549336108,,2024-04-25,20221231,2022
5535,832694,维冠机电,1.11,570065499.85,-1.1654966183,-7.2899,62595979.63,6.41,-41.1001,10.31,11.02,1.089310145018,25.251887195,,2024-04-25,20221231,2022
5536,832685,华洋科技,-1.5964,-16539891.14,-115.8403338398,,-53525537.45,-298.75,,3.33,-38.67,-0.183949446585,,,2024-04-25,20221231,2022
5537,832661,蓝太平洋,-0.05,10260367.33,39.9369789509,,-943868.8,-2.39,,0.04,-74.83,-0.058437996454,38.1489100157,,2024-04-25,20221231,2022
5538,832658,特别传媒,0.26,58813812.3,6.2077054925,,13308498.06,0.62,,1.61,16.73,0.476726364118,52.4641715327,,2024-04-25,20221231,2022
5539,832653,金点物联,-0.198,11537619.75,-7.7198610638,,-26734857.48,-77.1,,0.37,-46.38,-0.035348564667,48.3501498652,,2024-04-25,20221231,2022
5540,832627,锦达保税,0.31,143882689.85,33.4739887094,-35.1765,10319500.15,49.78,-101.8914,2.03,15.18,0.378855296716,16.5548252224,,2024-04-25,20221231,2022
5541,832614,旺大集团,-0.26,686672444.48,-12.7510370412,,-20190039.88,-40.27,,2.08,-11.94,0.25557614719,10.586968556,,2024-04-25,20221231,2022
5542,832603,懿姿股份,0.88,68682882.45,87.7307716501,,4407983.54,255.78,,3.3,30.84,2.713107168,48.3582316368,,2024-04-25,20221231,2022
5543,832583,浙江至信,0.22,71292838.68,-19.6971132484,,7850519.42,-38.9,,2.4,9.61,0.354255771494,26.7692927275,,2024-04-25,20221231,2022
5544,832575,云迅通,0.09,33822934.29,2.6767462024,,2152016.18,30.96,,0.27,41.23,-0.003428076522,29.0523434062,,2024-04-25,20221231,2022
5545,832572,上海青禾,0.04,17114603.62,-47.2861107523,,657046.33,47.78,,0.59,11.84,0.182252057,36.4166661314,,2024-04-25,20221231,2022
5546,832558,爽口源,0.22,108889432.19,-12.0844056376,,10060741.09,-54.4,,4.02,5.72,0.111634833685,24.9631037037,,2024-04-25,20221231,2022
5547,832524,尚洋信息,-0.18,4118225.31,-78.2296994798,,-5470094.98,-200.68,,1.35,-10.83,-0.243260831035,34.5561675935,,2024-04-25,20221231,2022
5548,832518,佳汇设计,-0.71,52463173.26,-16.4175924538,,-7872543.0,-2287.13,,1.08,-49.55,-0.118975195495,29.6075528696,,2024-04-25,20221231,2022
5549,832470,万里运业,-0.48,152338693.52,-37.9512091314,,-31534991.67,-5949.37,,7.19,-6.31,0.699913294545,-53.2979021901,,2024-04-25,20221231,2022
5550,832468,向明轴承,0.35,73324487.55,-39.100018862,,4915359.43,-62.42,,3.83,8.4,1.889759669286,21.445046335,,2024-04-25,20221231,2022
5551,832431,兴亿海洋,-0.14,80852382.52,1.7319660844,,-5326147.57,-5.22,,1.28,-10.41,0.049875700265,15.8965149318,,2024-04-25,20221231,2022
5552,832383,大通物流,0.44,170460143.1,4.7070601943,,24829624.89,-8.89,,5.04,9.06,0.683108640889,35.3632127099,,2024-04-25,20221231,2022
5553,832381,国汇小贷,0.05,19086833.83,-2.5123016672,17.5938,7646166.58,5.88,-109.878,1.19,4.3,0.071392975333,,,2024-04-25,20221231,2022
5554,832270,骏驰科技,-0.04,298028721.37,11.3227659217,,-2157131.83,57.37,,2.11,-1.79,0.955644554965,27.678563479,,2024-04-25,20221231,2022
5555,832266,首帆动力,0.78,456566042.84,2.2684269526,34.2117,46137176.44,115.2,47.1847,3.52,26.07,0.958709722782,20.4364868529,,2024-04-25,20221231,2022
5556,832217,丰禾支承,0.17,120121533.17,-18.2930036257,,4146675.62,-23.77,,3.99,4.27,0.741321341814,18.9467142396,,2024-04-25,20221231,2022
5557,832209,新比克斯,-0.06,8846597.2,-28.3862878435,,-1918316.45,-43754.84,,0.51,-9.94,-0.004613943498,49.2400705211,,2024-04-25,20221231,2022
5558,832173,凯林科技,-0.0949,103975366.04,-14.39763871,,-1233932.88,-125.63,,3.06,-2.98,0.646905510769,15.5688591024,,2024-04-25,20221231,2022
5559,832152,华富股份,0.06,56541469.37,-7.7407441859,,2732860.82,-31.11,,0.53,12.61,0.117091593793,19.8498655147,,2024-04-25,20221231,2022
5560,832114,中爆数字,0.3,78465954.78,-15.6053586467,,19337719.36,-18.45,,1.65,18.17,0.282670353327,72.7032004389,,2024-04-25,20221231,2022
5561,832088,鑫鑫农贷,0.09,62557169.38,2.3047991629,20.7285,35132946.45,0.81,-13.6755,1.4,6.31,-0.2813115702,,,2024-04-25,20221231,2022
5562,832069,科飞新材,0.16,45859698.62,48.354449333,-1.0279,5836810.84,165.42,-35.9996,1.45,11.69,0.157026518731,25.3074607318,,2024-04-25,20221231,2022
5563,832063,鸿辉光通,0.43,943914867.69,18.6051087468,1.2874,57064849.25,-1.3309394339,-24.5855,4.15,11.06,0.223813894697,15.6498695165,,2024-04-25,20221231,2022
5564,832049,广德环保,0.02,628297746.74,35.9278511541,,1135562.74,-93.85,,3.71,0.82,0.138440997746,3.3685345459,,2024-04-25,20221231,2022
5565,832047,联洋新材,-0.36,294758328.81,-24.5926529939,,-52832347.43,-935.72,,2.68,-12.5,0.417526170935,7.7307054535,,2024-04-25,20221231,2022
5566,832043,卫东环保,0.02,231021608.8,85.6779790262,,3112960.56,114.28,,0.94,2.0,0.020382217365,15.2310385045,,2024-04-25,20221231,2022
5567,832032,青晨科技,-0.015,307291461.87,-22.8517802016,,-1664872.92,14.18,,1.74,-0.92,0.119873846964,17.1536438205,,2024-04-25,20221231,2022
5568,832022,珈诚生物,0.51,151520154.5,-17.3845818458,,12410478.01,8.83,,4.27,12.53,-0.008975316049,24.950106192,,2024-04-25,20221231,2022
5569,832013,博涛科技,0.79,188026100.64,22.1873865104,,20433879.77,2.65,,7.09,11.8,0.396471694426,50.9285294776,,2024-04-25,20221231,2022
5570,831984,大道信通,0.2,155439482.28,-0.5822187596,,12462886.98,-31.03,,2.41,8.91,-0.006792286033,20.0438492544,,2024-04-25,20221231,2022
5571,831951,天禄华鑫,0.0,11205919.41,86.4290508567,,73408.31,108.84,,0.02,22.75,-0.013644083189,22.4024194548,,2024-04-25,20221231,2022
5572,831945,安泽电工,-0.3,119208057.91,-38.0919163261,,-17111291.87,-230.57,,3.38,-8.37,0.332895321379,26.5316877521,,2024-04-25,20221231,2022
5573,831936,联科生物,-0.23,38146997.32,-1.3314981979,,-5268365.44,-342.53,,1.05,-18.99,-0.10583695875,39.4108370153,,2024-04-25,20221231,2022
5574,831880,春旺新材,0.47,191125347.45,15.0562445127,,14763450.82,5.3,,3.02,16.35,1.491752151901,24.6862160041,,2024-04-25,20221231,2022
5575,831873,环宇建科,0.0719,3786601830.85,14.3349106902,,25855613.58,-53.58,,2.12,3.42,0.233374928038,3.9064498832,,2024-04-25,20221231,2022
5576,831870,欧森纳,-0.13,39839868.98,0.983964626,,-6290895.49,-7942.5366487391,,0.8,-15.54,0.027211622747,18.5324984219,,2024-04-25,20221231,2022
5577,831850,分豆智慧,-0.03,8110963.42,-47.4412874511,,-3420181.66,69.0363031828,,0.12,-20.01,0.00452529968,74.7481992713,,2024-04-25,20221231,2022
5578,831838,福康药业,0.18,22712868.2,-6.4554420515,,2703200.84,-24.31,,2.15,8.64,0.570985578844,16.6837946077,,2024-04-25,20221231,2022
5579,831773,金巴赫,0.05,67762822.41,2.5601475046,,682336.29,476.7108931068,,1.34,3.87,0.484085926499,11.3463953486,,2024-04-25,20221231,2022
5580,831769,中马园林,0.01,125297310.38,-42.7879838776,,295160.22,-96.91,,2.91,0.5,-0.680862437682,19.116104374,,2024-04-25,20221231,2022
5581,831745,考迈托,-0.24,89931792.1,-22.6679573965,,-15323816.23,-408.2484938947,,0.6,-32.93,-0.097353689212,12.8904048049,,2024-04-25,20221231,2022
5582,831727,中钢网,0.45,11270595496.92,20.2855525481,,43751378.76,13.04,,2.18,23.16,-0.252997526974,1.2509367405,,2024-04-25,20221231,2022
5583,831714,福航环保,0.26,72762648.39,-66.4347547311,,12614862.72,-65.88,,2.79,9.43,0.5702331075,35.5204499587,,2024-04-25,20221231,2022
5584,831711,青浦资产,0.13,22557420.45,1.0354134034,,42110610.39,-14.7,,4.04,3.07,0.032892270429,-18.9052219843,,2024-04-25,20221231,2022
5585,831690,恒升机床,-0.08,67177350.78,-26.5982914661,,-9461043.47,-69.9595076253,,1.2,-6.52,-0.14785102363,13.86106953,,2024-04-25,20221231,2022
5586,831670,捷福装备,-0.06,42453531.88,-56.2041209136,,-3006098.23,56.94,,0.04,-89.52,0.181333427767,13.8948259162,,2024-04-25,20221231,2022
5587,831664,雅达养老,0.23,66508293.21,217.126402877,,13420598.03,178.04,,0.79,33.86,-0.106104913103,30.035358398,,2024-04-25,20221231,2022
5588,831662,快乐沃克,0.54,765966510.11,15.8830121891,,29905390.58,-14.89,,2.38,23.43,-0.975742704182,19.9584838295,,2024-04-25,20221231,2022
5589,831658,华升泵阀,0.53,281720010.32,40.6983573027,,38896855.09,173.4303524822,,3.62,17.73,0.21222224443,41.9239042395,,2024-04-25,20221231,2022
5590,831638,天物生态,0.0955,128109917.3,-0.5186048692,,7154100.67,-74.88,,2.04,4.83,0.431343052663,41.238321836,,2024-04-25,20221231,2022
5591,831634,ST盛世股,-0.0708,4911279.19,-5.5407827144,,-3680743.34,78.38,,0.22,-28.29,-0.0787956275,51.0321189865,,2024-04-25,20221231,2022
5592,831626,胜禹股份,0.2126,561591845.43,-22.3749639607,,28069502.08,-9.28,,1.78,12.39,0.33049624574,9.3905586235,,2024-04-25,20221231,2022
5593,831625,蓝天精化,-0.2102,91958749.28,-19.1893157758,,-11306075.36,-392.39,,1.16,-16.51,0.240851239503,-0.0257143884,,2024-04-25,20221231,2022
5594,831614,合富新材,-0.9,108090566.31,-17.7695861581,,-35191218.53,-39.98,,1.1,-48.4,0.027324395313,11.3849072034,,2024-04-25,20221231,2022
5595,831588,山川秀美,0.01,53842272.09,-57.8679300349,383.0948,1393683.29,-93.82,53.4648,2.97,0.48,0.030227037026,51.3738984561,,2024-04-25,20221231,2022
5596,831587,万事兴,0.649,72897217.42,149.7243491029,,12133864.09,355.41,,1.79,44.39,-0.105698850802,34.4571405864,,2024-04-25,20221231,2022
5597,831527,约顿气膜,-0.22,85708544.56,-51.4589180466,,-14880113.87,-395.7805372676,,2.81,-7.52,-0.335295231882,20.4172148178,,2024-04-25,20221231,2022
5598,831524,世臻科技,-0.27,86306056.21,-33.4406762743,,-15238539.73,-435.5398579588,,0.68,-33.27,-0.020566269286,9.466392961,,2024-04-25,20221231,2022
5599,831523,亚成生物,-0.19,61762523.4,-4.4825961121,,-13726890.84,-4.45,,2.36,-7.85,0.09894958965,-6.1906321172,,2024-04-25,20221231,2022
5600,831516,金科环保,-0.1702,150318842.5,-23.5837836487,,-12135431.88,-93.35,,1.45,-11.08,0.31468532965,8.2562870852,,2024-04-25,20221231,2022
5601,831483,汇通华城,0.07,96557761.85,11.0409519232,,4661176.3,8.24,,1.49,4.47,-0.023235464646,49.4008129705,,2024-04-25,20221231,2022
5602,831482,和信基业,0.07,31275431.18,67.5390269872,,1365733.52,-38.79,,0.56,12.75,-0.313929901961,25.9071968133,,2024-04-25,20221231,2022
5603,831478,ST天数,-0.1426,59047180.27,-44.6296733167,,-9226779.01,-201.69,,0.04,-132.68,-0.046731908951,23.129753288,,2024-04-25,20221231,2022
5604,831462,友泰电气,0.83,132205484.33,66.7454300723,,20347551.44,199.09,,2.17,46.47,0.952579897047,30.5364323232,,2024-04-25,20221231,2022
5605,831448,贝欧特,0.04,51990600.92,-8.3865611716,,1876257.84,117.82,,1.01,3.59,0.14290005322,41.3133348911,,2024-04-25,20221231,2022
5606,831434,巨创计量,-0.1,12234761.58,-51.1024050123,,-4407422.67,-202.01,,0.16,-49.58,-0.018268606323,19.8558450372,,2024-04-25,20221231,2022
5607,831418,ST三合盛,-0.11,26404461.51,-70.9581154281,,-9347903.88,-283.6,,0.06,-81.43,-0.200373349573,-14.6895278229,,2024-04-25,20221231,2022
5608,831401,信立方,0.79,87149962.2,9.6191712105,,20539285.8,16.79,,4.25,19.43,0.816205586208,53.3467789272,,2024-04-25,20221231,2022
5609,831398,东联教育,-0.03,3058423.68,-60.3970710877,,-2385509.08,-5344.94,,0.01,-147.95,-0.004291717903,36.7970610926,,2024-04-25,20221231,2022
5610,831395,智通建设,0.39,424610187.52,1.918412034,,36337334.93,-21.7,,2.46,15.25,0.558080305313,25.9567570938,,2024-04-25,20221231,2022
5611,831390,宜都运机,0.85,196309478.29,41.0623706512,,34572519.65,17.7,,3.67,25.63,0.403311813996,33.8584108872,,2024-04-25,20221231,2022
5612,831373,电科电源,0.16,413942071.76,15.3267638321,,12100438.44,808.86,,3.24,4.91,0.574507358167,19.9489399347,,2024-04-25,20221231,2022
5613,831372,宝成股份,-0.0761,218922545.86,-49.3586049548,,-5139999.25,-207.31,,0.13,-54.3,0.120938149185,11.2233213868,,2024-04-25,20221231,2022
5614,831351,浙达精益,0.19,125294564.31,13.7807318887,,9731596.33,-3.91,,1.18,18.03,-0.03197601,46.0960100129,,2024-04-25,20221231,2022
5615,831331,华奥科技,-0.12,9296925.75,36.5545171803,,-9809296.16,-119.763256026,,0.82,-13.33,-0.131108678672,22.380543805,,2024-04-25,20221231,2022
5616,831276,松科快换,0.504,97433019.86,81.9992445855,,24947171.41,388.95,,3.2,16.63,-0.093600986567,47.3675575963,,2024-04-25,20221231,2022
5617,831259,创优股份,0.07,5069327.69,106.3177782484,,855998.13,171.357945843,,0.24,36.59,0.040272735652,66.568109942,,2024-04-25,20221231,2022
5618,831252,博润通,0.1,66866130.75,26.1569859586,,2453786.36,-9.7,,1.49,6.87,-0.310809884046,22.6689434247,,2024-04-25,20221231,2022
5619,831232,红旗种业,0.03,219097491.99,-15.5441416115,,2741557.77,-46.38,,1.79,1.46,-0.22830951687,14.6334889728,,2024-04-25,20221231,2022
5620,831176,天鸿股份,0.06,41985897.42,101.2193859401,,2338623.53,137.11,,0.71,8.36,-0.029875887282,26.1050874544,,2024-04-25,20221231,2022
5621,831154,益方田园,0.17,38888555.76,0.4482109574,,3329551.69,-1.4,,2.53,6.58,0.433446332491,24.9111632733,,2024-04-25,20221231,2022
5622,831116,腾远股份,-0.08,86645666.93,-33.8916588489,,-2350594.47,-121.78,,1.8,-4.25,0.106119994333,14.9977060255,,2024-04-25,20221231,2022
5623,831074,佳力科技,0.35,502563584.45,19.0683181997,,36095484.84,239.87,,5.0,6.93,0.327314601639,15.3646999841,,2024-04-25,20221231,2022
5624,831068,凌志装备,0.19,315166476.41,-36.9912151655,,22192428.82,-63.41,,7.47,2.54,-0.298962737234,40.4495867873,,2024-04-25,20221231,2022
5625,831057,多普泰,0.49,580141790.7,6.9074131222,,47433659.21,4.31,,4.92,9.87,0.97264015523,77.5662764627,,2024-04-25,20221231,2022
5626,831021,华雁智科,-0.4,127876867.44,-39.4163725543,,-48183029.88,-400.8956547691,,1.54,-23.02,0.02239779134,40.1231363711,,2024-04-25,20221231,2022
5627,830999,元聚变,-0.62,7098325.57,-95.3913188072,,-83972285.82,-324.32,,0.69,-57.68,-0.068390979893,7.0496774918,,2024-04-25,20221231,2022
5628,830990,鹏盾能源,0.12,3693280863.54,0.872168694,,16734664.19,-24.89,,1.61,7.46,-0.115849352085,1.1358625891,,2024-04-25,20221231,2022
5629,830980,日昇生态,-0.45,50903264.72,-10.4450817025,,-62089904.58,-2.14,,1.52,-25.86,-0.060269342899,5.3632899285,,2024-04-25,20221231,2022
5630,830971,科特环保,0.03,61573734.35,-33.1094320027,,1187957.26,-92.26,,2.49,1.1,0.130553531515,50.4138092446,,2024-04-25,20221231,2022
5631,830961,圣华农科,0.1493,73584961.95,8.0760018068,,4926575.14,129.0,,0.73,22.65,0.246121964848,21.4292290736,,2024-04-25,20221231,2022
5632,830928,康定电子,-0.15,129577519.91,-2.1327151895,,-6225189.26,-3.82,,1.45,-9.9,0.380439227394,16.2134344789,,2024-04-25,20221231,2022
5633,830926,迪浩股份,0.01,45696232.24,15.7810210341,,480528.82,108.5467781687,,0.52,1.9,0.173429331212,31.3118711951,,2024-04-25,20221231,2022
5634,830915,味群食品,0.1396,367952653.06,-1.9095256416,,11366776.08,547.32,,1.46,9.82,0.36695404908,19.5085005239,,2024-04-25,20221231,2022
5635,830914,海赛电装,-0.11,8526819.18,-50.8873872556,,-2644059.17,38.67,,1.59,-6.63,0.005901506203,43.265738397,,2024-04-25,20221231,2022
5636,830911,标榜新材,0.21,427167031.71,14.1723108338,,14092220.28,211.24,,2.5,8.38,0.399512123337,15.059507339,,2024-04-25,20221231,2022
5637,830868,建策科技,0.008,33438736.38,2.8490944725,,129523.57,-54.68,,1.31,0.61,0.201701392084,31.2969778256,,2024-04-25,20221231,2022
5638,830867,ST全华,-0.29,4842823.56,-4.305330982,,-3725984.63,-32.07,,0.57,-40.37,0.02147285571,36.8670282508,,2024-04-25,20221231,2022
5639,830841,长牛股份,-0.23,6886876.28,-68.2462572431,,-13152395.8,-128.14,,0.13,-97.18,0.447567120524,29.8245893565,,2024-04-25,20221231,2022
5640,830769,华财股份,-0.1,106830850.46,0.9670595899,,-4977927.15,-341.38,,1.03,-9.58,-0.058238802745,36.4626855841,,2024-04-25,20221231,2022
5641,688702,盛科通信,-0.08,767503222.81,67.3568211213,6.9025,-29420693.23,-751.1783150543,-127.8115,1.006823455917,-7.8,-0.307935365611,43.1624194524,半导体,2024-04-25,20221231,2022
5642,688690,纳微科技,0.685,705841186.56,58.1373970616,33.6303,275127578.72,46.27,34.6801,3.834861729685,21.64,0.277519635096,78.6174778571,化学制药,2024-04-25,20221231,2022
5643,688677,海泰新光,1.5,476821312.39,53.9747594222,-4.3884,182569601.64,55.07,-28.8557,14.017512094045,15.86,1.199997372384,64.3473066277,医疗器械,2024-04-25,20221231,2022
5644,688631,莱斯信息,0.73,1575876149.12,-2.6486924861,90.3804,89495007.42,-7.6251084532,315.0957,6.222445745432,12.39,0.474696630016,27.6323014079,软件开发,2024-04-25,20221231,2022
5645,688573,信宇人,0.91,669476458.18,24.7494401455,187.3354,66728288.17,10.3802406202,1465.4241,5.051967116879,19.84,-0.665041628617,23.8444655117,电池,2024-04-25,20221231,2022
5646,688435,英方软件,0.59,196868133.72,23.2115841184,43.3447,36964848.24,9.08,134.6879,6.304211392138,9.83,-0.127334035796,86.8489764439,软件开发,2024-04-25,20221231,2022
5647,688408,中信博,0.33,3702590892.78,53.2936189658,75.6523,44430897.66,195.57,601.6255,18.387233566208,1.8,-1.825129389293,12.4422694448,光伏设备,2024-04-25,20221231,2022
5648,688395,正弦电气,0.53,347512319.73,-21.98631864,1.1026,45846565.01,-37.39,-72.9719,7.938185655349,6.85,1.255785178837,28.6108259952,自动化设备,2024-04-25,20221231,2022
