序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期,report_date,year
41,300277,海联讯,0.0323,327630091.46,24.0401783945,182.1712,10835146.21,35.13,-94.8499,1.400696589224,2.29,0.271756571343,22.9005294403,IT服务Ⅱ,2024-08-02,20191231,2019
42,002092,中泰化学,0.1786,83115316851.95,18.3597324765,-22.5112,383258654.67,-85.87,-293.3694,8.939596578084,1.9253,3.777752420181,7.0625607727,化学原料,2024-07-02,20191231,2019
43,000547,航天发展,0.41,4039258215.89,14.8888201556,96.2777,664358699.43,50.64,318.4732,4.871249040829,9.05,0.024161606364,37.0545403218,军工电子Ⅱ,2024-06-29,20191231,2019
44,600136,ST明诚,0.01,1782335445.21,-33.205478151,20.2065,3230128.55,-40.96,-2341.8342,6.64339656833,0.08,0.611339775811,22.1066218516,房地产服务,2024-05-29,20191231,2019
45,833737,望湘园,-0.66,766487789.39,-14.9881913463,,-39891663.61,-338.66,,2.15,-28.38,0.395534247,69.6695509546,,2024-05-24,20191231,2019
46,002388,新亚制程,0.1028,1506186044.0,79.8113777616,28.7762,51774982.52,60.97,66.9603,2.357883138461,4.42,0.089484208481,14.4233000462,其他电子Ⅱ,2024-05-23,20191231,2019
47,600594,益佰制药,0.162,3361025745.29,-13.4395009474,-5.2445,128105183.11,114.6606401544,-152.393,4.341311705404,4.023,0.458013882813,78.1137795002,中药Ⅱ,2024-05-18,20191231,2019
48,603377,ST东时,0.42,1114188921.19,6.0204709743,-22.7619,244294668.63,9.42,-41.0595,3.00021317898,14.02,0.812380466446,51.5365974252,教育,2024-04-30,20191231,2019
49,601118,海南橡胶,0.0316,13747601241.97,4.19170028,52.5591,135145295.96,-42.47,296.9486,2.218770234985,1.42,0.216014223995,6.458492908,种植业,2024-04-30,20191231,2019
50,600624,ST复华,0.007,1399901826.36,38.8484764318,-8.326,4748602.34,29.74,-395.1504,1.727778701808,0.43,0.027236386068,37.9857681687,化学制药,2024-04-30,20191231,2019
51,600517,国网英大,0.18,7603296316.62,54.2556156289,117.3939,952752773.09,-18.13,-331.1626,10.314949595246,7.05,1.158181154192,13.8809592292,多元金融,2024-04-30,20191231,2019
52,600287,苏豪时尚,0.5409,3857334114.52,-21.8921919414,-56.9819,236275057.33,212.52,882.5826,5.192657434577,12.38,0.504023135153,11.655801613,贸易Ⅱ,2024-04-30,20191231,2019
53,400275,工智3,0.0645,1736701249.52,-27.1089755979,6.9175,39543503.63,-67.14,-171.8903,2.8203469658,2.39,-0.264901579032,20.9390718554,,2024-04-30,20191231,2019
54,400255,亚星3,0.06,2708096161.11,10.1933230421,-1.7698,13946225.94,6.69,-70.3815,0.790574398318,8.37,0.519560111818,17.5458342748,,2024-04-30,20191231,2019
55,300419,ST浩丰,-0.08,621046072.25,9.2321672144,-21.2696,-29604542.56,95.3,-526.8404,2.205741093857,-3.58,0.015609529768,21.3457937202,IT服务Ⅱ,2024-04-30,20191231,2019
56,002197,证通电子,0.04,1332727744.76,0.0247100104,104.2351,19515178.98,108.44,-103.8035,4.64667874857,0.85,0.203523133051,30.9819553058,计算机设备,2024-04-30,20191231,2019
57,603936,博敏电子,0.46,2669288071.08,36.9531599456,26.1082,201557149.92,61.58,48.7111,7.827878031065,8.52,0.750060373012,20.145770344,元件,2024-04-27,20191231,2019
58,603021,ST华鹏,-0.3,866432732.16,8.0384114238,40.0688,-97448967.88,-593.47,-459.2754,3.87458834329,-7.58,0.019236205676,17.7337890025,家居用品,2024-04-27,20191231,2019
59,002748,世龙实业,-0.076,1682657612.31,13.3219537974,-91.6116,-18240404.85,-132.05,62.9074,4.6741897515,-1.59,0.073272971375,9.0824990243,化学原料,2024-04-27,20191231,2019
60,000752,ST西发,-1.27,318364145.2,-1.4709653382,0.9007,-334711153.65,20.08,-1636.5833,0.121497767061,-164.88,0.156564683865,27.3658445411,非白酒,2024-04-27,20191231,2019
61,300511,雪榕生物,0.51,1964574723.12,6.3872754335,47.4691,220327429.85,45.47,2060.1558,4.054785906553,13.36,1.367366788213,21.9327885669,种植业,2024-04-26,20191231,2019
62,300078,思创智联,0.14,1539064250.5,18.8802996726,36.9346,114086372.61,-20.48,-122.4782,3.326529342221,5.09,0.004673765712,39.1819615259,IT服务Ⅱ,2024-04-26,20191231,2019
63,000903,ST云动,0.097,6811286574.48,4.2549024455,91.3765,186569751.1,-19.66,832.237,2.829791379236,3.42,0.647362934093,12.6920856692,汽车零部件,2024-04-26,20191231,2019
64,300069,金利华电,0.1481,197971172.15,7.4272706968,57.0273,17331965.99,109.71,1037.8177,3.100420034444,4.88,0.477408135043,44.4543255587,电网设备,2024-04-24,20191231,2019
65,832001,黑碳碳投,0.12,39185845.32,81.1857074757,,3545146.44,921.54,,4.06,3.65,-1.151804484667,32.4677240113,,2024-04-23,20191231,2019
66,000909,ST数源,0.156,1317102210.58,-14.3294523723,-7.9754,58520292.75,-25.48,62.773,4.629200464831,-1.45,-0.352112350041,28.1416491114,房地产开发,2024-04-20,20191231,2019
67,688579,地纬智能,0.2172,488570549.34,20.2858913108,169.3337,78176632.64,-4.9564662657,904.6741,2.335383911944,9.53,0.031594911389,45.3630244556,软件开发,2024-04-13,20191231,2019
68,002626,金达威,0.73,3191784933.45,11.1104814378,20.5734,450709531.58,-34.42,-148.9287,4.716347296082,15.24,1.489711432027,47.5280271437,食品加工,2024-04-09,20191231,2019
69,002313,日海智能,0.2,4773459061.6,7.9946425072,27.8765,62742854.88,8.98,-147.5624,6.034607147756,3.78,-1.584380627628,19.1936854046,通信设备,2024-03-29,20191231,2019
70,688500,慧辰股份,0.764,376722449.43,4.5791662473,53.8955,42590703.34,-23.5316526084,118.56,10.302368431219,7.64,0.130523476138,38.0234158481,IT服务Ⅱ,2024-03-28,20191231,2019
71,920036,觅睿科技,,186466607.89,,,27793629.53,,,1.3117594955,72.05,0.371686128,27.5874780327,计算机设备,2024-03-27,20191231,2019
72,002310,东方新能,0.01,8097778725.23,-39.0831135415,159.0399,16486763.94,-98.97,10503.8232,4.614441111739,0.13,-0.494317484866,29.1876814111,电力,2024-03-27,20191231,2019
73,400264,东方3,0.1581,13178904758.33,-9.1495656949,0.926,583628763.42,-10.99,-10.3628,5.657776050541,2.8,0.894556778966,2.2168272315,,2024-02-29,20191231,2019
74,002196,方正电机,0.03,1116214467.04,-18.143185234,3.0468,16282390.75,-103.8,-107.1466,4.328311954687,0.81,0.388219383406,19.1622115728,电机Ⅱ,2024-02-28,20191231,2019
75,300091,*ST金灵,0.12,2077867350.09,49.675995748,71.6939,149941647.36,12.97,105.3783,1.881001751584,4.38,0.008661196402,24.5838399101,通用设备,2024-02-08,20191231,2019
76,600338,西藏珠峰,0.651,2234298037.31,9.1866923957,93.0475,595153076.62,-33.37,-56.4501,2.972931829697,24.46,1.068879007218,53.0251148672,工业金属,2024-02-02,20191231,2019
77,400284,元成5,0.48,1007890013.01,-19.001517681,-38.0071,136548143.59,0.87,31.6752,3.59364737674,14.2,-0.201602690215,27.1510645842,,2024-01-31,20191231,2019
78,600771,广誉远,0.14,1202902458.53,-7.066662507,11.5091,59358908.31,-65.23,-302.4776,3.417270876144,5.59,-0.286219115314,77.62570375,中药Ⅱ,2024-01-30,20191231,2019
79,605081,*ST太和,2.53,532365068.73,67.1988690471,44.3346,148262269.07,61.6981785089,91.8425,13.857652469944,19.38,0.509837657196,57.6636943615,环境治理,2024-01-27,20191231,2019
80,300266,兴源环境,0.02,2085208393.12,-15.8105577399,9.764,35442382.48,102.74,-173.4004,1.548247121273,1.47,0.061585062729,20.4396317613,环境治理,2024-01-13,20191231,2019
81,601801,皖新传媒,0.28,8832683700.93,-10.1635103489,-12.65,557027382.28,-48.75,-130.3084,5.201128271232,5.5,0.574580088962,20.6373353542,出版,2024-01-06,20191231,2019
82,838897,埃维股份,0.48,113045161.83,2.38861686,,9556145.93,-28.56,,3.47,14.73,-0.790841841037,36.8705967821,,2024-01-04,20191231,2019
83,300149,睿智医药,0.28,1327826062.35,33.1934628353,10.2267,138922368.49,-13.75,80.8065,4.585823796511,6.2,0.430331195925,38.1835318274,医疗服务,2024-01-04,20191231,2019
84,002564,天沃科技,-0.04,8389655448.08,46.4312476617,-42.5785,-32333802.1,-43.18,-410.7847,3.247917233906,1.14,0.23932698718,13.6670890838,专用设备,2024-01-03,20191231,2019
85,002104,恒宝股份,0.1238,1136072299.54,19.903605854,-61.0078,86769193.4,-40.36,23.4828,2.766868597027,4.54,0.122998744762,27.9993372727,通信设备,2023-12-30,20191231,2019
86,000635,英力特,0.17,2087210111.84,5.0352132635,-14.7446,51084979.73,90.2861913686,-144.2401,8.815047731481,1.92,-0.267177516948,13.4550560888,化学原料,2023-12-26,20191231,2019
87,833070,三耐环保,0.26,91676104.98,46.9628760648,,2813519.53,756.4,,4.92,5.34,1.399186050909,37.1000961564,,2023-12-19,20191231,2019
88,600853,龙建股份,0.2725,11106371251.76,5.7228402966,22.496,228235911.31,52.58,71.8764,2.042504668257,13.3493,-1.016366515917,8.9603681839,基础建设,2023-12-13,20191231,2019
89,002652,扬子新材,-0.62,2195365436.27,-19.8907605287,-27.6255,-317617025.45,-901.97,-10120.06,0.870238896642,-53.75,-0.099879860389,7.8845592237,装修建材,2023-12-13,20191231,2019
90,920068,天工股份,0.091,388565450.03,42.3876666412,,53315451.27,70.2073904061,,1.09,8.742,0.014233877662,21.7729458457,小金属,2023-12-05,20191231,2019
91,839036,珠海鸿瑞,0.68,140622864.3,1.8457599713,,40990250.8,-20.7009598071,,2.6,30.35,0.826541369333,57.4982713462,,2023-12-01,20191231,2019
92,000908,*ST景峰,-1.0118,1344029111.24,-48.0206241398,-9.5795,-890146547.74,-572.56,-262.7589,1.771399289634,-43.45,0.041113301915,60.0594199641,化学制药,2023-12-01,20191231,2019
93,834019,大自然,0.49,511996585.44,2.9644006217,-2.5286,58719473.61,50.88,97.929,5.27,9.82,0.386455593986,34.0986227105,,2023-11-20,20191231,2019
94,831187,创尔生物,0.86,302694690.19,41.217509223,14.6592,73227806.4,9.1649248913,-3.0444,2.21,43.56,1.042120950613,83.5141895226,,2023-11-20,20191231,2019
95,400231,保力新5,0.07,543815130.85,-86.3957520662,-41.7859,294722969.63,107.51,472.8537,0.125354292281,77.64,-0.000136800727,12.1147656993,,2023-11-17,20191231,2019
96,600168,武汉控股,0.36,1529490559.62,5.383751428,-9.7184,257014927.32,-10.78,-92.1909,7.308962821837,4.9,1.528288324637,29.9210965659,环境治理,2023-11-08,20191231,2019
97,002873,新天药业,0.3155,773337464.67,11.3902763148,-17.9714,71422165.77,0.63,-94.6909,6.041573854273,10.72,0.288041093547,78.9767807862,中药Ⅱ,2023-10-30,20191231,2019
98,603318,水发燃气,-0.3,323609212.96,-23.4296525204,-40.085,-120107151.05,-2840.92,-143.8662,2.249290605469,-12.48,0.176168648732,8.4853449223,燃气Ⅱ,2023-10-28,20191231,2019
99,300462,ST华铭,1.89,1440180755.33,445.6410776902,2726.8685,276263637.0,425.14,1650.0018,8.385431991949,31.6,1.599670438946,49.6761145587,计算机设备,2023-10-27,20191231,2019
100,300201,海伦哲,-0.0033,1534557800.53,-15.2044108112,42.0844,-3454660.15,-54.21,55.7029,1.090363273853,2.8,0.184946581477,23.5535307406,工程机械,2023-10-24,20191231,2019
101,920088,科力股份,0.84,371399139.57,,,50443205.81,,,5.543481420833,16.21,1.470577635,32.7177503267,油服工程,2023-09-22,20191231,2019
102,838849,东岳机械,0.12,368461749.14,17.3575553998,67.7418,24885450.43,99.96,6.052,1.44,8.87,0.237239855103,31.6798839126,,2023-09-22,20191231,2019
103,832246,润天智,-0.24,355230366.32,-5.5984002966,1.5159,-26997151.06,257.66,-715.1618,3.1,-7.02,0.26354658224,25.4871127004,,2023-09-19,20191231,2019
104,873732,佰源装备,0.22,209916987.09,,,22230416.44,,,3.3435366862,6.9,0.0824467329,36.4095077009,,2023-09-13,20191231,2019
105,839258,汇兴智造,-0.15,182015396.88,16.1361465369,,-7271698.58,264.35,,1.06,-13.44,0.026532233325,17.9353862308,,2023-09-07,20191231,2019
106,832861,奇致激光,0.41,210468881.25,-6.7169299318,,24356404.92,-30.99,,3.96,10.39,0.585693556,50.7160289711,,2023-09-04,20191231,2019
107,836903,汇东管道,0.03,160134487.87,-31.7228167268,,2298180.77,-69.55,,1.45,2.52,-0.124054145865,26.9330315497,,2023-08-31,20191231,2019
108,600530,交大昂立,-0.1,342161085.22,31.5681968823,-19.5825,-77794294.01,84.63,-984.8783,0.964852661974,-8.98,0.127006315833,54.1141695476,食品加工,2023-08-31,20191231,2019
109,002383,合众思壮,-1.548,1413087015.17,-38.5612047969,17.5786,-1140162401.44,-654.01,-6094.3185,3.026358345185,-31.79,-0.73690658503,48.2361291543,军工电子Ⅱ,2023-08-31,20191231,2019
110,920003,中诚咨询,3.3,238925514.49,35.0770011822,,33016934.86,73.61,,8.92,50.98,6.014864676,39.5368103451,工程咨询服务Ⅱ,2023-08-30,20191231,2019
111,873393,捷创新材,0.438,79826548.87,58.2207555864,,9566398.55,790.59,,1.6,30.69,-0.763324292273,41.1935430073,,2023-08-30,20191231,2019
112,831828,利特尔,0.34,311350371.89,4.0761064929,-12.8588,20760056.01,103.42,-86.1683,2.08,16.73,-0.169023155969,24.5985397914,,2023-08-30,20191231,2019
113,600023,浙能电力,0.32,54370549106.11,-3.9960128774,6.9466,4286702877.4,6.38,-41.0875,4.717926492595,6.87,0.663783305225,12.5058600588,电力,2023-08-30,20191231,2019
114,839010,延安医药,0.27,306908451.96,4.829366017,,34411816.04,-23.94,,3.65,7.77,0.366536965873,46.3680167331,,2023-08-28,20191231,2019
115,300825,阿尔特,0.5684,885410404.07,11.4273509381,-3.4106,130312189.43,6.2399582725,-28.8724,4.151496987335,14.71,0.262276855295,33.1307973468,汽车服务,2023-08-26,20191231,2019
116,000885,城发环境,1.1669,2262975204.28,11.5841767039,-10.9304,624128458.1,7.4,-69.0362,6.086791014613,21.41,2.342540777351,57.9172470127,环境治理,2023-08-24,20191231,2019
117,920008,成电光信,-0.1507,33200450.85,-27.0891201921,,-7852001.92,-65.63,,1.34,-10.42,-0.086086119543,53.1537784825,军工电子Ⅱ,2023-08-17,20191231,2019
118,688619,罗普特,0.74,507338760.39,39.2057117282,,101740344.04,86.0373511906,,3.332510115496,28.82,-0.743292765101,40.7845929751,计算机设备,2023-08-17,20191231,2019
119,002471,中超控股,-0.365,7380895485.76,-3.3428652663,0.6466,-462882994.87,-641.76,-516.1616,1.138103400647,-26.93,0.495718716065,11.8291098176,电网设备,2023-08-05,20191231,2019
120,600302,标准股份,-0.48,541667689.31,-27.5029716071,-1.9462,-164594447.59,-680.14,-395.638,3.095999446449,-14.25,-0.189727488589,18.6274302642,专用设备,2023-07-27,20191231,2019
121,600257,大湖股份,-0.2724,1112490033.62,3.9624880484,3.4846,-131096174.57,-842.34,-22717.7225,2.408384899922,-10.66,0.082195013158,21.3123363774,渔业,2023-07-22,20191231,2019
122,873710,博生医材,0.18,290849525.96,,,35688103.62,,,4.6404681575,13.67,0.279354845333,26.3010695711,,2023-07-20,20191231,2019
123,600589,大位科技,-0.89,1427743202.53,-16.0203603144,23.2328,-624387137.95,-506.2822941011,-13142.63,3.59525550878,-18.53,0.099338038708,22.0320697246,IT服务Ⅱ,2023-07-19,20191231,2019
124,600185,珠免集团,0.27,4192746376.31,36.1944850143,-0.2637,523240474.16,2.66,-77.2082,3.594800185157,6.66,0.837087486308,30.0704475258,旅游零售Ⅱ,2023-07-18,20191231,2019
125,002290,禾盛新材,-4.94,1726050720.03,-0.4742125723,14.1145,-1198141827.5,-2006.78,-230.6486,1.590744351678,-188.63,0.273736981718,13.6715145819,家电零部件Ⅱ,2023-07-18,20191231,2019
126,300013,新宁物流,-0.59,898624297.5,-4.3772782353,-3.8449,-262408746.72,42.66,-3114.3092,1.361293105108,-35.25,0.009092884602,29.8393341039,物流,2023-07-17,20191231,2019
127,300657,弘信电子,0.58,2469638009.46,9.3091454121,-29.8274,178246898.93,50.98,-46.4531,6.821440189383,19.71,0.34144783133,15.7843110831,元件,2023-07-08,20191231,2019
128,002111,威海广泰,0.88,2551437384.89,16.6533193445,7.8199,331698794.49,41.26,-60.3513,7.65162256093,11.73,1.59628550729,30.6326859569,航空装备Ⅱ,2023-07-05,20191231,2019
129,600510,黑牡丹,0.76,7776961217.28,15.0725358751,-40.4978,781340730.12,18.06,-61.0159,8.058011791575,9.54,3.967638170203,35.6893858782,房地产开发,2023-06-30,20191231,2019
130,400248,R通达1,0.19,1672131506.28,-3.4172059945,184.2522,302668578.8,107.84,21.2749,2.788013254737,6.97,0.01006689879,35.3516558195,,2023-06-30,20191231,2019
131,834293,ST搜了股,0.6,99925016.82,166.5121731665,,4836968.68,-34.63,,1.32,59.33,-1.54967590125,46.667200571,,2023-06-29,20191231,2019
132,430428,陕西瑞科,1.45,581441780.23,44.4354961831,,70965354.1,81.91,,6.09,25.79,0.73827646102,18.0581060254,,2023-06-29,20191231,2019
133,835287,鹏业软件,0.77,78337648.6,27.3166623724,,17385533.95,89.2,,2.08,31.04,0.864776815556,70.5820233542,,2023-06-28,20191231,2019
134,688189,南新制药,0.8712,1014222981.82,44.7813056178,58.9356,91474296.99,70.8984347729,272.239,3.167269428476,32.66,0.310084388571,88.6128177314,化学制药,2023-06-28,20191231,2019
135,430459,华艺智慧,0.39,744956317.68,-0.6259225343,87.68,46272041.46,-39.25,99.4482,5.11,7.81,0.087567714583,22.1331289482,,2023-06-28,20191231,2019
136,430516,文达通,-0.0071,400837171.61,30.3729501357,,-545000.96,294.36,,1.07,-0.66,-0.361516632035,17.4241253124,,2023-06-27,20191231,2019
137,430077,ST道隆,-1.26,36537569.71,-28.4458532467,,-29434048.15,-57.56,,3.06,-34.18,-0.215398445687,29.2644491817,,2023-06-26,20191231,2019
138,836249,恒丰特导,0.17,595434482.15,3.6116622848,,24525553.71,3.9380405937,,1.6,11.21,0.249413683064,16.7202606256,,2023-06-21,20191231,2019
139,837934,神州能源,0.65,221216902.34,-6.2144312951,,32265546.08,-17.9646268654,,2.93,23.18,1.1684186134,31.8031316395,,2023-06-20,20191231,2019
140,873652,常荣电器,,285807427.87,,,100394990.68,,,6.316780960333,25.44,1.358738217667,54.8195708865,,2023-06-16,20191231,2019
141,839418,控汇股份,0.5876,115587699.13,10.1974871441,31.1162,11849737.23,50.96,49.3664,1.8,38.87,-0.286389744544,34.263273954,,2023-06-16,20191231,2019
142,836930,京城皮肤,0.22,319206893.25,-5.4001497044,,10900141.85,169.2899149535,,0.56,27.49,0.6550635924,42.6231630792,,2023-06-16,20191231,2019
143,688135,利扬芯片,0.61,232013365.71,67.6622284508,24.3266,60837907.16,281.9774199177,27.2326,4.432860964321,15.56,1.479444149658,52.9860700455,半导体,2023-06-16,20191231,2019
144,873695,海宏液压,0.83,198128356.96,,,49718304.98,,,6.742621273167,15.97,0.856478104167,37.2986126842,,2023-06-15,20191231,2019
145,001335,信凯科技,1.0,1036629696.71,,,49761675.79,,,3.2958898654,43.46,1.1407969666,14.9369841199,化学制品,2023-06-15,20191231,2019
146,837326,同方瑞风,0.56,200103110.93,32.7657527401,,22335701.07,-8.4,,2.23,25.25,0.697665255269,28.6097013204,,2023-06-14,20191231,2019
147,400170,运盛5,-0.21,132499432.05,-36.0901156383,107.3115,-70485407.24,-444.41,-130.8577,0.627584995835,-28.044,-0.123211328247,23.4309605933,,2023-06-14,20191231,2019
148,300911,亿田智能,1.23,654940632.35,6.588151919,5.7439,98336008.88,29.0123815491,54.1604,3.574626132125,43.36,1.320160618375,43.1168513422,厨卫电器,2023-06-14,20191231,2019
149,836266,亿维股份,0.18,124786599.51,23.2867656677,,5335157.23,4.65,,2.01,9.25,-0.376480441,35.5948101514,,2023-06-13,20191231,2019
