序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期,report_date,year
1509,603261,*ST立航,1.18,237520396.96,-8.2536030291,,68168399.41,-6.7667450999,,6.595067927157,19.49,0.100715061985,53.7733506489,航空装备Ⅱ,2022-03-01,20191231,2019
1510,300424,航新科技,0.2821,1434985114.44,90.1675994701,27.5062,67678571.61,34.54,-26.0858,4.261611129677,6.84,0.813229531727,25.2809006253,航空装备Ⅱ,2022-03-01,20191231,2019
1511,300182,捷成股份,-0.91,3605090213.4,-27.1757690952,2.3736,-2325061290.42,-2662.1,-2995.4254,2.876979742008,-27.25,0.742965912905,24.4860298713,影视院线,2022-03-01,20191231,2019
1512,873678,亿安智能,0.21,50002607.3,,,2064080.52,,,0.518947713,49.65,0.449551636,24.9275747667,,2022-02-28,20191231,2019
1513,873676,天祥新材,0.03,109584384.54,,,921920.81,,,1.027708304177,2.92,-0.016955858321,10.1616178407,,2022-02-28,20191231,2019
1514,873675,宇恒股份,,29148154.77,,,670866.02,,,,71.5,,10.3674367172,,2022-02-28,20191231,2019
1515,870601,启明星,0.29,159053320.39,32.3839038113,,12584930.62,4.61,,1.93,16.06,0.483863608625,30.0937031762,,2022-02-28,20191231,2019
1516,688150,莱特光电,0.2,201798623.34,79.4716676827,,65826262.46,844.9109239983,,6.732798348078,17.29,1.109621381782,62.1757022488,电子化学品Ⅱ,2022-02-28,20191231,2019
1517,603315,福鞍股份,0.3714,835579882.9,24.2690577654,-26.928,114038536.64,26.08,-52.2665,4.296899248724,8.73,0.168469486115,26.3401224628,环境治理,2022-02-28,20191231,2019
1518,603070,万控智造,0.48,1601249083.11,13.2839494564,,164512958.99,39.1743824827,,2.765589165924,20.97,0.557199343666,34.912099833,电网设备,2022-02-28,20191231,2019
1519,301131,聚赛龙,1.3265,999054493.45,15.0602931884,,47526113.21,70.7024049931,,9.14059439378,15.39,-4.720922644307,15.8201877622,塑料,2022-02-28,20191231,2019
1520,400240,R长康1,-0.3094,5038467483.42,7.8033677681,-1.4715,-382640981.64,-204.23,-856.4714,3.971468182912,-7.44,0.302856273511,61.4216056542,,2022-02-26,20191231,2019
1521,688207,格灵深瞳,,71210699.89,37.039730714,,-413526647.75,-491.5785553278,,2.284590251128,-152.36,-0.797428962729,53.3185751841,IT服务Ⅱ,2022-02-25,20191231,2019
1522,300173,ST福能,-0.25,252952658.34,-27.8596878727,269.3906,-148398247.17,82.21,-10288.1253,1.188071323706,-23.57,0.073177922143,31.2897927381,电池,2022-02-25,20191231,2019
1523,920419,路斯股份,0.34,346407712.86,2.1475411577,,29599243.08,-32.8430848758,,2.73,13.47,0.488071522261,21.4477703128,饲料,2022-02-23,20191231,2019
1524,836665,胜利监理,0.13,239924159.32,15.4675483187,,37536419.77,7.414625577,,1.53,9.08,0.396791638045,35.4652084397,,2022-02-22,20191231,2019
1525,002759,天际股份,0.08,774320227.83,-10.0294670021,11.4553,32465529.39,-61.26,-562.9721,6.700949657845,1.17,-0.03469824625,23.1529238546,电池,2022-02-22,20191231,2019
1526,832924,明石创新,0.14,1007168953.68,9.8850106934,8.1929,529524807.3,-17.2,-70.7263,2.07,7.23,0.029981609736,34.9869485822,,2022-02-21,20191231,2019
1527,301218,华是科技,0.81,409512189.81,41.027582934,,44914295.33,71.7939517702,,3.936145328202,23.2,0.069093883204,26.8398320013,IT服务Ⅱ,2022-02-21,20191231,2019
1528,300050,世纪鼎利,-0.89,1244350146.93,26.556965414,56.4105,-482782490.61,-951.57,-7786.8358,4.385547411226,-18.48,0.036743665986,25.6872365546,通信服务,2022-02-21,20191231,2019
1529,301130,西点药业,0.9012,324914216.37,15.9565293715,,54613470.32,32.0435090092,,7.369569631561,12.84,1.087958064819,85.6775138466,化学制药,2022-02-18,20191231,2019
1530,000809,和展能源,-0.103,184134893.8,-88.1389316907,76.7192,-85207808.38,-188.15,-583.0979,3.778403465663,-1.44,0.314193347334,12.3626729677,风电设备,2022-02-17,20191231,2019
1531,920179,凯德石英,0.63,154504769.81,38.9435583227,,32460352.26,51.6149413915,,3.59,19.29,0.079459171401,44.2616047932,半导体,2022-02-16,20191231,2019
1532,688281,华秦科技,-2.11,116766622.31,145.5097059709,,-105585261.49,-1130.1130422775,,2.5812742946,-254.0,-0.5125478218,62.8002056061,航空装备Ⅱ,2022-02-16,20191231,2019
1533,601908,京运通,0.13,2057403280.36,1.1484583093,-15.4149,263408505.83,-41.73,0.3671,3.582747094728,3.72,0.291122240133,34.4550284491,电力,2022-02-16,20191231,2019
1534,301215,中汽股份,0.14,359277036.04,7.10684587,,143155619.25,5.0280662443,,1.246501174249,12.29,0.159651669258,71.3295083272,汽车服务,2022-02-16,20191231,2019
1535,301181,标榜股份,1.37,562715110.19,75.9562440891,,92263187.25,121.651813948,,4.094363582222,38.38,1.517597675111,27.4597609415,汽车零部件,2022-02-15,20191231,2019
1536,000670,盈方微,-0.2524,4129630.93,-95.9741267754,71.9604,-206113476.37,-21.23,-1432.1806,-0.029133165573,,-0.031844430843,-3.8356667384,其他电子Ⅱ,2022-02-15,20191231,2019
1537,603209,兴通股份,0.72,291946693.92,8.5738393848,,86813548.64,90.7172720263,,2.01666232775,34.18,0.833404192417,50.1089746679,航运港口,2022-02-14,20191231,2019
1538,688267,中触媒,0.4,332991699.07,96.8760797047,,53451261.13,479.2794970882,,4.796486829436,8.81,1.030815782671,36.4937431292,化学制品,2022-02-11,20191231,2019
1539,920857,泓禧科技,0.51,314049513.12,40.7488691532,,28607007.2,157.6522034435,,1.81,28.89,0.313993595558,22.4646642878,消费电子,2022-02-10,20191231,2019
1540,688283,坤恒顺维,0.5,105459147.0,82.6703681022,,31635901.01,85.5010269592,,2.119056090476,42.5,0.285471024762,64.1620680566,通信设备,2022-02-10,20191231,2019
1541,603132,金徽股份,0.19,798560605.45,27.9036947009,,161324321.29,443.9835122043,,1.606993242466,14.36,0.544438631409,66.1672191032,工业金属,2022-02-10,20191231,2019
1542,301229,纽泰格,0.76,413254023.9,43.9573420218,,42998721.08,-15.4506967627,,5.158783674333,16.97,0.864072722333,33.2211481293,汽车零部件,2022-02-09,20191231,2019
1543,001266,宏英智能,1.66,249387705.59,76.4463659313,,76311100.99,134.7058944438,,22.023932315113,84.73,6.288772877015,47.0659850622,自动化设备,2022-02-09,20191231,2019
1544,603215,比依股份,,740106532.27,19.6908200977,,63180626.85,39.9863896913,,1.304261437863,39.0,0.126165909319,22.8107047849,小家电,2022-02-08,20191231,2019
1545,920346,威贸电子,0.53,156982852.25,8.988223529,,30552595.57,7.5369757092,,2.98,19.05,0.545907188607,35.7656046411,消费电子,2022-02-07,20191231,2019
1546,000821,ST京机,-0.98,2264150059.12,3.3531902745,10.4315,-515147498.54,-514.75,-5268.392,4.11900355274,-20.98,0.071625670952,23.5602954208,光伏设备,2022-01-29,20191231,2019
1547,873849,金牌股份,0.25,60678463.14,,,6844744.89,,,1.319470748519,21.25,0.272481111481,19.0126881648,,2022-01-28,20191231,2019
1548,873671,坤隆股份,0.53,238481929.95,0.8228363949,,33254424.02,-4.4240987978,,3.203642364444,17.33,0.583983895079,34.6075365363,,2022-01-28,20191231,2019
1549,873670,冠森科技,0.51,194563858.67,,,26161681.56,,,3.513677857273,17.35,0.238778637091,29.0673352732,,2022-01-28,20191231,2019
1550,688775,影石创新,0.17,587837419.65,127.6440964526,,56280451.98,207.7627348958,,5.557851133217,15.34,1.335428637874,54.0964679297,消费电子,2022-01-28,20191231,2019
1551,688225,亚信安全,,1077269507.56,23.3390468721,,162935945.84,53.8375694814,,6.636020037778,32.18,1.383082790667,59.6715473156,软件开发,2022-01-28,20191231,2019
1552,301206,三元生物,1.4,476759627.29,63.1598845999,,136306834.38,100.1908175774,,3.441529343889,55.52,1.474991181244,45.7731136507,化学制品,2022-01-28,20191231,2019
1553,301200,大族数控,,1322774861.56,-23.241616867,,227974566.93,-38.8468857176,,13.8693074526,17.1,2.7011907172,35.904843599,专用设备,2022-01-28,20191231,2019
1554,002765,蓝黛科技,-0.33,1136464220.19,31.0466998015,49.5461,-149939896.38,-5495.93,-1063.8997,3.156883177572,-10.88,0.164405195865,8.9209526476,汽车零部件,2022-01-28,20191231,2019
1555,873991,华科仪,0.61,192150006.95,25.6822245852,,31603927.75,19.2158124437,,4.108756678295,15.9,-0.004274835465,50.5757361618,,2022-01-27,20191231,2019
1556,873848,新疆晨光,0.7932,1512173695.66,,,55521737.76,,,3.312888469571,27.2,-0.294023423429,13.0850301389,,2022-01-27,20191231,2019
1557,873757,汉和生物,1.15,434359458.3,6.6162803869,,37172320.46,18.6315535767,,1.68,36.06,0.488163375312,30.6202383,,2022-01-27,20191231,2019
1558,831598,热像科技,,76651100.0,26.3701859668,162.3948,19692000.0,116.4979056037,1153.3661,2.76,94.55,0.699122807018,63.2514080033,,2022-01-27,20191231,2019
1559,873668,泽宇森,,16202848.87,,,1796336.97,,,,-244.53,,28.424689059,,2022-01-26,20191231,2019
1560,001313,粤海饲料,0.27,5066527521.4,-3.5364428498,,162629875.31,-24.118846136,,3.443060394317,8.16,0.9000974488,15.7465074405,饲料,2022-01-26,20191231,2019
1561,301235,华康洁净,0.74,602150101.91,40.943401437,,58686973.94,97.0518223244,,5.784027847727,13.69,-0.052131600884,35.6433209476,医疗器械,2022-01-25,20191231,2019
1562,301228,实朴检测,0.85,297958536.73,67.6626976509,,70328796.61,201.9120323877,,3.625451911667,36.18,0.249889508556,60.4346242119,专业服务,2022-01-25,20191231,2019
1563,002452,长高电新,0.256,1159125391.66,10.0447047415,40.0376,135530637.83,158.89,32.7456,2.346560443143,11.59,0.073921634095,35.2574594,电网设备,2022-01-25,20191231,2019
1564,873666,南京清泉,20.7212,121206348.55,,,17820264.14,,,201.342026023256,10.79,100.830275767442,38.4639686103,,2022-01-24,20191231,2019
1565,688270,臻镭科技,,55449854.49,1288.5115209335,,4185334.13,108.5454358881,,1.089642807143,5.81,-0.181833090571,82.940409029,半导体,2022-01-24,20191231,2019
1566,301207,华兰疫苗,1.0425,1048988237.2,30.6762653426,,375297719.48,38.9230985579,,12.622245247,34.93,2.7504098043,84.6513059498,生物制品,2022-01-24,20191231,2019
1567,688223,晶科能源,,29489576245.11,20.3225425456,,1380813203.39,404.5159898014,,2.093074087686,17.21,0.585931931041,19.9160630111,光伏设备,2022-01-21,20191231,2019
1568,301123,奕东电子,0.59,1055068202.43,6.3442074567,,103252003.32,126.8263068663,,3.728135412386,20.02,0.927448346233,29.4625708958,消费电子,2022-01-18,20191231,2019
1569,688173,希荻微,,115318873.08,69.1804417736,,-9575246.55,-77.8472159425,,11.380117925685,-38.6,-2.469764682224,42.1928229963,半导体,2022-01-17,20191231,2019
1570,688261,东微半导,,196046605.19,28.2189607116,,9110063.42,-29.7840172408,,3.636916024409,5.87,0.882630546177,14.9306322247,半导体,2022-01-14,20191231,2019
1571,301201,诚达药业,0.82,293972890.53,44.6897935693,,54223938.39,708.0956539012,,4.910829155331,17.06,0.931075232855,45.0482021629,医疗服务,2022-01-14,20191231,2019
1572,301117,佳缘科技,0.48,131010382.57,26.8871113039,,31673781.18,48.7869780895,,2.11558417737,28.06,0.208051300714,43.648879637,计算机设备,2022-01-14,20191231,2019
1573,301106,骏成科技,1.6439,451130693.09,19.5571588,,79890524.6,109.0889764076,,5.900089813922,32.31,0.984255393199,31.2601858065,光学光电子,2022-01-14,20191231,2019
1574,603150,万朗磁塑,1.47,967492966.5,22.4315006479,,91361242.62,40.5102774671,,7.477683092851,21.98,-2.264084360482,32.2891794356,塑料,2022-01-12,20191231,2019
1575,603102,百合股份,1.55,499631375.09,-1.5469737997,,74334680.89,-0.3952121094,,9.644170151458,16.66,2.528310287292,40.8459538481,食品加工,2022-01-12,20191231,2019
1576,301116,益客食品,0.93,15553755398.27,57.0317576265,,376112493.65,136.5158091196,,3.277069153005,32.7,1.760184070504,5.5128915553,养殖业,2022-01-12,20191231,2019
1577,873663,盛知股份,0.3,7672239.4,,,1137887.15,,,0.020350264,-230.98,0.082984845333,45.4071545265,,2022-01-11,20191231,2019
1578,301158,德石股份,0.57,468243918.66,34.3782637754,,63781145.75,48.103044505,,4.959864853645,11.97,0.429156100212,40.8660585273,专用设备,2022-01-11,20191231,2019
1579,688220,翱捷科技,,397941603.81,244.8633177442,,-583548631.83,-8.5788552212,,0.302332528388,,-0.232287169669,18.083021416,半导体,2022-01-10,20191231,2019
1580,688171,纬德信息,1.06,122388712.87,48.6570372593,,63532925.29,134.4642093798,,2.559167081333,57.66,0.881942955333,72.8578165412,软件开发,2022-01-10,20191231,2019
1581,688062,迈威生物,,29425705.97,-21.2705337374,,-927893996.7,-311.9908749447,,3.201332512206,-121.42,-1.499262573895,39.0471758323,化学制药,2022-01-10,20191231,2019
1582,301217,铜冠铜箔,,2399908987.89,-0.4697227505,,96904936.66,-55.9828967202,,2.632907133033,6.33,0.517511577117,11.1389300481,电池,2022-01-10,20191231,2019
1583,301122,采纳股份,0.52,181312620.29,26.4583366153,,32333112.97,57.7357604065,,2.74732169879,22.32,0.913743516963,40.2876699279,医疗器械,2022-01-10,20191231,2019
1584,300834,星辉环材,0.7,1214542533.39,-13.362356025,,102077989.18,108.110439149,,2.04345120603,30.42,-0.151365836392,14.4779808484,塑料,2022-01-10,20191231,2019
1585,873662,和特能源,1.75,287406080.63,,,87640746.06,,,2.80834192875,58.1,1.35382440675,45.1059861176,,2022-01-07,20191231,2019
1586,833682,福特科,0.53,420610484.27,9.6735670998,-5.4577,40766759.61,-22.5452157912,-69.2145,6.32,8.75,0.749094111183,34.245554347,,2022-01-07,20191231,2019
1587,688259,创耀科技,1.16,165325818.21,51.761217435,,47765606.71,330.6889169851,,1.327458222192,85.07,0.703652102339,42.6033368427,半导体,2022-01-07,20191231,2019
1588,688234,天岳先进,,268558434.98,97.2751251279,,-200683616.52,-376.2355984618,,5.415231072031,,2.289789695449,37.6812532504,半导体,2022-01-07,20191231,2019
1589,873661,成远矿业,0.7,289761997.59,40.5334183056,,36235003.16,75.0653618562,,2.658756929185,38.5,0.105843760591,36.0591187937,,2022-01-06,20191231,2019
1590,301196,唯科科技,1.0878,699257633.2,9.0321961133,,95225607.07,173.8178663499,,7.999210961261,14.65,1.642400654955,37.1747293341,塑料,2022-01-06,20191231,2019
1591,920130,立方控股,0.59,397571745.71,5.5071621401,,44908526.87,31.7191139497,,4.85,13.05,0.867951461114,54.9781744725,IT服务Ⅱ,2021-12-31,20191231,2019
1592,873660,德瑞股份,0.2,218640070.5,,,10112199.17,,,1.022294861,22.42,0.241448322,13.7178972187,,2021-12-31,20191231,2019
1593,873658,森创服装,2.22,869338649.28,,,50998641.19,,,8.49,30.34,4.92,18.8652588305,,2021-12-31,20191231,2019
1594,873657,康软科技,0.59,23072970.84,,,4008270.55,,,3.734243594612,17.16,-0.425669868256,61.6776566342,,2021-12-31,20191231,2019
1595,836479,泰源环保,0.3048,115256182.3,41.0127754291,59.4721,14339367.02,309.682219873,57.116,1.34,30.69,-0.197108073594,33.595781213,,2021-12-31,20191231,2019
1596,833755,扬德环能,0.08,268930054.59,26.2047142735,-4.997,29349496.68,38.8537495853,-209.5126,1.72,4.86,0.264105147857,42.8782915899,,2021-12-31,20191231,2019
1597,833665,清大天达,0.28,132700231.61,-31.7624116443,,11575057.65,-44.7665169283,,3.13,9.74,-1.022313431653,39.8336961727,,2021-12-31,20191231,2019
1598,688176,亚虹医药,0.0,0.0,,,-172425928.62,-187.6836239812,,2.758134188846,-5779.03,-8.520413811524,,化学制药,2021-12-31,20191231,2019
1599,430208,优炫数据,0.1984,550854820.62,20.3482148138,77.8813,42166500.38,37.9420938936,-534.7693,3.35,7.0818,-0.179868773045,41.631249913,,2021-12-31,20191231,2019
1600,300256,星星科技,-1.33,4904737076.09,28.4353480265,49.8071,-1281013804.19,110.26,117.1508,0.403950484349,9.94,-1.199950439611,-5.9304931008,消费电子,2021-12-31,20191231,2019
1601,873659,中天防爆,1.01,47315301.99,,,12118073.42,,,4.338637764167,26.34,0.990424914167,51.0532593771,,2021-12-30,20191231,2019
1602,871453,科海电子,0.85,304035513.33,-18.5898640593,,42556413.7,-28.01,,3.79,25.27,2.2939104914,34.0375378444,,2021-12-30,20191231,2019
1603,688262,国芯科技,0.17,231570327.78,18.8910561987,,31136404.43,874.048904716,,2.372852631222,7.57,0.093230721056,58.3115319974,半导体,2021-12-30,20191231,2019
1604,603122,合富中国,0.26,1046975144.62,15.7734505901,,67144850.62,0.3470782935,,2.644225639633,11.39,-0.126921325164,22.0562902478,医疗服务,2021-12-30,20191231,2019
1605,920204,沪江材料,1.26,207886356.78,0.1982275085,,28760942.97,9.2422987147,,8.42,15.68,0.633625868302,34.2238906064,包装印刷,2021-12-29,20191231,2019
1606,874552,原力数字,0.59,311343810.79,-11.2526184896,,13820237.19,104.8266786058,,8.816992018866,8.8,0.504511024055,35.9084792392,,2021-12-29,20191231,2019
1607,874199,天安股份,0.77,404561635.76,19.556307512,,57226610.79,82.5406802984,,7.89,10.61,0.440191794269,37.3766025852,,2021-12-29,20191231,2019
1608,870840,鼎欣科技,0.48,577902493.39,18.6289762962,42.834,29923088.25,-4.3486080817,89.0475,3.29,15.5,0.62500910944,24.5577400276,,2021-12-29,20191231,2019
1609,833505,美连医疗,1.08,129695034.34,30.096616041,,43884294.97,41.9544281752,,2.14,48.36,1.074324439461,57.5746387747,,2021-12-29,20191231,2019
1610,430238,普华科技,0.44,111210309.38,10.8592736342,,16404059.54,-5.45,,3.92,11.55,0.306030340547,76.6292201012,,2021-12-29,20191231,2019
1611,873656,通涛股份,0.02,44635923.99,,,1812460.93,,,1.14615273875,2.0,0.038319839125,39.1696143087,,2021-12-28,20191231,2019
1612,688236,春立医疗,0.68,855326545.91,71.7774435215,,236761397.82,124.1080975971,,5.830460981215,31.98,1.673694706117,69.1512271598,医疗器械,2021-12-27,20191231,2019
1613,688227,品高股份,0.46,401850231.78,-9.2634932249,,35774650.39,54.8697289213,,4.593547134985,16.06,-0.073026118221,46.7114999557,IT服务Ⅱ,2021-12-27,20191231,2019
1614,301127,武汉天源,0.29,451269406.27,71.2253451103,,90599329.02,145.9513782775,,1.534239323854,21.24,0.085619672204,41.9887946152,环境治理,2021-12-27,20191231,2019
1615,400206,R爱迪1,-0.69,1941109415.25,4.5687415386,-54.8441,-299697319.04,-1164.68,-1575.7682,5.433049488098,22.71,-0.073688322617,22.9148852546,,2021-12-25,20191231,2019
1616,874688,华达通,,218895355.62,21.6832568449,,21410189.83,-27.4352481338,,1.4447745432,28.96,0.6060820318,34.8885239998,,2021-12-24,20191231,2019
1617,874417,泰鹏环保,0.42,301411838.65,0.9800590078,,38175788.01,131.0983594627,,1.955374713187,23.53,0.900402401868,32.7720068735,,2021-12-24,20191231,2019
1618,874018,天威新材,0.82,354667617.61,22.5803465559,,42001435.52,3.5379211564,,3.756670817333,24.15,0.603981487504,28.6270133242,,2021-12-24,20191231,2019
1619,873804,华鸿科技,0.7502,198673366.54,9.4222855555,,33218186.24,15.761261342,,2.771223267164,29.08,0.846788114047,38.6788203262,,2021-12-23,20191231,2019
1620,872149,睿中实业,0.47,133363982.01,30.670804052,,27912377.46,81.92,,1.65,34.88,0.228871050369,49.2743416248,,2021-12-23,20191231,2019
1621,301189,奥尼电子,0.59,527504321.11,78.5217756915,,48772206.5,1780.702641599,,2.515377729147,59.67,1.722600063033,31.9128547527,消费电子,2021-12-23,20191231,2019
1622,301166,优宁维,0.93,786930742.85,30.289268816,,57940349.5,45.3392499282,,5.067287984769,22.4,0.148203621538,22.26886522,生物制品,2021-12-23,20191231,2019
1623,301159,三维天地,1.23,263192677.42,41.0899670825,,68344681.2,43.3172788902,,4.649428078793,39.16,0.272506188966,61.148088563,软件开发,2021-12-23,20191231,2019
1624,873655,奥文科技,0.02,105223760.39,,,943629.85,,,1.003214864203,1.84,0.13056391958,9.9668892569,,2021-12-22,20191231,2019
1625,688210,统联精密,,206221324.28,60.5037421136,,15529224.36,3538.0158562658,,10.551945097235,16.22,0.122464365442,42.7171233322,消费电子,2021-12-22,20191231,2019
1626,688206,概伦电子,-20.64,65486596.89,26.0602533259,,-877360215.68,-11001.3257822371,,1.778665049959,219.83,0.600791339937,95.2922730659,软件开发,2021-12-22,20191231,2019
1627,603176,汇通集团,0.27,2407141530.66,48.5748396987,,90737800.78,248.4579591805,,1.817672191314,16.83,0.372849803829,13.3421176798,基础建设,2021-12-21,20191231,2019
1628,600941,中国移动,5.19,745917000000.0,1.2347672902,,106325000000.0,-8.8895363285,,52.18,10.2,,31.2513322528,通信服务,2021-12-21,20191231,2019
1629,301190,善水科技,0.8723,447359395.4,-6.9960851875,,139108173.97,-4.7197788656,,2.095360952189,39.44,1.15288178318,52.7866626002,化学原料,2021-12-21,20191231,2019
1630,831467,世窗信息,0.76,122503400.0,36.0894855183,,30695000.0,49.583583086,,2.75,32.27,0.689434760956,56.99776496,,2021-12-20,20191231,2019
1631,301136,招标股份,0.4378,606415979.34,7.8754033091,,90368106.27,-3.4912185975,,3.587191825831,11.43,-0.288956464789,42.7481691515,工程咨询服务Ⅱ,2021-12-20,20191231,2019
1632,920245,威博液压,0.53,179548828.36,7.191909825,,20493985.73,14.3145590378,,3.43,16.37,0.726466114615,26.2182737253,工程机械,2021-12-17,20191231,2019
1633,874562,家鸿口腔,0.56,309813297.31,24.1635495648,,44196033.1,5.9808906646,,5.886984228353,9.81,0.10153043144,47.1914577261,,2021-12-17,20191231,2019
1634,301221,光庭信息,0.85,304573460.53,25.4561473799,,58719863.18,-15.891268144,,5.622576798236,15.95,1.767695158688,48.6034981881,汽车零部件,2021-12-17,20191231,2019
1635,300001,特锐德,0.24,6740960412.14,14.7512607869,68.8181,240500740.77,59.08,19.5369,3.172466811176,7.83,0.470507029022,26.329112807,电网设备,2021-12-17,20191231,2019
1636,002719,麦趣尔,-0.75,670570447.53,11.723523507,-16.0051,-69464857.87,-54.93,-946.7568,4.714099765052,-7.76,0.554202871553,31.6403408876,休闲食品,2021-12-17,20191231,2019
1637,874816,金东方汉,0.86,814352020.68,103.0346165115,,60198206.65,45.5167714993,,3.09,35.64,1.119092071116,26.5270862961,,2021-12-16,20191231,2019
1638,874588,固力发,0.6,645986434.25,17.9285589299,,79676766.81,89.0326990779,,3.405630249248,18.84,1.017222957519,37.4202028516,,2021-12-16,20191231,2019
1639,873653,天和盛,1.64,19579056.75,,,3356252.51,,,1.774055974,86.01,1.440956028,40.7626270862,,2021-12-16,20191231,2019
1640,873642,牦牛控股,0.39,242889049.55,,,15001937.28,,,3.506016035476,11.36,1.175587317738,24.0141534738,,2021-12-16,20191231,2019
1641,301211,亨迪药业,0.56,660018720.56,27.6275825371,,100289049.96,110.0936657591,,2.7124994745,29.27,2.068473224056,51.6336543804,化学制药,2021-12-16,20191231,2019
1642,688032,禾迈股份,3.03,460045189.38,49.9124607215,,80537978.1,407.7982816685,,10.305943300004,34.4,0.020926749793,42.0119600752,光伏设备,2021-12-15,20191231,2019
1643,301096,百诚医药,0.6,156415552.36,90.467166206,,44397902.04,302.0912111048,,3.432344814176,24.27,0.880927996055,62.200373826,医疗服务,2021-12-15,20191231,2019
1644,301100,风光股份,0.84,643706648.69,7.8481972592,,125847753.99,-5.3793928193,,4.639692800267,19.53,0.548472628867,37.9756241399,化学制品,2021-12-14,20191231,2019
1645,873840,湘江股份,0.08,17652805.18,,,384464.0,,,2.489512862,3.31,0.049335802,30.5637644838,,2021-12-13,20191231,2019
1646,836742,大地测绘,0.44,131066935.36,15.188827693,,21941332.15,22.01,,2.83,16.92,0.489358497617,42.4426339543,,2021-12-13,20191231,2019
1647,301101,明月镜片,0.72,552501240.86,8.4572429754,,69845975.99,112.6426294397,,4.505684001747,18.13,0.897151107924,50.8822503588,文娱用品,2021-12-13,20191231,2019
1648,002531,天顺风能,0.42,6058445541.29,58.0177454422,69.9373,746502557.03,58.95,-5.2628,3.265780370355,13.51,0.476968144125,26.3418941754,风电设备,2021-12-11,20191231,2019
1649,301177,迪阿股份,0.73,1664506479.62,10.9587048047,,263913081.62,-3.1843695848,,1.859078806333,45.56,0.992887790417,70.2099626669,饰品,2021-12-10,20191231,2019
1650,301138,华研精机,0.68,456776191.41,14.944803344,,60759684.83,65.2292571683,,3.011100480667,24.02,0.850261942889,38.0149764142,专用设备,2021-12-10,20191231,2019
1651,873643,ST富视,2.19,117174672.92,,,12832864.5,,,5.004494406846,56.16,2.90837418153,36.906343489,,2021-12-09,20191231,2019
1652,688265,南模生物,0.44,154802856.18,27.4704312759,,23249904.78,53.8584002309,,2.572457278005,18.79,0.660728452705,50.5450644845,医疗服务,2021-12-09,20191231,2019
1653,688246,嘉和美康,0.03,443766958.59,73.1412580285,,3421395.86,105.2453011209,,2.829276391103,1.47,-1.585689168954,54.6476145769,软件开发,2021-12-09,20191231,2019
1654,301186,超达装备,1.32,447411390.17,-5.5505426397,,72047162.19,-16.9426653808,,9.873322568621,13.95,1.888340946584,39.4669418749,汽车零部件,2021-12-09,20191231,2019
1655,688235,百济神州,-8.86,2954000000.0,125.4910192896,,-6914630000.0,-45.6677586189,,8.920426830189,-73.7,-7.30417490566,83.375084631,化学制药,2021-12-08,20191231,2019
1656,301113,雅艺科技,0.68,150852208.18,8.9853755952,,35927917.34,34.3582236971,,2.165439001524,32.38,0.75460690781,45.770792528,家居用品,2021-12-08,20191231,2019
1657,688192,迪哲医药,,41017537.8,4.0547883386,,-445753226.53,-156.7496118411,,0.411216487536,-113.69,-0.333816525572,12.658720412,化学制药,2021-12-07,20191231,2019
1658,688167,炬光科技,-1.31,334983008.09,-5.5879484278,,-80430452.89,-530.8914135473,,6.941351180619,-17.24,-0.400360952606,38.2603929228,半导体,2021-12-07,20191231,2019
1659,688110,东芯股份,-0.219,513608750.78,0.7124408235,,-63837288.52,-192.802655576,,1.27624986217,-20.26,-0.725380487451,15.0013806196,半导体,2021-12-07,20191231,2019
1660,600322,津投城开,0.128,9564470926.23,181.1910660695,3858.0316,141571684.63,5.09,-267.7794,4.211037181071,3.09,0.8586818667,24.9252244859,房地产开发,2021-12-07,20191231,2019
1661,001234,泰慕士,1.16,791387004.76,4.8545796283,,93104298.06,-5.5460511078,,3.70999316925,33.22,1.305708483,23.4426052303,服装家纺,2021-12-07,20191231,2019
1662,001227,兰州银行,0.29,7617739162.65,12.0267924414,25.8643,1464217154.19,-34.8535502301,-182.4164,4.19,7.07,-0.716170504534,,银行Ⅱ,2021-12-07,20191231,2019
1663,301193,家联科技,0.83,1020484273.31,7.6459141103,,74844898.54,609.6802289484,,3.842999694,24.0,1.407154811556,24.1336662604,家居用品,2021-12-06,20191231,2019
1664,301168,通灵股份,1.2,825949832.95,9.3288066513,,108053467.46,5694.6511910774,,6.704938870556,19.18,-0.013976822889,24.1801160304,光伏设备,2021-12-06,20191231,2019
1665,600872,中炬高新,0.9012,4674844437.35,12.2016983967,0.5125,717943134.48,18.19,-3.9978,4.957052379254,19.42,1.329173688832,39.5475184271,调味发酵品Ⅱ,2021-12-04,20191231,2019
1666,874902,兴隆新材,1.99,597693598.11,-2.6097284598,,89416589.96,-17.6704862737,,13.055848089763,15.74,1.692352762298,34.1456357982,,2021-12-03,20191231,2019
1667,603071,物产环能,1.07,32325011728.93,-8.9707539258,,489879907.58,6.1494472227,,3.523241661797,33.95,2.615709965475,3.9498438664,煤炭开采,2021-12-03,20191231,2019
1668,301179,泽宇智能,1.1,454643431.81,46.1010711859,,108905210.71,83.006260924,,3.516980405253,37.59,4.025646123838,41.1188373372,电网设备,2021-12-03,20191231,2019
