stock_code
000027
000037
000055
000153
000155
000401
000407
000420
000488
000507
000510
000513
000531
000537
000539
000543
000545
000552
000565
000566
000571
000591
000593
000595
000597
000600
000601
000619
000635
000669
000672
000677
000683
000690
000691
000692
000707
000722
000726
000739
000756
000766
000767
000782
000786
000788
000789
000791
000803
000813
000818
000822
000830
000850
000859
000862
000875
000877
000881
000883
000899
000908
000915
000919
000920
000931
000936
000937
000949
000952
000953
000955
000958
000963
000966
000973
000983
000990
000993
001207
001210
001212
001217
001218
001255
001258
001286
001289
001296
001299
001325
001331
001333
001335
001358
001359
001367
001369
001376
001378
001390
001896
002001
002003
002004
002012
002015
002019
002020
002037
002038
002039
002042
002043
002053
002054
002060
002064
002066
002067
002068
002078
002082
002083
002088
002092
002098
002099
002102
002108
002109
002128
002136
002144
002145
002165
002166
002205
002206
002211
002218
002224
002225
002226
002233
002235
002246
002247
002254
002256
002259
002262
002263
002267
002271
002274
002294
002302
002310
002319
002324
002326
002332
002333
002360
002361
002365
002370
002372
002381
002386
002392
002393
002394
002395
002398
002399
002407
002422
002427
002430
002437
002440
002442
002453
002455
002457
002479
002480
002495
002497
002507
002521
002522
002549
002550
002562
002584
002585
002591
002596
002597
002601
002608
002616
002617
002632
002637
002641
002643
002648
002650
002652
002653
002666
002669
002671
002674
002675
002683
002693
002694
002700
002718
002741
002742
002748
002753
002755
002768
002783
002785
002791
002793
002802
002809
002810
002817
002825
002826
002827
002838
002872
002886
002893
002898
002900
002909
002911
002915
002917
002923
002940
002971
002998
003002
003017
003020
003035
003037
003816
200037
200055
200488
200539
200726
300006
300016
300019
300040
300041
300054
300067
300072
300082
300086
300107
300109
300110
300111
300121
300125
300163
300169
300174
300180
300194
300198
300199
300200
300204
300214
300218
300221
300225
300230
300233
300234
300236
300243
300254
300255
300267
300285
300305
300317
300320
300321
300332
300335
300343
300346
300381
300398
300401
300405
300429
300434
300435
300436
300452
300478
300481
300483
300487
300497
300522
300530
300535
300537
300538
300539
300558
300573
300576
300583
300584
300586
300587
300596
300599
300610
300636
300637
300641
300644
300655
300665
300684
300702
300705
300715
300716
300717
300721
300723
300727
300731
300737
300741
300758
300765
300767
300798
300801
300806
300819
300821
300829
300834
300848
300858
300876
300877
300891
300905
300908
300910
300918
300920
300927
300966
300979
300980
300995
301003
301010
301019
301036
301037
301057
301059
301065
301066
301069
301071
301075
301076
301077
301089
301090
301092
301100
301118
301130
301131
301149
301156
301190
301196
301206
301209
301211
301212
301216
301220
301237
301246
301256
301258
301263
301277
301281
301283
301286
301300
301301
301319
301373
301395
301429
301459
301469
301489
301507
301518
301538
301555
301565
301585
301591
301617
301618
301683
301687
600011
600021
600023
600025
600027
600032
600052
600062
600063
600075
600079
600098
600101
600103
600116
600121
600123
600135
600143
600149
600156
600157
600160
600163
600165
600167
600186
600188
600196
600216
600226
600230
600235
600236
600267
600273
600276
600298
600299
600305
600308
600309
600310
600319
600326
600328
600330
600333
600348
600352
600356
600367
600370
600378
600380
600395
600396
600403
600409
600420
600423
600425
600433
600448
600449
600452
600475
600483
600488
600493
600500
600505
600508
600509
600513
600521
600527
600546
600567
600575
600578
600585
600610
600613
600617
600618
600623
600624
600635
600642
600644
600664
600668
600674
600678
600681
600714
600719
600722
600726
600727
600744
600746
600758
600774
600780
600784
600789
600793
600795
600801
600802
600803
600810
600812
600821
600844
600851
600863
600866
600868
600872
600873
600886
600889
600900
600903
600905
600917
600925
600929
600930
600935
600955
600956
600963
600966
600969
600971
600979
600982
600985
600987
600989
600995
601001
601016
601065
601088
601089
601101
601113
601139
601208
601216
601225
601339
601568
601599
601619
601666
601678
601699
601778
601898
601908
601918
601985
601991
601992
603002
603004
603010
603020
603027
603033
603038
603041
603051
603053
603055
603062
603065
603067
603071
603073
603078
603079
603080
603105
603110
603113
603120
603125
603130
603150
603155
603165
603168
603170
603172
603181
603188
603192
603207
603213
603217
603225
603227
603229
603235
603255
603260
603276
603281
603284
603285
603288
603299
603310
603317
603318
603330
603332
603334
603351
603367
603378
603379
603382
603393
603406
603505
603520
603538
603558
603580
603612
603616
603650
603663
603669
603676
603681
603683
603688
603689
603693
603696
603706
603707
603722
603733
603737
603739
603755
603790
603811
603822
603823
603826
603856
603863
603867
603879
603889
603916
603928
603931
603938
603948
603968
603977
603980
603991
605007
605008
605011
605016
605020
605028
605055
605077
605086
605090
605116
605122
605162
605166
605169
605177
605180
605183
605189
605318
605366
605368
605377
605399
605488
605500
605507
605566
605580
605589
688019
688035
688062
688065
688076
688087
688089
688091
688106
688119
688129
688133
688150
688157
688166
688176
688179
688189
688192
688196
688197
688199
688203
688219
688221
688235
688247
688266
688267
688268
688269
688295
688300
688302
688321
688323
688350
688356
688357
688359
688371
688373
688382
688386
688398
688428
688505
688513
688545
688548
688549
688550
688553
688566
688571
688578
688585
688602
688603
688625
688639
688658
688659
688669
688683
688690
688716
688718
688722
688758
688759
688799
900904
900906
900908
900909
900913
900917
900921
900937
900948
920010
920014
920015
920016
920017
920028
920033
920056
920066
920076
920077
920089
920098
920099
920175
920188
920225
920230
920261
920304
920367
920394
920402
920422
920469
920471
920478
920489
920519
920526
920527
920566
920580
920656
920665
920675
920694
920719
920726
920735
920792
920832
920834
920946
920957
920971
920974
